names,scores,logfoldchanges,pvals,pvals_adj
EAF2,-0.560927,-0.27683714,0.5748473131901106,1.0
ZFYVE26,-0.5619336,-0.045674678,0.5741612706493744,1.0
ESR1,-0.56195915,-0.45292678,0.5741438413299802,1.0
C12orf76,-0.5625471,-0.051780585,0.5737433265419634,1.0
ZNF577,-0.5629538,-0.47954294,0.5734663256464738,1.0
INTS9,-0.56298625,-0.07168901,0.573444261216096,1.0
DHX30,-0.5630246,-0.03781003,0.5734181328059269,1.0
INPP1,-0.5630911,-0.12009877,0.5733728448988098,1.0
ZNF133,-0.56347096,-0.19110854,0.5731142137870611,1.0
GRSF1,-0.56363344,-0.02693253,0.5730036375794155,1.0
ZNF496,-0.56375027,-0.18850434,0.572924121840209,1.0
SDF2L1,-0.5640517,-0.016308632,0.5727189722062556,1.0
DLGAP4-AS1,-0.5652659,-0.34993345,0.5718929236346066,1.0
PTK2,-0.56542665,-1.0644096,0.5717836190758432,1.0
SLC31A1,-0.56557417,-0.23333317,0.5716833111668014,1.0
DHX33,-0.56604993,-0.09999866,0.5713598317075359,1.0
CHMP2B,-0.5665701,-0.04897051,0.571006306875699,1.0
DAGLB,-0.56667626,-0.15791501,0.5709341658347056,1.0
ZNF93,-0.56697595,-0.25508043,0.5707305139502226,1.0
CA11,-0.5688881,-0.25429904,0.5694320706251206,1.0
SMN2,-0.5691294,-0.30670378,0.5692683093548703,1.0
WDR76,-0.5691917,-0.07840955,0.5692260706968626,1.0
ZNF80,-0.57018465,-0.34232977,0.5685524797251998,1.0
ZNF764,-0.57145983,-0.21557033,0.5676879850743142,1.0
PRSS35,-0.572,-1.5828063,0.5673219713844766,1.0
NME9,-0.57255596,-0.23069651,0.5669453871312057,1.0
DBT,-0.5728399,-0.12184195,0.566753098155758,1.0
MOK,-0.5731784,-0.99725616,0.5665238936093395,1.0
ZNF213-AS1,-0.57396334,-0.08251733,0.5659926219422382,1.0
SLC25A38,-0.5742217,-0.024815006,0.5658177961516992,1.0
TTC21B,-0.5746971,-0.044698555,0.5654961960014337,1.0
MSH2,-0.57476056,-0.07049994,0.5654532264908259,1.0
CNP,-0.5750147,-0.13297758,0.5652813641382347,1.0
PMPCA,-0.57539374,-0.07034818,0.5650250590694254,1.0
PRRT3,-0.57553995,-0.26418048,0.5649261846528191,1.0
TDP1,-0.5771379,-0.035894293,0.5638463152238828,1.0
CLDND2,-0.5771511,-0.31166172,0.5638373876878605,1.0
PDSS1,-0.57764226,-0.11089974,0.5635056772252589,1.0
PNPLA4,-0.5776576,-0.27965465,0.5634953127892153,1.0
SAXO2,-0.5776631,-0.9562426,0.5634915700987826,1.0
BNC2,-0.5779825,-0.3566995,0.5632759537864516,1.0
CHKA,-0.57811505,-0.28736922,0.5631864372086045,1.0
LINC01841,-0.5790189,-0.13888934,0.5625764105998818,1.0
ING1,-0.5797416,-0.035929516,0.5620889066533457,1.0
ARHGAP21,-0.5798575,-0.13167574,0.5620106949403656,1.0
IFT22,-0.58004385,-0.29504728,0.5618850496344254,1.0
ZNF563,-0.5802046,-0.38656694,0.5617766663094763,1.0
SLC22A5,-0.58048296,-0.12069699,0.561588959956735,1.0
THAP2,-0.5806859,-0.14038372,0.5614521517747809,1.0
SMARCA4,-0.58074474,-0.024311332,0.5614124919127215,1.0
GALNT12,-0.58118904,-0.17393425,0.5611130749667543,1.0
SRGAP2-AS1,-0.58185154,-0.53337836,0.5606666792951915,1.0
LRRN3,-0.5823862,-1.0831132,0.560306585824285,1.0
CDC34,-0.5825601,-0.040522512,0.5601894503931528,1.0
HLTF,-0.582697,-0.07552097,0.5600973007127799,1.0
DRC3,-0.5829477,-0.9268605,0.5599285222266308,1.0
ZNF665,-0.58351046,-0.3785666,0.5595497215879328,1.0
FMNL2,-0.5835198,-1.0301455,0.5595434092974421,1.0
MAPKBP1,-0.58364177,-0.123541966,0.5594613526650775,1.0
SYCP3,-0.58364433,-0.7661386,0.5594596312598009,1.0
CLCN6,-0.5838008,-0.12454565,0.5593543435236824,1.0
MICAL3,-0.58406854,-0.10459283,0.5591742004426814,1.0
FBXL18,-0.5841683,-0.20506121,0.5591070842683784,1.0
MTRF1,-0.5843073,-0.13217975,0.5590135870588437,1.0
ZNF451-AS1,-0.5843107,-0.07695548,0.5590112927442381,1.0
BBS4,-0.58440495,-0.15911296,0.5589479141111777,1.0
DICER1-AS1,-0.5851003,-0.5942725,0.55848028200201,1.0
PTK7,-0.5854111,-2.077836,0.5582713282954839,1.0
HOOK1,-0.58552533,-0.54335785,0.558194520850929,1.0
EFCAB7,-0.58684915,-0.15154004,0.5573050183592536,1.0
TMEM230,-0.5868675,-0.025321038,0.557292704814181,1.0
CASP10,-0.58687305,-0.16619563,0.5572889821405881,1.0
NPIPB11,-0.58714247,-0.43732995,0.5571080175371967,1.0
DFFB,-0.5873373,-0.11627082,0.5569771796374015,1.0
ETFDH,-0.5876153,-0.045219705,0.5567905396678402,1.0
TAF6L,-0.58895105,-0.13339768,0.5558941198837719,1.0
TRIM52,-0.58903205,-0.04803426,0.55583977939123,1.0
TPRN,-0.58903503,-0.17042166,0.5558377774226037,1.0
PWP1,-0.58932966,-0.02847262,0.5556401718421555,1.0
UTP4,-0.5895735,-0.06927626,0.5554766226967427,1.0
GORAB,-0.59001607,-0.12676845,0.5551798925187162,1.0
CYB5A,-0.5905541,-0.03734538,0.5548192324355437,1.0
GSN,-0.5909736,-0.2057697,0.5545380999492378,1.0
SURF6,-0.59104395,-0.039974067,0.5544909656530674,1.0
EI24,-0.5910934,-0.04297251,0.554457829987703,1.0
MTMR4,-0.5917645,-0.043149713,0.5540083090523747,1.0
GSTCD,-0.591915,-0.20205963,0.5539075197690487,1.0
PYGO2,-0.59288025,-0.08268112,0.5532613113607152,1.0
ATG12,-0.59336454,-0.025842065,0.55293720471336,1.0
WDR46,-0.59346306,-0.03705903,0.5528713106168277,1.0
KLHL3,-0.59397596,-0.4560372,0.5525282101168507,1.0
TMED10,-0.59402966,-0.021570358,0.5524922804488572,1.0
KCNQ3,-0.5945634,-1.4543976,0.5521353273256778,1.0
DNMBP,-0.5966363,-0.20280547,0.5507502149625144,1.0
OPA3,-0.59749967,-0.0911997,0.5501738270023182,1.0
ARHGAP26-AS1,-0.5977751,-0.5339654,0.5499900146531673,1.0
COQ8A,-0.5980586,-0.07539613,0.5498008276667077,1.0
THUMPD3,-0.59882605,-0.051973697,0.5492889035334856,1.0
RDH5,-0.5994391,-0.47925782,0.5488801020275111,1.0
DLGAP1,-0.59956276,-0.46394628,0.5487976776405175,1.0
IFT20,-0.6007672,-0.060739394,0.5479950702017693,1.0
DDR2,-0.60155123,-0.58376735,0.5474729059849958,1.0
TCEAL4,-0.6016028,-0.105888255,0.5474385579708374,1.0
IKZF3,-0.6021626,-0.018027704,0.5470659079924793,1.0
MRPS27,-0.6024129,-0.049603436,0.5468993488136797,1.0
NOM1,-0.6024478,-0.10729504,0.54687608360163,1.0
DCP2,-0.6025071,-0.031250447,0.5468366473492926,1.0
PECR,-0.6030302,-0.08601201,0.5464885913000093,1.0
ATP6V1H,-0.60328645,-0.03981005,0.5463181491298623,1.0
NPHP3,-0.60331887,-0.050781816,0.5462965975869285,1.0
