group,names,scores,logfoldchanges,pvals,pvals_adj
MKPP,TAP2,54.419693,1.6750939,0.0,0.0
MKPP,RRAS2,54.378223,1.4930143,0.0,0.0
MKPP,QKI,54.360554,1.4107354,0.0,0.0
MKPP,BACH2,54.19881,1.7750568,0.0,0.0
MKPP,APBB1IP,54.137398,1.0579766,0.0,0.0
MKPP,FNBP1,54.028194,1.0771998,0.0,0.0
MKPP,ASH1L,54.004997,1.140764,0.0,0.0
MKPP,DUSP16,53.994347,2.0948753,0.0,0.0
MKPP,UBE2S,53.949234,1.818721,0.0,0.0
MKPP,STXBP5,53.927696,1.4743671,0.0,0.0
MKPP,ZC3H12B,53.906055,4.540812,0.0,0.0
MKPP,CAB39,53.892128,1.3607329,0.0,0.0
MKPP,NEK7,53.890266,1.2751598,0.0,0.0
MKPP,TNKS,53.882473,1.336166,0.0,0.0
MKPP,TRBC2,53.88175,1.0945015,0.0,0.0
MKPP,ETV6,53.864426,1.6136426,0.0,0.0
MKPP,AP3B1,53.850334,1.2026838,0.0,0.0
MKPP,VKORC1,53.84126,2.088468,0.0,0.0
MKPP,RPS4Y1,53.832233,1.2134646,0.0,0.0
MKPP,SDHAF2,53.790356,1.768961,0.0,0.0
MKPP,CARD11,53.776318,1.1730951,0.0,0.0
MKPP,SMARCC1,53.75872,1.2148967,0.0,0.0
MKPP,RORA,53.69367,1.0829054,0.0,0.0
MKPP,ERN1,53.637417,1.2590336,0.0,0.0
MKPP,TC2N,53.486244,1.0982981,0.0,0.0
MKPP,PRR5,53.482243,1.4956447,0.0,0.0
MKPP,TMEM131,53.4076,1.4603654,0.0,0.0
MKPP,DENND4A,53.355927,1.1493942,0.0,0.0
MKPP,DNLZ,53.31845,3.096598,0.0,0.0
MKPP,TNFAIP8,53.297363,1.0968797,0.0,0.0
MKPP,SCFD1,53.26464,1.3253273,0.0,0.0
MKPP,RAC1,53.25565,1.1318802,0.0,0.0
MKPP,USP15,53.180363,1.0699638,0.0,0.0
MKPP,WAC,53.15366,1.1216847,0.0,0.0
MKPP,PPM1B,53.130447,1.2198937,0.0,0.0
MKPP,BOD1L1,53.089203,1.2721372,0.0,0.0
MKPP,STAT4,53.083813,1.094686,0.0,0.0
MKPP,MXD4,53.073242,1.5260267,0.0,0.0
MKPP,DYM,52.985855,1.2428691,0.0,0.0
MKPP,LINC00278,52.98348,2.0938358,0.0,0.0
MKPP,MAPK14,52.979374,1.5870613,0.0,0.0
MKPP,LINC00342,52.885433,1.5498677,0.0,0.0
MKPP,MARK3,52.805927,1.2274263,0.0,0.0
MKPP,RPS20,52.785595,0.8891956,0.0,0.0
MKPP,ORAI1,52.780716,1.4051131,0.0,0.0
MKPP,TNIK,52.757454,1.0756217,0.0,0.0
MKPP,ZXDC,52.754303,1.8032776,0.0,0.0
MKPP,CD55,52.749153,1.2957101,0.0,0.0
MKPP,RUNX1,52.723663,1.0744036,0.0,0.0
MKPP,MAPK8,52.710583,1.5246638,0.0,0.0
MKPP,EIF4G3,52.704887,1.140215,0.0,0.0
MKPP,PTEN,52.681526,1.28711,0.0,0.0
MKPP,IKZF1,52.61252,1.0328901,0.0,0.0
MKPP,TLK2,52.59579,1.5624857,0.0,0.0
MKPP,CYTIP,52.595676,1.0242226,0.0,0.0
MKPP,KANSL1,52.583347,1.0990124,0.0,0.0
MKPP,MGAT5,52.572807,1.5409701,0.0,0.0
MKPP,PDS5A,52.560616,1.150042,0.0,0.0
MKPP,MYCBP2,52.5606,1.0859178,0.0,0.0
MKPP,LINC01934,52.495735,1.2494806,0.0,0.0
MKPP,EIF3B,52.46764,1.6931214,0.0,0.0
MKPP,PIK3R5,52.441017,1.0844724,0.0,0.0
MKPP,NSMCE2,52.42684,1.3387098,0.0,0.0
