names,scores,logfoldchanges,pvals,pvals_adj
LINC02320,37.82524,2.3020778,0.0,0.0
TAPT1,37.61265,1.724806,1.33529909422143e-309,2.1470117235599764e-308
INKA2,37.486103,2.7519221,1.5513415671620866e-307,2.468020470425017e-306
KDM4A,37.1969,1.6901882,7.659145094015466e-303,1.1923162386610553e-301
C11orf68,36.966206,2.079702,3.999619022553232e-299,6.104878707747398e-298
GCC2-AS1,36.59982,3.523666,2.879159861819078e-293,4.313889753145155e-292
DBP,36.575077,1.8716713,7.123317270724489e-293,1.0648515840606324e-291
UBAC1,36.468998,1.5815226,3.4398133425013685e-291,5.114761967026351e-290
SMARCD2,36.329807,1.5474474,5.476444927683189e-289,8.045275851719568e-288
B3GALT6,36.263268,2.3640122,6.140371627082499e-288,8.94008869038321e-287
LINC00115,36.21878,2.3323839,3.082441723988486e-287,4.484551647212393e-286
RGPD8,35.98733,2.1209648,1.3202795811075467e-283,1.8968598269539264e-282
TIPARP-AS1,35.95866,2.095684,3.706142610222782e-283,5.320748246283154e-282
CMC4,35.953667,1.8788301,4.4357944817373075e-283,6.358946990376236e-282
GMEB2,35.879677,1.5739663,6.338978419341914e-282,9.040898666886483e-281
LINC01964,35.548534,10.265695,8.75326548055832e-277,1.2208403344516408e-275
EXT1,35.53108,1.5687747,1.628689623607847e-276,2.2602977698410178e-275
FBXL14,35.171223,1.687028,5.50816841311661e-271,7.474607455469198e-270
SERPINB9P1,34.97416,2.428284,5.560472481339087e-268,7.442361526323068e-267
LDB1,34.967007,1.9096336,7.142211230488038e-268,9.552890591810658e-267
HDGFL2,34.95711,1.596052,1.0097825114955883e-267,1.3487661559689879e-266
CCNQ,34.731953,1.613018,2.59599622906856e-264,3.416170424372131e-263
HRAS,34.716938,1.9910125,4.3743773409969155e-264,5.744819852928029e-263
SNX15,34.655716,2.112068,3.6634897525988124e-263,4.801551740043775e-262
MAP4K3,34.57767,1.5846305,5.472549861212975e-262,7.134367467302831e-261
SP2-AS1,34.496845,3.14181,8.944222513040517e-261,1.1583093721719181e-259
CCDC71L,34.482296,1.944517,1.4779276138236784e-260,1.910177513031819e-259
