names,scores,logfoldchanges,pvals,pvals_adj
ADAMTS5,-0.017464152,-17.134148,0.9860663310151789,1.0
GPX8,-0.017464152,-16.673378,0.9860663310151789,1.0
CAPN9,-0.017464152,-17.714724,0.9860663310151789,1.0
CACNG6,-0.017464152,-17.756437,0.9860663310151789,1.0
LINC01866,-0.017464152,-16.358356,0.9860663310151789,1.0
PCDHGC3,-0.017464152,-16.53783,0.9860663310151789,1.0
POU4F2,-0.017464152,-17.047647,0.9860663310151789,1.0
IGHV3-43,-0.017464152,-16.895302,0.9860663310151789,1.0
ATP1A2,-0.017464152,-17.027113,0.9860663310151789,1.0
RGMB-AS1,-0.017464152,-16.97739,0.9860663310151789,1.0
LINC02214,-0.017464152,-16.749128,0.9860663310151789,1.0
CCDC74B,-0.017464152,-17.013382,0.9860663310151789,1.0
ZNF229,-0.017464152,-16.709482,0.9860663310151789,1.0
MPDZ,-0.017464152,-17.410757,0.9860663310151789,1.0
TMTC1,-0.01768016,-0.31719655,0.9858940083081387,1.0
IGKV2-30,-0.017769486,-0.49778628,0.9858227472301975,1.0
SLC7A8,-0.017772194,-0.7174456,0.9858205878053561,1.0
GRM1,-0.017772734,-0.80848974,0.9858201559204002,1.0
C17orf99,-0.017776525,-0.86984104,0.9858171327258258,1.0
FAM90A1,-0.017777065,-1.0022435,0.9858167008409033,1.0
PRSS51,-0.017777607,-1.1752737,0.985816268955985,1.0
LIMCH1,-0.017778149,-0.9939011,0.9858158370710707,1.0
ACAN,-0.017780313,-0.9581713,0.9858141095314552,1.0
MYBPC3,-0.017781937,-1.4104971,0.9858128138767872,1.0
ZNF692,-0.017813608,-0.21793436,0.9857875486182457,1.0
SLC12A8,-0.018065346,-0.34877014,0.9855867227132238,1.0
NEBL,-0.018097559,-0.7088257,0.9855610257006958,1.0
MDS2,-0.01838205,-0.38483727,0.9853340720670011,1.0
NRXN1,-0.018440789,-0.7075454,0.9852872130909923,1.0
OSGIN1,-0.018458113,-0.8644882,0.9852733929418547,1.0
IGLV2-11,-0.018539049,-0.07947248,0.9852088269912205,1.0
SLC2A14,-0.018766696,-0.4926661,0.9850272222796702,1.0
P3H2,-0.018810276,-0.85857064,0.984992456186459,1.0
FKBP1C,-0.0188119,-0.80467784,0.9849911605562066,1.0
AFAP1L1,-0.018812442,-0.9892918,0.9849907286794646,1.0
AFDN-DT,-0.018812442,-0.94439495,0.9849907286794646,1.0
NIPAL4,-0.018812982,-0.92035127,0.984990296802727,1.0
IRX3,-0.018813524,-0.9363634,0.9849898649259937,1.0
LINC01187,-0.018814066,-1.1438599,0.9849894330492649,1.0
CASC20,-0.018814607,-1.3549675,0.9849890011725405,1.0
LINC02466,-0.01881623,-1.5646935,0.9849877055423936,1.0
IGHE,-0.018816773,-1.2058535,0.9849872736656867,1.0
GALNT13,-0.018817313,-1.9863274,0.9849868417889843,1.0
GRHL1,-0.019105595,-0.5015484,0.984756868073062,1.0
LINC01629,-0.019121837,-0.5038111,0.9847439118448875,1.0
SFTA2,-0.019123461,-0.56121874,0.9847426162222913,1.0
GNAI1,-0.019133747,-0.8022181,0.98473441061345,1.0
PCDHGA5,-0.01913916,-0.63783765,0.9847300918726033,1.0
FSTL3,-0.019373575,-0.23607886,0.9845430908248269,1.0
NR1I3,-0.019433396,-0.4943976,0.98449536898404,1.0
TMEM98,-0.019852148,-1.5148278,0.9841613176614885,1.0
GSDMC,-0.019852148,-1.5075586,0.9841613176614885,1.0
IGHV5-10-1,-0.01985269,-1.6040823,0.9841608857934316,1.0
LINC01249,-0.01985269,-1.3839239,0.9841608857934316,1.0
TEDDM1,-0.01985269,-1.4963939,0.9841608857934316,1.0
RUNX1T1,-0.01985323,-1.6226957,0.9841604539253793,1.0
DSP,-0.01985323,-1.6644722,0.9841604539253793,1.0
TRIM60,-0.019853773,-1.7108052,0.9841600220573317,1.0
IGHV1-17,-0.019853773,-1.9040362,0.9841600220573317,1.0
TRIM31,-0.019853773,-1.7491763,0.9841600220573317,1.0
LEP,-0.019854315,-1.8250571,0.9841595901892888,1.0
TYR,-0.019854315,-2.1181219,0.9841595901892888,1.0
SLC6A11,-0.019854315,-2.2812848,0.9841595901892888,1.0
IGLV8-61,-0.019854315,-1.8026086,0.9841595901892888,1.0
B3GALT5-AS1,-0.019854315,-1.9940344,0.9841595901892888,1.0
ASB11,-0.019854315,-2.111251,0.9841595901892888,1.0
PRR27,-0.019854855,-3.2816148,0.9841591583212504,1.0
CALML6,-0.019854855,-2.9231026,0.9841591583212504,1.0
LINC01281,-0.019854855,-3.70794,0.9841591583212504,1.0
TWIST1,-0.019854855,-2.407591,0.9841591583212504,1.0
LINC00327,-0.019854855,-3.2049239,0.9841591583212504,1.0
SFTPD,-0.019854855,-2.0834937,0.9841591583212504,1.0
