names,scores,logfoldchanges,pvals,pvals_adj
PWWP2B,2.6995199,0.9169095,0.006943960790959592,0.017158659522350964
PELO,2.6978495,0.45192203,0.006978900067739237,0.017240640894523592
HCG25,2.694952,1.4558964,0.007039876826968151,0.017389082270905427
SLC27A2,2.691915,2.1740172,0.0071043040942429464,0.017546008142893598
SCOC,2.6884177,0.10235338,0.007179152285663571,0.017724609206251525
TLR1,2.688409,0.610684,0.007179336292352288,0.017724609206251525
RUNDC1,2.6860042,0.49952358,0.007231216594327197,0.017848189495180952
CEP112,2.6838672,1.8548666,0.0072775989104884595,0.017960405534170536
ZNF684,2.683237,0.54738504,0.007291330084431464,0.01799202359295774
NUBP2,2.6828434,0.020151354,0.007299917427978674,0.01801094240709705
SCD5,2.682387,0.14640886,0.007309880828534503,0.018033251141296412
NHP2,2.6817286,0.00024408044,0.007324286770310592,0.018064235382081885
CSF3R,2.6792722,1.1978934,0.00737823705569009,0.018195002231347658
SNRPA,2.67916,-0.009979682,0.007380708433846462,0.018198803255230288
CERNA1,2.6759756,0.67620957,0.007451206308380971,0.01837031687569596
RFK,2.6758387,0.2709658,0.007454250847152726,0.01837550775725429
NDOR1,2.6746702,0.37277,0.0074802798372725484,0.018437349270153575
USB1,2.6740859,0.036076725,0.007493324873095127,0.018467176463063655
FCRL3,2.6736035,-0.010160836,0.00750411228466877,0.01849143296642721
CLN5,2.668785,0.48081216,0.007612614316506362,0.018756438799470723
CCR5,2.6661904,0.36540428,0.007671622251104343,0.018899446583105852
FANCB,2.6659875,0.53723574,0.0076762565189067425,0.01890848282502104
METTL22,2.6640687,0.4512366,0.007720177102051158,0.019014276341464704
DNAJC18,2.6635144,0.79790175,0.007732911499086775,0.01904324341985024
RIOX2,2.6619313,0.3813336,0.007769374950297671,0.019130631562529865
MAP1S,2.6618125,0.22201884,0.007772113354888093,0.01913496654862232
ZBED5-AS1,2.661631,0.81416434,0.0077763043787734505,0.019142876347193218
GTPBP2,2.660695,0.4505996,0.007797952694197516,0.019193753247805912
SLC5A3,2.6605256,-0.0064474554,0.0078018827393551635,0.019201011375135434
SPDYA,2.6574006,1.2911264,0.007874581927765325,0.019375055848423473
RILPL1,2.656259,0.8801915,0.00790128624299454,0.019438316470067534
SLC51A,2.655228,0.9019035,0.007925485127678896,0.019495398237387888
SLC44A1,2.6551545,0.17131047,0.007927211698711014,0.019497194384160022
MAK,2.6547773,1.3432447,0.007936078679263046,0.019516549905217957
ADO,2.6543696,0.94367534,0.007945677224878817,0.019537699413976966
SMN1,2.6537962,0.70458513,0.007959189725319761,0.019568466458733145
CAPN12,2.652153,0.24722052,0.007998026171754097,0.019659009688341184
ZNF624,2.6509643,0.6258842,0.008026233916519054,0.019725866023416836
PKIA,2.6495652,1.0478735,0.008059540553632387,0.019802748562717045
PRC1,2.6482267,0.54963565,0.008091522792177586,0.019878834651265664
ZDHHC16,2.6473055,0.39504078,0.008113601219286967,0.019930573519835224
PRKCA-AS1,2.6467688,2.3660848,0.00812648982794725,0.019959727997147205
TMEM102,2.6459846,0.5241212,0.008145349060504526,0.020003537953809308
ZNF444,2.644343,0.3078435,0.008184968973728985,0.020098315080678726
TTLL11,2.6434813,1.2293118,0.008205830528199743,0.02014701276986356
RFXANK,2.642073,0.033938657,0.008240033070362796,0.020228449017796912
YDJC,2.6416707,0.047806133,0.00824982349426928,0.020249943067719677
CATSPER2,2.6404252,0.556176,0.008280208985352854,0.020319429323474372
ARL10,2.6398747,0.66263074,0.0082936663293971,0.020349901283215354
RAB11B-AS1,2.6396034,0.732775,0.008300312009392609,0.02036365413738648
OAS3,2.639318,0.4412353,0.008307302332190859,0.020378248970328534
PPIF,2.639095,0.29626998,0.00831276379432194,0.020389090239068906
RRP8,2.6386945,0.18264517,0.008322595278065137,0.020410645995886528
ARFIP2,2.6380537,0.17185445,0.008338341485649383,0.020446700023958285
LINC00412,2.6327999,24.08578,0.008468421882484518,0.0207630722210822
TMEM72-AS1,2.630868,1.8625447,0.008516710340550668,0.020878850907528872
ZSCAN16,2.6288362,0.5772488,0.008567764662624546,0.020998749864508656
C12orf42,2.628052,0.33537158,0.008587537288106191,0.021044574784428546
ZBTB37,2.6274257,0.11176166,0.008603365348476838,0.021080722907462403
DPH7,2.626366,0.09241646,0.008630197477209077,0.021141174791440565
PEX19,2.6247354,0.16922966,0.008671634158008075,0.02124002218098661
ZNF513,2.6236389,0.8996011,0.008699598464518357,0.021305850156908036
ERMN,2.62142,0.9830515,0.00875643600743517,0.021437538019483636
CEP57L1,2.6214113,0.5443493,0.008756655835534173,0.021437538019483636
POLD2,2.6202486,0.15173422,0.008786568022766634,0.021508076441017952
PRIM1,2.6194785,0.35943598,0.008806433185677668,0.0215540068264341
SWSAP1,2.618168,0.68819636,0.008840326648092995,0.021634256109290113
RFFL,2.6164916,-0.15052794,0.008883853584007749,0.02173805763809724
SPHK2,2.6148229,0.4452935,0.008927371335377592,0.021841810739018346
RASGRP2,2.614244,-0.06987672,0.008942514230863926,0.021876124324233692
MAP9,2.610673,0.36297777,0.009036426768039568,0.02210033733245823
ZNF350-AS1,2.6092055,2.2050142,0.009075272264641495,0.022192567817358757
ZNF441,2.60709,0.83400875,0.009131533713189345,0.022324569177872202
ZNF623,2.6062639,0.34734145,0.00915359218954992,0.022375701682087797
ASPHD1,2.6054282,2.1122453,0.009175951132575008,0.0224275558034259
TXNRD2,2.604193,0.26045886,0.009209089332266137,0.022502929577145822
AKAP1,2.600415,0.675888,0.00931110737020581,0.022749375579995915
HEBP1,2.5993423,0.4219521,0.009340255315836144,0.02281774232462942
WDHD1,2.5989401,0.9173628,0.009351205761323304,0.022841642034399503
TTLL3,2.5979462,0.07028158,0.009378321722510153,0.02290501740714911
CNIH3,2.5955915,1.0504196,0.009442822023717573,0.023059670705117368
TRBV30,2.5940804,1.8430771,0.00948442712876625,0.02315549220907024
KCNQ1,2.593418,1.8370848,0.009502726073264705,0.02319727342834877
IQCE,2.593023,0.65331095,0.009513642184753325,0.023221024107677818
C2CD2L,2.5928009,0.7510198,0.009519790473301837,0.023233132948562028
B4GALT7,2.5909114,0.3972322,0.009572214673496095,0.023358161457908914
FBXL18,2.588024,0.6174268,0.009652826142044055,0.023551932911161855
ETAA1,2.5869865,0.40035382,0.009681939360896438,0.02361707671578428
ACTR5,2.5858674,0.2367759,0.009713425622479083,0.023690927655574064
EARS2,2.5825183,0.6962382,0.00980821464125805,0.02391913560570009
ATL1,2.5819879,0.4888786,0.009823305954180258,0.023952953384598043
LINC00239,2.5818896,0.87325215,0.009826103222442997,0.023956788918111708
ATPAF2,2.5816748,0.28879523,0.009832221043847242,0.023968718249159443
ANKS6,2.5808027,1.279178,0.009857088547489467,0.024026346374847272
HIC2,2.5800924,1.1350706,0.009877385810763034,0.02407282171441164
CLN8,2.579992,0.54764897,0.009880255893577349,0.024076817848757356
NEMP1,2.5792582,0.49938962,0.009901272310224416,0.024125027588901927
CENPH,2.5781553,0.5035217,0.00993293523377226,0.024199162930086605
LANCL1-AS1,2.5778992,2.6612155,0.009940300565093353,0.024214092052501773
MTHFSD,2.574238,0.5521466,0.010046112040124417,0.024468797660088946
GFPT2,2.5741696,1.2320098,0.010048100139546101,0.024470594092176494
RABL2B,2.5736735,0.10340755,0.010062515761166747,0.024502651619525997
AMZ2,2.5735981,-0.005294328,0.010064712735825264,0.024504951949064175
ST6GALNAC3,2.5730896,1.3788205,0.01007951052108975,0.024537927578587238
ENPP5,2.571881,0.5116395,0.0101147663433049,0.02462069259930219
ST6GALNAC4,2.5712755,0.44539487,0.010132469934422001,0.02466071787024499
ATF6B,2.5680907,-0.049888693,0.010226041298200528,0.024876078583190943
SLC10A1,2.5664775,2.0044935,0.010273731058097722,0.024988983137956024
PLK3,2.5663347,0.13917702,0.010277962612646931,0.024996168581192534
PGM2L1,2.5656116,0.156397,0.010299406482316576,0.0250452076607395
ZNF775,2.5625544,2.2151327,0.010390533092646594,0.025263661972776907
BORA,2.5622158,0.5555821,0.010400665114696162,0.025285155294368804
SNRPD2,2.5606632,0.17627195,0.01044725974471857,0.025395276855236393
SETD4,2.5603595,0.23639771,0.01045639314521125,0.025414321334678146
TRIM65,2.5593553,0.35848776,0.010486648776752507,0.02548469240728925
SPDYE3,2.5586588,1.179782,0.010507676940337803,0.025531057429789752
TEC,2.5586371,1.5495334,0.010508336904105001,0.025531057429789752
COG1,2.5584395,0.073769465,0.010514313930236722,0.025542407819599277
TRAM2,2.5571754,0.3243809,0.010552602753461843,0.025632240650414764
USP49,2.5526552,0.7792159,0.010690525960032409,0.025960810621235317
PFDN6,2.5520318,-0.017301427,0.01070967667304307,0.02600408898599166
PANX1,2.5509584,0.42455956,0.01074271127293477,0.02608106379513494
