names,scores,logfoldchanges,pvals,pvals_adj,rank_score
SLFN12L,11.2005,1.5459596,4.054414853275294e-29,1.0721187817417695e-27,11.2005
PSPC1,11.196259,1.17271,4.2531783188595603e-29,1.1231605039601063e-27,11.196259
TSR3,11.195056,1.7005084,4.311283182335175e-29,1.136970206360306e-27,11.195056
VPS13C,11.1911955,1.0463225,4.5032062277274066e-29,1.1859857263010754e-27,11.1911955
NSD1,11.188284,1.2269301,4.6535198826923007e-29,1.2239257669962762e-27,11.188284
MAP4K5,11.188031,1.9094918,4.6668235241760205e-29,1.2257772177325687e-27,11.188031
ERO1A,11.187018,1.3738618,4.720416505602904e-29,1.238191825491121e-27,11.187018
DNAJC1,11.186132,1.3096453,4.767811006619485e-29,1.2489494749334684e-27,11.186132
KDM5A,11.185943,1.0358076,4.7780282345452664e-29,1.2499526269195426e-27,11.185943
RALGAPA2,11.18512,1.9803326,4.822554508453996e-29,1.2599165102994365e-27,11.18512
DENND1B,11.181512,1.388227,5.022695287549965e-29,1.3104546851570363e-27,11.181512
VKORC1,11.169486,1.9580126,5.751245977871313e-29,1.4985403634485467e-27,11.169486
MED23,11.163537,1.593721,6.149528917647854e-29,1.6001859289964524e-27,11.163537
RAB21,11.162082,1.6464405,6.251076607533373e-29,1.6222953190479182e-27,11.162082
NLRP1,11.162082,1.2670406,6.251076607533373e-29,1.6222953190479182e-27,11.162082
GRK6,11.153537,1.2715607,6.881553162460463e-29,1.7835527454705476e-27,11.153537
INPP5D,11.146258,1.2088059,7.468112205280672e-29,1.9330161327107434e-27,11.146258
RHOH,11.1453085,1.0396305,7.548188966691051e-29,1.9511619775457132e-27,11.1453085
USP12,11.139929,2.0922987,8.018313428282657e-29,2.06995194148595e-27,11.139929
MRPL12,11.127334,2.8369832,9.235647212712486e-29,2.381069099583108e-27,11.127334
RB1,11.122018,1.2673005,9.802972399993504e-29,2.5240074200404326e-27,11.122018
EIF3B,11.119423,1.4547254,1.009230481762239e-28,2.5950883136824566e-27,11.119423
XYLT1,11.111321,2.0418077,1.1051213860436778e-28,2.837928514711639e-27,11.111321
CNOT11,11.108852,1.6869209,1.1360959941375232e-28,2.9136469742179624e-27,11.108852
ZNF609,11.107841,1.858029,1.1490512927982023e-28,2.9430151436485894e-27,11.107841
DHX9,11.104106,1.1639526,1.1981033267809683e-28,3.064638679535946e-27,11.104106
CDYL,11.0942955,2.3893185,1.3370899087819401e-28,3.415688686037207e-27,11.0942955
HBS1L,11.091827,1.2429644,1.3745088682455742e-28,3.5067000695996605e-27,11.091827
NCOA3,11.08303,1.2935777,1.5165224969477427e-28,3.863972945348103e-27,11.08303
PSEN1,11.078789,1.718256,1.5900822551930646e-28,4.046128682655122e-27,11.078789
CTDSPL2,11.066005,1.3696831,1.8339686998532424e-28,4.660662275159513e-27,11.066005
LMBRD1,11.059865,1.1481367,1.963929422826012e-28,4.9844579696315705e-27,11.059865
ZMYM2,11.048283,1.3732777,2.234486191623268e-28,5.663785725088615e-27,11.048283
PAG1,11.034548,1.1663429,2.603565784222669e-28,6.590760060241809e-27,11.034548
PRIM2,11.0317,1.6927781,2.6873613955712393e-28,6.794094029526875e-27,11.0317
ZFAND6,11.030624,1.1052016,2.7197090684051768e-28,6.867002200071291e-27,11.030624
PI4KA,11.026004,1.5534952,2.8630611612291264e-28,7.219636701408704e-27,11.026004
PHC3,11.005751,1.2180583,3.585183233515973e-28,9.02894022052002e-27,11.005751
HEXA,11.003029,1.3590981,3.695079052450155e-28,9.29374124657386e-27,11.003029
STRN3,10.992143,1.8862832,4.169090568168933e-28,1.0472498618476211e-26,10.992143
RNF13,10.982522,1.3216833,4.637899731566566e-28,1.1635182300935202e-26,10.982522
TNKS2,10.982206,1.2428552,4.654178622615177e-28,1.166107135561252e-26,10.982206
NOL10,10.973915,1.7445531,5.101477760655776e-28,1.2765436933569339e-26,10.973915
PSME4,10.96537,1.4040972,5.607055346948073e-28,1.4012625674211992e-26,10.96537
PPP2R2A,10.95594,1.20175,6.2229032860396e-28,1.553185860984986e-26,10.95594
EXOSC6,10.948725,1.6799034,6.738981496987623e-28,1.67985210105801e-26,10.948725
VPS13D,10.945307,1.4471115,6.998041012282084e-28,1.742209497815977e-26,10.945307
STK38,10.938218,1.0094861,7.5672551249302095e-28,1.8767559985378244e-26,10.938218
PRKDC,10.938218,1.1314969,7.5672551249302095e-28,1.8767559985378244e-26,10.938218
GATAD2B,10.929547,1.2299078,8.326291503573942e-28,2.0612205559358468e-26,10.929547
AGPAT3,10.928597,1.6680995,8.413852392474194e-28,2.0788164597971596e-26,10.928597
LINC01934,10.926382,1.9038221,8.62172882242742e-28,2.1274904110625443e-26,10.926382
CASD1,10.922901,2.619575,8.9587289665916e-28,2.2078640858723479e-26,10.922901
EXOC6,10.908598,1.7136298,1.0486156610408414e-27,2.5810454409115955e-26,10.908598
STAU2,10.905876,1.7819631,1.0804751891887183e-27,2.656122927392568e-26,10.905876
OSBP,10.900053,1.8296549,1.1518998937962222e-27,2.828152712898931e-26,10.900053
PHF10,10.897458,2.064119,1.185220450405066e-27,2.902677568651606e-26,10.897458
PPP4R3A,10.893598,1.0968531,1.2365717925755775e-27,3.0246546046398626e-26,10.893598
SCFD2,10.892331,1.9094625,1.2538839613933778e-27,3.05935179009297e-26,10.892331
FOXK1,10.890432,2.0016332,1.2803039062418733e-27,3.11992364101382e-26,10.890432
KAT2B,10.881129,1.6602367,1.417958967118648e-27,3.451072272211157e-26,10.881129
ATF6,10.873154,1.4862925,1.5475645635269931e-27,3.7618314756641245e-26,10.873154
RABL6,10.863597,1.2869925,1.7184406130084125e-27,4.172015622251689e-26,10.863597
KDM7A,10.8588505,1.6993589,1.810139992518804e-27,4.3891969484024735e-26,10.8588505
MECP2,10.853786,1.113458,1.9133053050677086e-27,4.633608689302589e-26,10.853786
BBX,10.850749,1.2256738,1.977981574577268e-27,4.784319338853891e-26,10.850749
EHMT1,10.843723,1.1717521,2.1359683352690678e-27,5.1600775783389036e-26,10.843723
SMARCA5,10.83366,1.120628,2.3843045031989522e-27,5.752906352478064e-26,10.83366
MTREX,10.831508,1.2737048,2.441014531713522e-27,5.882484280365788e-26,10.831508
SMG6,10.827774,1.4168787,2.5426151694298684e-27,6.112271945381286e-26,10.827774
CBFB,10.822964,1.4815536,2.6796927983409576e-27,6.430448748029402e-26,10.822964
TXK,10.822774,1.909198,2.6852515585346717e-27,6.431456854027718e-26,10.822774
RYBP,10.815938,2.426531,2.8931669184512733e-27,6.920964579493217e-26,10.815938
LRCH3,10.811634,1.6007679,3.0321866575225668e-27,7.24466770627614e-26,10.811634
ASB3,10.800495,1.6099594,3.4235244733277394e-27,8.159747490143386e-26,10.800495
PHTF2,10.797141,1.2072431,3.550897392399953e-27,8.453036517576919e-26,10.797141
TNRC6C,10.794862,1.5130727,3.640083717393532e-27,8.654818734138109e-26,10.794862
CUX1,10.7857485,1.6291423,4.0195922984734824e-27,9.545556079675862e-26,10.7857485
SMC5,10.779736,1.1315658,4.291183347620131e-27,1.0165844521335439e-25,10.779736
DUS1L,10.771951,1.7339174,4.670012841631594e-27,1.104991672128743e-25,10.771951
VPS8,10.770558,1.5459301,4.741184810546809e-27,1.120477105951449e-25,10.770558
RNF34,10.763343,1.2163135,5.127573396843392e-27,1.2103299907048432e-25,10.763343
PHKB,10.760748,1.271066,5.274040554223947e-27,1.2434027176512552e-25,10.760748
PSMA2,10.756761,2.1059277,5.5072232002369045e-27,1.2952565334403334e-25,10.756761
PPP2R5E,10.748216,1.1455907,6.0418817059046365e-27,1.4192982139392788e-25,10.748216
SLC9A8,10.7379,1.6571957,6.756407444914284e-27,1.5833458788273378e-25,10.7379
MDM4,10.724608,1.196637,7.801697554502607e-27,1.8217615482876732e-25,10.724608
COPB1,10.717647,1.1179669,8.411681930892776e-27,1.95719134392045e-25,10.717647
TBC1D2B,10.707203,1.7680696,9.416386973760556e-27,2.1883593860159926e-25,10.707203
GBF1,10.68619,1.3841999,1.1812418549711158e-26,2.74193838885822e-25,10.68619
SYNE1,10.684038,1.0261283,1.208956807800297e-26,2.802946305099077e-25,10.684038
CBFA2T2,10.670684,1.7864834,1.395955520438803e-26,3.2326695412954436e-25,10.670684
UBE2S,10.668406,1.9180669,1.430608260640812e-26,3.309000288914824e-25,10.668406
PITPNA,10.666253,2.1061814,1.4641184184351167e-26,3.382511123015155e-25,10.666253
PGP,10.66081,1.9171813,1.5523932311806957e-26,3.5822206070452654e-25,10.66081
ZSWIM6,10.653405,2.6397386,1.6810158509103037e-26,3.8744544370568695e-25,10.653405
GTDC1,10.651696,1.6843503,1.7121671601970472e-26,3.941610234204214e-25,10.651696
ATP10A,10.643151,2.84074,1.8767182194974913e-26,4.315349250191177e-25,10.643151
PPP4R3B,10.642202,1.0109943,1.8959427982281153e-26,4.354437637996216e-25,10.642202
SUZ12,10.635241,1.1780382,2.0430165139447588e-26,4.686722994709383e-25,10.635241
BRD1,10.62024,2.0790944,2.39943349765357e-26,5.491475401413457e-25,10.62024
SREBF2,10.612835,1.5979092,2.597463228520472e-26,5.92391147502198e-25,10.612835
SELENOI,10.587834,1.7109958,3.393509736360945e-26,7.703503308713569e-25,10.587834
RSF1,10.5792265,1.0161353,3.7201493737993734e-26,8.435212392410908e-25,10.5792265
GIMAP1,10.575999,1.1154325,3.8505155568388377e-26,8.710622938291604e-25,10.575999
SFMBT1,10.567454,1.7961012,4.217870736326101e-26,9.53063447672392e-25,10.567454
DENND1A,10.555619,1.9036169,4.784749256731353e-26,1.079907421634592e-24,10.555619
HTT,10.538974,1.4146922,5.71190318150043e-26,1.2861970248055283e-24,10.538974
SENP5,10.530239,1.3196154,6.267510134330638e-26,1.4096854977997924e-24,10.530239
RBM27,10.521441,2.0264003,6.881263349994481e-26,1.5441807480813304e-24,10.521441
LRRC8B,10.497707,1.9561236,8.8503785469133e-26,1.983782444513167e-24,10.497707
PAXBP1,10.494289,1.7238928,9.176565250427839e-26,2.0545426638486496e-24,10.494289
REPS1,10.479289,1.615958,1.0754905545156568e-25,2.4051656195156998e-24,10.479289
WRN,10.475808,2.0294955,1.1158050931056915e-25,2.4924742079785583e-24,10.475808
FOXN3,10.466948,1.0135491,1.2253088986540504e-25,2.7339617478748527e-24,10.466948
RAP1GAP2,10.464605,1.3701386,1.255986785163814e-25,2.7992197508070062e-24,10.464605
CNTRL,10.451757,1.0362831,1.4383516748490738e-25,3.1983710878916674e-24,10.451757
NSF,10.4499855,1.6405147,1.465483345053863e-25,3.25500318910488e-24,10.4499855
RAB10,10.44777,1.0478024,1.5001121908778974e-25,3.328140062482846e-24,10.44777
PTPN22,10.441757,1.2033935,1.5982462454544257e-25,3.541844001251665e-24,10.441757
TUT7,10.436378,1.2595558,1.6914283876336474e-25,3.739872394261606e-24,10.436378
MORC3,10.435302,1.1143664,1.710700981051372e-25,3.778216342800592e-24,10.435302
USP48,10.43163,1.0696673,1.7781070549840348e-25,3.922660524456324e-24,10.43163
OSBPL9,10.426567,1.2552962,1.8754196214614335e-25,4.132681436121322e-24,10.426567
SNX29,10.412896,1.2349138,2.1653236116555797e-25,4.755449206832366e-24,10.412896
ADAM17,10.408276,1.5685455,2.2730120656038087e-25,4.986356513423243e-24,10.408276
DNM2,10.404478,1.098461,2.365483961532609e-25,5.183403153333717e-24,10.404478
ZFX,10.397706,1.4263393,2.539737566138867e-25,5.55901394789769e-24,10.397706
WDR20,10.39587,1.5751536,2.5891175107291748e-25,5.66076552513391e-24,10.39587
ZNF638,10.393023,1.0643868,2.6676314827296764e-25,5.825916613175705e-24,10.393023
SUCLG2,10.390807,1.0943038,2.7303251219502823e-25,5.956187512410605e-24,10.390807
SRSF2,10.38549,1.0224489,2.8868101289988993e-25,6.283548454310396e-24,10.38549
INO80,10.374921,1.7514461,3.2247915620723972e-25,7.011413476292519e-24,10.374921
CUL5,10.37049,1.2361156,3.377863341611101e-25,7.336074347241513e-24,10.37049
TTC19,10.352959,1.3578223,4.0574927076023378e-25,8.802330077867244e-24,10.352959
TARDBP,10.34568,1.4853761,4.37796534401488e-25,9.487046052235125e-24,10.34568
PBX3,10.337072,2.5249774,4.789456223250921e-25,1.0367265417762613e-23,10.337072
PCLAF,10.33454,1.915868,4.9176182482309485e-25,1.0632923080815824e-23,10.33454
VPS41,10.328654,1.6620198,5.228879713621524e-25,1.129345675895651e-23,10.328654
NAA50,10.314731,1.1590683,6.045070622630381e-25,1.3041889960709073e-23,10.314731
SIAH2,10.306946,1.6554196,6.555165614807186e-25,1.4126815060632932e-23,10.306946
GPR155,10.306756,1.7315066,6.568125572962185e-25,1.413293681837561e-23,10.306756
MAN1A1,10.306692,2.4533901,6.572451198242951e-25,1.413293681837561e-23,10.306692
MAN1A2,10.299793,1.0996784,7.061266764362896e-25,1.5150753075115476e-23,10.299793
PI4K2B,10.296566,1.7008358,7.3021846480203355e-25,1.5650509221518282e-23,10.296566
OTULIN,10.279223,1.7110826,8.742891969324064e-25,1.8697367219205827e-23,10.279223
RPS6KA5,10.2570715,1.3876863,1.0999179491077292e-24,2.3471313443991325e-23,10.2570715
SHOC2,10.256186,1.199963,1.1100539928256575e-24,2.3636057161711065e-23,10.256186
MFSD6,10.245299,1.6783438,1.242397382078364e-24,2.6367930555867058e-23,10.245299
STAT4,10.231691,1.3426381,1.429994392074818e-24,3.03165008278657e-23,10.231691
HIBCH,10.227262,1.6880423,1.4969304843245481e-24,3.1701229131236747e-23,10.227262
TAF2,10.223021,1.3599068,1.5639021015421734e-24,3.3083714943759185e-23,10.223021
FAM13B,10.21378,1.2704374,1.7202953841037117e-24,3.631363546509324e-23,10.21378
DPP8,10.185995,1.4414123,2.2900531376954844e-24,4.8236555218972267e-23,10.185995
ZBTB1,10.1822605,1.230432,2.379676808916976e-24,5.0070447093427296e-23,10.1822605
LMBR1,10.1780205,1.4577101,2.4856718118488583e-24,5.224449625591671e-23,10.1780205
JAK2,10.1763115,1.6496389,2.529696491340474e-24,5.311276925166351e-23,10.1763115
CHIC2,10.170995,1.181267,2.6716616491894992e-24,5.603330670025736e-23,10.170995
PCNX2,10.167704,1.546905,2.7634706768585293e-24,5.78967818038198e-23,10.167704
HIVEP3,10.164792,1.4128344,2.847287322288702e-24,5.958900355352441e-23,10.164792
PDSS2,10.161248,1.5880536,2.952730219767576e-24,6.166384732167762e-23,10.161248
EFHD2,10.161248,1.0657241,2.952730219767576e-24,6.166384732167762e-23,10.161248
OPA1,10.147007,1.2830145,3.416812778388396e-24,7.120361283014284e-23,10.147007
PEX14,10.142513,1.7646599,3.577737521240204e-24,7.447783810173225e-23,10.142513
UBE2F,10.140868,1.3200365,3.6385269196683876e-24,7.566279996181829e-23,10.140868
ANKRD13D,10.1397915,1.4727073,3.678825863247682e-24,7.641960137158242e-23,10.1397915
SS18,10.1380825,1.3103691,3.743740613817429e-24,7.768559526105986e-23,10.1380825
SRP54,10.13783,1.1380594,3.753453624660625e-24,7.78046403891516e-23,10.13783
CRLF3,10.125108,1.0827016,4.275058299555403e-24,8.84295357354124e-23,10.125108
CHD4,10.109538,1.1197919,5.011987434813582e-24,1.0356343202157568e-22,10.109538
THAP12,10.10169,1.7200543,5.429816630453547e-24,1.1196064470465228e-22,10.10169
SPPL2A,10.100044,1.1242807,5.521707210414701e-24,1.1373554388778407e-22,10.100044
NEDD9,10.09783,1.3388907,5.647842637621482e-24,1.1621134041322518e-22,10.09783
ATAD2,10.097386,1.5501052,5.6734100940988224e-24,1.1661479907702286e-22,10.097386
MSH3,10.092449,1.4032758,5.966177538941928e-24,1.22503842688369e-22,10.092449
MOSMO,10.086563,2.3631518,6.334856338049713e-24,1.2993759834691488e-22,10.086563
ZXDC,10.078462,2.307606,6.879442024105354e-24,1.4090339821017833e-22,10.078462
EIF2AK2,10.077006,1.1717439,6.982098792073637e-24,1.4276458637753074e-22,10.077006
BORCS5,10.074159,1.2814606,7.187356976382999e-24,1.4680814333388574e-22,10.074159
JPX,10.069855,1.2164555,7.508916010867056e-24,1.5321633837397972e-22,10.069855
GABPB1,10.066879,1.8020252,7.739457018453736e-24,1.5759177412809853e-22,10.066879
PTS,10.063715,1.6434882,7.992411786137985e-24,1.6257329920077764e-22,10.063715
USPL1,10.053272,1.9437611,8.886680485296908e-24,1.8057587096187944e-22,10.053272
LFNG,10.049348,2.7103777,9.247737118048745e-24,1.8771755179043345e-22,10.049348
DHX36,10.046184,1.0638542,9.54946331411635e-24,1.934408883339842e-22,10.046184
AKT1,10.043589,1.6903011,9.804137884425533e-24,1.9839438482154998e-22,10.043589
PDZD8,10.0360565,2.2685685,1.0582034562588804e-23,2.1391451686026626e-22,10.0360565
ITPR1,10.029158,1.7002462,1.1348043476449862e-23,2.2892630386306276e-22,10.029158
SETX,10.027702,1.0011494,1.1516562965196969e-23,2.3208661596598795e-22,10.027702
NUP54,10.024474,1.2475604,1.1899128144078633e-23,2.395495262585707e-22,10.024474
DOCK9,10.0148535,1.6876875,1.3115566071461394e-23,2.6376710882462136e-22,10.0148535
TXNDC16,10.012069,2.8325753,1.3490132353701468e-23,2.7102146806697156e-22,10.012069
NAA10,10.01093,1.1539097,1.3646399831206756e-23,2.7387974553543978e-22,10.01093
ST6GAL1,10.010424,1.1481843,1.3716426186461974e-23,2.7500310206627857e-22,10.010424
USP32,10.008904,1.9545075,1.3928647450708788e-23,2.789721323597437e-22,10.008904
FARS2,10.008525,1.1944997,1.3982208848829666e-23,2.7975855087310723e-22,10.008525
KBTBD2,10.006816,1.6868614,1.4225770280015568e-23,2.8434103456521413e-22,10.006816
RBM33,10.00574,1.0473388,1.4381274411416486e-23,2.8686317806584893e-22,10.00574
SPAG9,10.004663,1.3237258,1.4538461710661173e-23,2.89703277753786e-22,10.004663
AGO2,9.983904,1.4505255,1.7927102437286018e-23,3.565015655414764e-22,9.983904
MED27,9.980992,1.3079385,1.8461045800716255e-23,3.6674694845524436e-22,9.980992
UBE2W,9.969664,2.027351,2.069288006404892e-23,4.102515472070002e-22,9.969664
DTNB,9.966942,1.5369182,2.126764024937368e-23,4.212198222669475e-22,9.966942
CREM,9.964853,1.5082648,2.1719431214650683e-23,4.297328918182857e-22,9.964853
TNPO3,9.961879,1.2696865,2.2379342357016164e-23,4.423423951940327e-22,9.961879
CCZ1,9.953271,1.816503,2.4402798578860902e-23,4.81850618154541e-22,9.953271
CCDC7,9.952195,1.778361,2.4668141656609254e-23,4.865989878392438e-22,9.952195
NAA15,9.952005,1.2248183,2.471526257589549e-23,4.870375207302346e-22,9.952005
ZNF652,9.945929,1.5841273,2.627111365500113e-23,5.1717620925660175e-22,9.945929
GRK5,9.944853,1.8484873,2.655656401427659e-23,5.222701956094115e-22,9.944853
TMCC1,9.928777,2.185499,3.1205956862163566e-23,6.118618876541249e-22,9.928777
MIR4435-2HG,9.920296,1.0435407,3.397476513347698e-23,6.654836878196972e-22,9.920296
MAP3K1,9.915675,1.168465,3.558410213621095e-23,6.956140965048709e-22,9.915675
RSRC1,9.912321,1.1759695,3.6799598652669496e-23,7.186572319714937e-22,9.912321
EIF4E3,9.911625,1.362023,3.7056976386065974e-23,7.229620278390219e-22,9.911625
ADAM10,9.903334,1.0920295,4.026257675393141e-23,7.847192250208465e-22,9.903334
ACSL4,9.903207,1.5752549,4.031358652001152e-23,7.849316030085426e-22,9.903207
SENP6,9.895422,1.0836409,4.3576794590832097e-23,8.476249667528852e-22,9.895422
UBXN7,9.892891,1.3798757,4.469333724755572e-23,8.676182770438198e-22,9.892891
NR2C2,9.8830805,1.7308062,4.929391610739318e-23,9.559795345782653e-22,9.8830805
C2CD5,9.882447,1.4405763,4.960632978469236e-23,9.610858031949109e-22,9.882447
PLCL1,9.881941,2.4045534,4.985767148933658e-23,9.649999166205125e-22,9.881941
WRNIP1,9.881751,1.8245795,4.9952249331924077e-23,9.658751135643186e-22,9.881751
TULP4,9.880865,1.5039958,5.0395966512539924e-23,9.73492865466319e-22,9.880865
PLEKHA2,9.877194,1.1786,5.2276171624907706e-23,1.0088166926589684e-21,9.877194
FRS2,9.87441,2.0468562,5.374870984331487e-23,1.0362115805063896e-21,9.87441
SNX14,9.860485,1.5785339,6.175034052452038e-23,1.1893018340391878e-21,9.860485
KIAA2013,9.84884,2.6631203,6.934003496938939e-23,1.33416499929303e-21,9.84884
FOCAD,9.844156,1.7170573,7.26465400882251e-23,1.3964120790239576e-21,9.844156
NUMB,9.829473,1.242236,8.405824573009364e-23,1.6141822889563024e-21,9.829473
ANKRD13C,9.827574,1.6783445,8.56578859576809e-23,1.6432877572744116e-21,9.827574
R3HDM1,9.824662,1.1726581,8.81693797860489e-23,1.6898123640092116e-21,9.824662
NLRC5,9.823839,1.0358572,8.889226800216462e-23,1.7019999024132656e-21,9.823839
CD55,9.813016,1.0719885,9.896532820290727e-23,1.8930142153220814e-21,9.813016
BABAM1,9.81213,1.0466658,9.983839836955477e-23,1.9078493938432106e-21,9.81213
CREB1,9.810295,1.0318664,1.0167122828001525e-22,1.9409781414471593e-21,9.810295
SIDT1,9.805421,1.6480346,1.0670091323697125e-22,2.0350131288704226e-21,9.805421
TANGO6,9.804789,2.0018709,1.0737193316082494e-22,2.045816930955231e-21,9.804789
GNA13,9.78118,1.1162558,1.356194700115113e-22,2.581519250180207e-21,9.78118
KIDINS220,9.779345,1.2514783,1.3810139931417e-22,2.6262081455584823e-21,9.779345
EXOC2,9.777446,1.3325524,1.4071622582051255e-22,2.6733350551997958e-21,9.777446
ULK4,9.77618,2.0961225,1.4248660863344025e-22,2.704343314974936e-21,9.77618
TFDP1,9.770738,1.3258507,1.5035388207638673e-22,2.8508960896034257e-21,9.770738
PPP6R2,9.760863,1.1752685,1.6573753935835412e-22,3.1395471153574765e-21,9.760863
KLHL20,9.759155,1.8969548,1.6855392311692562e-22,3.18980963979884e-21,9.759155
SENP7,9.759028,1.2836272,1.6876441867254435e-22,3.190707386071834e-21,9.759028
ABLIM1,9.756623,1.0977032,1.7281363553664398e-22,3.264109285889044e-21,9.756623
KAT6B,9.755358,1.0789869,1.7498327634953814e-22,3.2987213406625842e-21,9.755358
BTBD10,9.755358,1.5913876,1.7498327634953814e-22,3.2987213406625842e-21,9.755358
SLC2A4RG,9.753839,1.346305,1.7762245939455126e-22,3.3452514777984397e-21,9.753839
PRKACB,9.753522,1.005224,1.7817722838715662e-22,3.352473081807578e-21,9.753522
SLC12A6,9.728332,1.7213448,2.283063181208572e-22,4.2915447002775535e-21,9.728332
SMARCD2,9.72004,1.64768,2.4768286608185935e-22,4.646844030191585e-21,9.72004
GSK3A,9.718712,1.8881425,2.509368855293302e-22,4.703384076664687e-21,9.718712
CEP95,9.716559,1.5418572,2.562952324721404e-22,4.7992202000142044e-21,9.716559
TAF1B,9.71485,1.3789017,2.606309289578567e-22,4.875741890867437e-21,9.71485
TRIM59,9.713775,1.4103974,2.633979719905389e-22,4.92279991968564e-21,9.713775
RB1CC1,9.707192,1.0283209,2.809700470407479e-22,5.246204084440224e-21,9.707192
XPO4,9.697002,1.2061983,3.1048678521267315e-22,5.791806876112096e-21,9.697002
NSD2,9.696053,1.2953875,3.133882798533251e-22,5.840363676352252e-21,9.696053
PARP14,9.692636,1.0991821,3.2405759889682017e-22,6.033452992590844e-21,9.692636
ZBTB7A,9.682952,1.2649099,3.562788737941927e-22,6.6207644847148746e-21,9.682952
CCNH,9.679154,1.0277039,3.697628919467414e-22,6.85831305176667e-21,9.679154
ZBTB11,9.677129,1.6005747,3.7715962197399095e-22,6.98888208597259e-21,9.677129
BTRC,9.667952,2.1206934,4.125535238115517e-22,7.637509322558603e-21,9.667952
RBFOX2,9.663964,2.889638,4.289378201215e-22,7.93332255589557e-21,9.663964
KPNA3,9.663585,1.0266751,4.30531413238514e-22,7.955277331682003e-21,9.663585
MAPK9,9.662191,2.061662,4.364248759204406e-22,8.056567898123756e-21,9.662191
RBM6,9.657951,1.0075942,4.54869390424803e-22,8.389146307099477e-21,9.657951
PRKRIP1,9.657635,1.3200531,4.562763787042022e-22,8.407171542828465e-21,9.657635
ORC2,9.654027,1.7848169,4.726236591211891e-22,8.700187922562022e-21,9.654027
KPNA4,9.636812,1.1384442,5.58970833062584e-22,1.0270367381566802e-20,9.636812
RC3H2,9.632002,1.3007708,5.857713679616864e-22,1.07426186769206e-20,9.632002
DCAF1,9.630293,1.7452338,5.955955443530771e-22,1.0912559561705067e-20,9.630293
ZC3H18,9.62447,1.12672,6.303107879513954e-22,1.153781244025529e-20,9.62447
RAB12,9.6204195,3.7370014,6.556340237809981e-22,1.1990136988174366e-20,9.6204195
FAM117A,9.606938,1.6225332,7.473844542850957e-22,1.3655293185294822e-20,9.606938
SHPRH,9.602634,1.5279864,7.792688281288638e-22,1.422456383285971e-20,9.602634
S100A9,9.595988,1.8409301,8.311644651323281e-22,1.514359986378901e-20,9.595988
CPB2-AS1,9.591052,3.0102937,8.719155594432196e-22,1.5871296434590624e-20,9.591052
ANTXR2,9.588267,1.6664966,8.957690763864845e-22,1.6290343203281348e-20,9.588267
CDC73,9.584406,1.0551612,9.29910183745189e-22,1.689552690392373e-20,9.584406
BACH1,9.583077,1.5083802,9.41959088874522e-22,1.7098567208809504e-20,9.583077
CTBP1,9.579786,1.2314026,9.724633564729408e-22,1.7619595332835652e-20,9.579786
PITPNB,9.572698,1.0310041,1.0415239404821348e-21,1.885341393834821e-20,9.572698
SNHG7,9.570103,1.0896301,1.0680001775959906e-21,1.9314812823658356e-20,9.570103
TBK1,9.567001,1.4329581,1.1005171853401591e-21,1.9884506262914343e-20,9.567001
TRPM7,9.5635195,1.0780698,1.1381837156751534e-21,2.0546106040896127e-20,9.5635195
ZC3H7A,9.56333,1.0343193,1.14027454428856e-21,2.0564877679851193e-20,9.56333
PDE4D,9.558519,1.5711458,1.1945284086985502e-21,2.1523510038133727e-20,9.558519
ABHD3,9.54795,1.2206098,1.3228784454406033e-21,2.381424601691051e-20,9.54795
PDCD7,9.538203,1.4083558,1.4532840637415395e-21,2.6137741322880925e-20,9.538203
SLC39A11,9.53371,2.0122962,1.517613714958752e-21,2.726966499018628e-20,9.53371
NPLOC4,9.517444,1.5971037,1.7749177170499207e-21,3.1863843933241147e-20,9.517444
ATE1,9.508329,1.2993937,1.937488789465962e-21,3.471866358266478e-20,9.508329
KLHL24,9.504469,1.2603159,2.0107194783229858e-21,3.5997949452721123e-20,9.504469
PSMD12,9.504152,1.086412,2.0168420159967314e-21,3.6063533336657256e-20,9.504152
TMEM65,9.503456,2.187609,2.030376593223111e-21,3.6250373335939626e-20,9.503456
CDC34,9.494785,2.240231,2.2066633659070763e-21,3.9361885819571255e-20,9.494785
MCU,9.492887,2.3286912,2.2472423376670665e-21,4.0049214994052056e-20,9.492887
MAPKAP1,9.473455,1.3325808,2.7073577243126217e-21,4.811768932729281e-20,9.473455
APC,9.472253,1.6728035,2.738715299058485e-21,4.863083572774631e-20,9.472253
MLLT3,9.459468,1.2568489,3.0951349621650392e-21,5.490988299151904e-20,9.459468
CCNQ,9.45295,1.4399518,3.294162119452304e-21,5.838783003029228e-20,9.45295
AHCTF1,9.452189,1.4037561,3.318157747941303e-21,5.875991928662028e-20,9.452189
USP33,9.45162,1.0722914,3.336267856799731e-21,5.902720562554895e-20,9.45162
MACO1,9.449974,1.5020978,3.38913697515959e-21,5.990843028899987e-20,9.449974
TRRAP,9.442443,1.139273,3.641886974311492e-21,6.426009406070989e-20,9.442443
ATF2,9.441303,1.3466566,3.681707794246986e-21,6.490419650254507e-20,9.441303
TERF2,9.437949,2.2416868,3.801476044068723e-21,6.695525043234633e-20,9.437949
EXOC6B,9.428835,2.568077,4.146692874735043e-21,7.290430024511707e-20,9.428835
SLC30A7,9.422632,1.2597752,4.3991844041560615e-21,7.727400396815602e-20,9.422632
