names,scores,logfoldchanges,pvals,pvals_adj,rank_score
ZEB1,18.319246,2.5457404,5.811203032847685e-75,1.2360176189865596e-72,18.319246
ELMO1,18.246714,1.7780427,2.197356712130121e-74,4.623427542254001e-72,18.246714
IQGAP2,18.220322,1.7854977,3.560587530059195e-74,7.412082637042375e-72,18.220322
EXOC4,18.219309,2.1157956,3.627092855055192e-74,7.471047682917895e-72,18.219309
ZNRF2,18.151775,3.0304508,1.2431524928662794e-73,2.5078358742687992e-71,18.151775
MED13L,18.046143,2.3716028,8.459736628614412e-73,1.6891849627421107e-70,18.046143
DLG1,18.038736,2.3390064,9.672945077494197e-73,1.8928018927640647e-70,18.038736
NCOA1,18.025509,2.542656,1.2287600790605354e-72,2.380631408619461e-70,18.025509
PSMA1,17.994623,1.4187051,2.146795650753678e-72,4.118480126857644e-70,17.994623
TBL1XR1,17.993103,2.1046526,2.2064678563981747e-72,4.1918604867960665e-70,17.993103
SRSF9,17.983864,1.680713,2.6068120027577296e-72,4.9048170451887744e-70,17.983864
DOCK2,17.856077,1.7856624,2.592323478908951e-71,4.831103412884795e-69,17.856077
LRRC8C,17.854431,2.246804,2.6698666849657113e-71,4.928674650132928e-69,17.854431
ATXN7,17.82481,3.3039343,4.5362395738722066e-71,8.295807101077696e-69,17.82481
KCMF1,17.7481,2.431221,1.782813263994953e-70,3.2301935138753003e-68,17.7481
BIRC6,17.734999,1.7543558,2.2509800313466164e-70,4.041025436090879e-68,17.734999
SSH2,17.730759,1.8288246,2.4273509500211337e-70,4.318036671819413e-68,17.730759
PCNX1,17.697973,2.166985,4.346661233433248e-70,7.662654686110071e-68,17.697973
AKAP13,17.662086,1.4632957,8.214482110493341e-70,1.4351873744476224e-67,17.662086
DOCK8,17.640947,1.4959403,1.1944039945390968e-69,2.0593901062405202e-67,17.640947
CELF2,17.598352,1.3827261,2.5359425468100696e-69,4.315071630954734e-67,17.598352
FBXW7,17.591833,2.3213909,2.845210185297437e-69,4.799575250508642e-67,17.591833
ACTR2,17.569492,1.2341051,4.2193750744306124e-69,6.997011140377815e-67,17.569492
SPIDR,17.47854,2.461194,2.0877228817915535e-68,3.432988348814884e-66,17.47854
ADK,17.47025,1.9369155,2.4143486884440436e-68,3.9369979279560866e-66,17.47025
PDE3B,17.465439,2.4052906,2.626695509605639e-68,4.2478659282614176e-66,17.465439
HECA,17.44835,2.0973852,3.543150874558596e-68,5.682981665029722e-66,17.44835
DOCK10,17.416262,1.619096,6.210427169299831e-68,9.800454745875733e-66,17.416262
FTX,17.401896,2.3333154,7.981848601967295e-68,1.2495105075463684e-65,17.401896
TMBIM4,17.394806,1.8268033,9.033195862748009e-68,1.402869655890897e-65,17.394806
STK39,17.385122,2.5201404,1.0695870563623553e-67,1.6480062613305959e-65,17.385122
PDS5A,17.340376,1.81471,2.332100558863237e-67,3.5651987293621734e-65,17.340376
ARL4C,17.337147,1.4229709,2.4668001410616195e-67,3.741887221728199e-65,17.337147
FNBP1,17.310122,1.4140955,3.945806384589431e-67,5.9393491795112296e-65,17.310122
CDKAL1,17.266956,2.3190382,8.342757124085757e-67,1.246191384764199e-64,17.266956
RNF38,17.240501,2.331338,1.3188974912073472e-66,1.9551656142382854e-64,17.240501
NFKB1,17.235058,2.2830765,1.4490913677486728e-66,2.132016532639551e-64,17.235058
CAMK2D,17.229868,2.2205226,1.5851374905247544e-66,2.2976274381176587e-64,17.229868
CSGALNACT2,17.212526,2.2759802,2.1389621602816347e-66,3.077589084734634e-64,17.212526
ATP11B,17.209297,1.9765427,2.2615758404125706e-66,3.230256645634539e-64,17.209297
SMCHD1,17.165564,1.5268466,4.807973245313223e-66,6.76851945786253e-64,17.165564
ABCC1,17.16493,2.5252151,4.860670808084567e-66,6.793829026614201e-64,17.16493
ETV6,17.15436,2.7921255,5.830840610761767e-66,8.092048870311082e-64,17.15436
PPP3R1,17.107841,2.0871842,1.2971938527589427e-65,1.7875696697737317e-63,17.107841
TCF12,17.104929,2.0802321,1.3636655617666237e-65,1.8660285113740766e-63,17.104929
CCNY,17.09512,2.6994884,1.6136543261740732e-65,2.192776934345435e-63,17.09512
RUNX1,17.080688,2.0730722,2.066647551534974e-65,2.769873923865505e-63,17.080688
RPS6KA3,17.055498,1.8869741,3.1814636753109683e-65,4.206410891789529e-63,17.055498
DYRK1A,17.020878,2.2239873,5.750186220311633e-65,7.501309597270535e-63,17.020878
MKLN1,16.991764,2.1058786,9.450414390637919e-65,1.2166165052368606e-62,16.991764
PRKCA,16.982714,2.8114831,1.1026865996475113e-64,1.4102857112354576e-62,16.982714
USP25,16.981638,2.4456472,1.1230909348361865e-64,1.4270547670697725e-62,16.981638
ASXL1,16.95037,1.8504806,1.9124338016736275e-64,2.3988785019967653e-62,16.95037
