"Gene"
"LRRK1"
"TRBJ2-3"
"ZYX"
"SCYL3"
"SDC3"
"MIPOL1"
"GPR25"
"SIX3"
"ZNF688"
"FBXO15"
"SKP1"
"MT-ND1"
"TMBIM1"
"CHST5"
"KCNQ1OT1"
"PDGFA"
"SLC35A4"
"MT-ND6"
"NRROS"
"MIF"
"DCUN1D3"
"WASHC1"
"MT-ND4L"
"ATP6V0C"
"IKBKG"
"PSPH"
"CELF4"
"MYO10"
"OVCA2"
"CRIP2"
"OLMALINC"
"PTP4A1"
"ARMCX6"
"GPR85"
"LDLRAP1"
"AMFR"
"NBPF10"
"MCMDC2"
"IFITM3"
"TACC2"
"EYA1"
"CNN2"
"MRPL23"
"LINC01873"
"DAAM1"
"MT-ATP8"
"SLC25A6"
"IFITM1"
"TBC1D17"
"FRK"
"PHF1"
"TRPT1"
"CD82"
"TRBV20-1"
"GET4"
"NBPF14"
"CLDN11"
"PRMT5-AS1"
"PPDPF"
"CD99"
"AXL"
"FOS"
"OR2M3"
"NR1D1"
"NBPF9"
"PRRG3"
"USHBP1"
"MT-CO2"
"TTC7B"
"MT-ND5"
"NBPF19"
"PCBP2"
"ADD2"
"HLA-DRB5"
"SSH1"
"SPTLC3"
"PRRT2"
"RAB24"
"PMS2"
"CCR6"
"UBXN11"
"ARHGEF26"
"NEUROD1"
"FGF23"
"NCF1"
"MSR1"
"JUN"
"TRAV8-3"
"INTU"
"RIN2"
"PDCD4-AS1"
"STN1"
"ERVMER34-1"
"PYURF"
"PTPRCAP"
"RGPD4-AS1"
"MIIP"
"RPL41"
"LINC02503"
"STAG3"
"CHTF8"
"COL8A1"
"DPP6"
"TNFSF13B"
"IMPDH2"
"TRMT1"
"ALDOA"
