names,scores,logfoldchanges,pvals,pvals_adj,rank_score
EIF4A1,25.802675,3.2735965,8.274624811415433e-147,1.6191785830977718e-142,25.802675
NDUFB8,25.249914,3.3390415,1.1350002717574202e-140,7.4032284392497325e-137,25.249914
EEF1G,24.723183,2.2586434,6.025232674010377e-135,2.358035059300701e-131,24.723183
ATP5PO,24.07932,2.923078,4.117167966108843e-128,1.3427457126802973e-124,24.07932
NDUFC2,23.082708,2.7286055,6.907472065866581e-118,1.930934476926818e-114,23.082708
ARPC4,22.83795,2.4218423,1.9255293471237988e-115,4.709844783064812e-112,22.83795
RPS17,22.316696,2.4932842,2.544092479444151e-110,5.531422404195906e-107,22.316696
NDUFA13,22.16258,2.155231,7.889758788896031e-109,1.5438679998111756e-105,22.16258
ARHGAP15,22.034113,2.1931386,1.3567728730295615e-107,2.4135755981311325e-104,22.034113
CSNK2B,21.601067,2.456049,1.7551414403581802e-103,2.862050642077406e-100,21.601067
JUND,21.52671,2.7080138,8.752922499906783e-103,1.2234084819869711e-99,21.52671
NDUFA7,21.199986,3.2169418,9.552476697102006e-100,1.246152426725947e-96,21.199986
UBALD2,21.0633,2.8291874,1.7271884978075405e-98,2.112351532818622e-95,21.0633
PTPRJ,20.888939,3.1156752,6.750243882698106e-97,7.76992778215509e-94,20.888939
CUL3,20.47865,2.551781,3.3378783667200414e-93,3.4376633621040933e-90,20.47865
DLEU2,20.423016,3.0436726,1.0441631048196899e-92,1.0216091817555846e-89,20.423016
FOXO1,20.137997,2.9217505,3.4292960939504895e-90,3.195450760305866e-87,20.137997
SIK3,20.129396,2.6883087,4.079320655413771e-90,3.628370299324394e-87,20.129396
PHACTR2,20.087158,2.4826984,9.557975807391375e-90,8.131759591262365e-87,20.087158
MAP3K5,20.04058,2.6581814,2.439074781070879e-89,1.98865897149979e-86,20.04058
GNAS,19.7118,1.7211637,1.7078140702479888e-86,1.3367402290645058e-83,19.7118
IL2RG,19.635618,1.8411503,7.674171629868048e-86,5.775699632817614e-83,19.635618
CASK,19.633638,2.9932706,7.978999212586741e-86,5.782705799699902e-83,19.633638
KLF12,19.494364,2.2791092,1.2256823957791533e-84,8.565768971645168e-82,19.494364
ATXN1,19.354252,2.2290754,1.8769846339007776e-83,1.2665115626265662e-80,19.354252
ETV6,19.298086,2.9786875,5.5736045239060795e-83,3.6354764441264715e-80,19.298086
RABGAP1L,19.28043,1.9731007,7.842338539278556e-83,4.95028646892267e-80,19.28043
GNB1,19.267796,2.0089881,1.0011073893124349e-82,6.12177168564554e-80,19.267796
PIP4K2A,19.196636,2.2399292,3.9485270052989304e-82,2.341356861808772e-79,19.196636
FAF1,19.176468,2.7726934,5.820269393275905e-82,3.3497362202242033e-79,19.176468
RAPGEF1,19.05287,2.5041761,6.219603675833634e-81,3.4772915636775013e-78,19.05287
STAG1,18.947235,2.286361,4.65403936253405e-80,2.529728951279619e-77,18.947235
CDC42SE2,18.856136,1.6872787,2.616601094022488e-79,1.3838283839954607e-76,18.856136
CBLB,18.765112,2.1552536,1.4568965438366702e-78,7.502250413104201e-76,18.765112
BCL11B,18.749586,2.022863,1.9510211271825552e-78,9.789123440181599e-76,18.749586
GNAI2,18.700499,1.4917078,4.904469847580496e-78,2.399266649436379e-75,18.700499
PDE3B,18.693953,2.494064,5.544859763827177e-78,2.646385752648054e-75,18.693953
MED13L,18.67523,2.3827899,7.874928627627249e-78,3.6689667472716676e-75,18.67523
CHST11,18.657269,2.2951806,1.1022159235939193e-77,5.015851440206003e-75,18.657269
NCK2,18.507645,2.462361,1.7916716853903422e-76,7.968052622663231e-74,18.507645
SMAP2,18.444172,1.8095745,5.808265487188226e-76,2.5256919789622046e-73,18.444172
KLF2,18.277346,1.8251575,1.2538072457982883e-74,5.333586996908892e-72,18.277346
PSMA1,18.197586,1.4886467,5.393230665846695e-74,2.245419950410386e-71,18.197586
SSH2,18.12597,1.7815193,1.988054001709263e-73,8.104633480301428e-71,18.12597
RASA2,18.124752,1.9619542,2.0325565060623743e-73,8.11695218584256e-71,18.124752
PLCL2,18.078327,2.5052674,4.7218775878555763e-73,1.8479540127831582e-70,18.078327
FAM107B,18.074217,1.5245562,5.087168741439001e-73,1.9518768222054585e-70,18.074217
LRBA,18.068357,1.9259843,5.6572905164761705e-73,2.1288819389693404e-70,18.068357
TBL1XR1,18.012495,2.1219904,1.554594193664167e-72,5.7396790908717765e-70,18.012495
PACS1,17.9921,2.0599833,2.2468405978166474e-72,8.14188459594003e-70,17.9921
VPS13B,17.981749,2.2457986,2.7081621999742277e-72,9.635148714381034e-70,17.981749
PICALM,17.97155,2.1883316,3.254910351532619e-72,1.1373586742641124e-69,17.97155
CD81,17.94948,2.6596854,4.844239715379781e-72,1.6630189956237114e-69,17.94948
MBD2,17.862185,2.2398255,2.323614758248714e-71,7.839395446450144e-69,17.862185
BRI3,17.842321,2.9757028,3.316278370817586e-71,1.0998802569518394e-68,17.842321
PRKCB,17.816902,1.9378319,5.2251361767413e-71,1.7040910784412292e-68,17.816902
URI1,17.780066,2.2197363,1.0086058102792842e-70,3.235475163204104e-68,17.780066
SKAP1,17.735544,1.3681065,2.2292795235548026e-70,7.0358938253097376e-68,17.735544
DDX39B,17.711874,1.9484259,3.395699980121894e-70,1.0547151938257971e-67,17.711874
STK24,17.63516,2.0884943,1.3232191043517042e-69,4.0457424115553354e-67,17.63516
SPIDR,17.579298,2.381546,3.549467054826721e-69,1.0685534050592197e-66,17.579298
ARL15,17.525871,2.6802514,9.093856209164945e-69,2.6961905803172676e-66,17.525871
FBXW7,17.46392,2.24182,2.6975730264787995e-68,7.878523728677187e-66,17.46392
OOEP,17.400827,2.949401,8.131911777924562e-68,2.340077201035703e-65,17.400827
MAP2K2,17.380888,2.6341655,1.151565000186083e-67,3.2657715831364158e-65,17.380888
COP1,17.374342,2.124189,1.290765257960004e-67,3.6082420811087652e-65,17.374342
UTRN,17.364601,1.7806321,1.529589443725011e-67,4.2156346809592975e-65,17.364601
PMF1,17.351816,3.315611,1.911085087981639e-67,5.193904583558988e-65,17.351816
ZNRF2,17.330658,2.8649402,2.761522439074371e-67,7.350838075561077e-65,17.330658
PSMA2,17.330276,3.096304,2.7798549549852804e-67,7.350838075561077e-65,17.330276
UBE2R2,17.32495,2.2882104,3.0496176409781246e-67,7.95665573315466e-65,17.32495
RORA-AS1,17.267338,3.3058908,8.287934958246108e-67,2.1339251481968403e-64,17.267338
FYN,17.263836,1.6002053,8.806123283830649e-67,2.2378989664675082e-64,17.263836
PCNX1,17.261173,2.083995,9.221919241778267e-67,2.3135194323476552e-64,17.261173
ARPC1B,17.196558,1.1967046,2.8177989357920226e-66,6.979580958933962e-64,17.196558
ARAP2,17.142675,2.0211067,7.129422480739483e-66,1.7438567387888778e-63,17.142675
PDS5A,17.09975,1.8005303,1.4904037091756762e-65,3.600520960635757e-63,17.09975
GLS,17.077223,1.9695287,2.1931031726764606e-65,5.233493034504021e-63,17.077223
ADK,17.068699,1.8831229,2.537912820805742e-65,5.983358804521295e-63,17.068699
ALYREF,17.055914,3.1704671,3.158960449348006e-65,7.358873580100213e-63,17.055914
EXOC4,17.027222,1.9891127,5.159678079571005e-65,1.1878185960122991e-62,17.027222
ZFAND3,17.022121,2.0874574,5.629286654876469e-65,1.2808590844491017e-62,17.022121
ABCC1,17.011772,2.5221822,6.717529007675935e-65,1.5109035358873873e-62,17.011772
PRKCA,17.000355,2.6637566,8.162314670521562e-65,1.8150019712814309e-62,17.000355
ANKRD44,16.998224,1.4959366,8.464470432127009e-65,1.8610422181557452e-62,16.998224
SIPA1L1,16.941374,2.6013334,2.2286110827171152e-64,4.792248534792144e-62,16.941374
TMBIM4,16.939318,1.8139945,2.3078337396053922e-64,4.88107292042611e-62,16.939318
ESYT2,16.939014,2.0306695,2.3198067334404546e-64,4.88107292042611e-62,16.939014
TRAPPC10,16.898449,2.4223073,4.618957348949808e-64,9.615293340877643e-62,16.898449
NFKB1,16.793499,2.2198682,2.72309544172019e-63,5.564832693043297e-61,16.793499
BIRC6,16.759403,1.6398518,4.834569661525542e-63,9.58033870246438e-61,16.759403
FBXO11,16.75925,2.5242298,4.8469620377349433e-63,9.58033870246438e-61,16.75925
DYRK1A,16.753239,2.152432,5.362626319296351e-63,1.04935871815991e-60,16.753239
ZEB1,16.743343,2.2986166,6.33281812763596e-63,1.2269364863522817e-60,16.743343
PIK3R5,16.684666,1.7756457,1.694507193805752e-62,3.2507957616069566e-60,16.684666
HNRNPD,16.67736,1.4586248,1.914970097536389e-62,3.6380713464652485e-60,16.67736
ARIH1,16.666096,2.0912733,2.3121067442818047e-62,4.350317766548688e-60,16.666096
AKAP13,16.649353,1.4203359,3.05892769475106e-62,5.700675917227499e-60,16.649353
DOCK10,16.604298,1.5854019,6.4874978981738664e-62,1.1976165931270398e-59,16.604298
RICTOR,16.592197,1.9502634,7.936361682553053e-62,1.4513899570485807e-59,16.592197
SMYD3,16.591055,2.3625157,8.088669103232167e-62,1.4655470093708059e-59,16.591055
LRRC8C,16.580172,2.09929,9.695100344702487e-62,1.7404928765609015e-59,16.580172
ARID1B,16.577509,1.7997522,1.013446151568741e-61,1.8028285721724659e-59,16.577509
PPP6R3,16.484354,1.8425486,4.75348750620266e-61,8.37984175868231e-59,16.484354
AMBRA1,16.415249,2.2471461,1.4876860166709735e-60,2.599199997698001e-58,16.415249
PAN3,16.402996,2.0001001,1.8203457450515805e-60,3.1246075034359058e-58,16.402996
ACTR2,16.401703,1.1848608,1.8595346643823935e-60,3.1641195054464934e-58,16.401703
CHMP4A,16.33625,2.0731409,5.450298678956561e-60,9.194090047398448e-58,16.33625
RPS10,16.32628,2.6850934,6.417946662820205e-60,1.0733878657954339e-57,16.32628
ELMO1,16.309917,1.549434,8.390539456496933e-60,1.391407424446881e-57,16.309917
CDKAL1,16.29599,2.176579,1.05382541510087e-59,1.732878632159145e-57,16.29599
RANBP9,16.286097,2.1823535,1.2388835205204898e-59,2.0202060607954118e-57,16.286097
IQGAP2,16.284575,1.5967022,1.27009505627291e-59,2.053985129020521e-57,16.284575
RPS6KA3,16.263721,1.8318322,1.7855583543790643e-59,2.8639185146302893e-57,16.263721
ABHD17A,16.226961,1.9994277,3.251597493035211e-59,5.172947946643333e-57,16.226961
TAF10,16.193476,1.9194672,5.607055799852984e-59,8.777509431321856e-57,16.193476
DIAPH2,16.182287,2.5019803,6.724893160204643e-59,1.0443865822133687e-56,16.182287
CRIP1,16.144539,1.5265911,1.2407280292547728e-58,1.9116981162564878e-56,16.144539
FKBP5,16.14317,1.9364734,1.2685801364527115e-58,1.9393418836020826e-56,16.14317
EIF4G3,16.126577,2.4180808,1.659665088872111e-58,2.5175446867480204e-56,16.126577
RBFOX2,16.119804,3.4327545,1.8519567575037087e-58,2.7876222946794286e-56,16.119804
BRD7,16.114172,1.9439058,2.0286255412081005e-58,3.0302400450656575e-56,16.114172
NDUFA11,16.089819,1.4369808,3.007197493068117e-58,4.457942465481584e-56,16.089819
CELF2,16.066833,1.2424463,4.357828535870611e-58,6.411578104504972e-56,16.066833
TBC1D5,16.060974,1.905106,4.789727712853845e-58,6.994432230233137e-56,16.060974
PTEN,16.014473,1.9194449,1.0126156286603647e-57,1.4569751927666188e-55,16.014473
UBR5,16.006252,1.9603338,1.1556272901624174e-57,1.650606920722495e-55,16.006252
ATXN7,15.978779,3.0366225,1.7963078282749178e-57,2.54711243360026e-55,15.978779
NCOA2,15.93928,1.9071105,3.382310379379427e-57,4.76151435278393e-55,15.93928
IRF9,15.869033,2.302557,1.0382784600866382e-56,1.451216636212524e-54,15.869033
CNOT6L,15.854116,2.002822,1.3166650986629087e-56,1.8272696915344537e-54,15.854116
UBE2M,15.84955,3.0464842,1.4159115495552105e-56,1.9511660001194618e-54,15.84955
ANKRD11,15.846581,1.519137,1.484382437559133e-56,2.0312164711997985e-54,15.846581
MKLN1,15.842625,1.9275084,1.5808334718008127e-56,2.1481770400137712e-54,15.842625
COMMD3,15.837069,2.4879262,1.726856649716178e-56,2.3304228221824943e-54,15.837069
PPP3R1,15.809747,1.992673,2.665379752806636e-56,3.572339109789059e-54,15.809747
WAC,15.807615,1.6103091,2.7570693308702076e-56,3.670090657582872e-54,15.807615
MGAT5,15.782348,2.3010137,4.115879891712185e-56,5.441860656825948e-54,15.782348
TCF12,15.761114,1.8558081,5.760824252151976e-56,7.565624762826165e-54,15.761114
DUSP16,15.731661,2.3348238,9.177159433236777e-56,1.1971910385971816e-53,15.731661
ARHGEF18,15.725496,2.4708407,1.0115483962288608e-55,1.3108595375765792e-53,15.725496
ITFG1,15.703349,1.8469794,1.434630556554219e-55,1.846898074385063e-53,15.703349
USP25,15.691096,2.283594,1.7402382107720014e-55,2.2256850528357204e-53,15.691096
ZDHHC20,15.685769,1.9143065,1.8925748386163805e-55,2.4047989897432033e-53,15.685769
WDR7,15.679528,2.2875261,2.087994805616962e-55,2.6190950228405583e-53,15.679528
STEAP1B,15.675114,3.864718,2.2382312439472407e-55,2.789662992456026e-53,15.675114
CCNY,15.6612625,2.4839275,2.7831652713470847e-55,3.4468973436531487e-53,15.6612625
RPL36A,15.641398,1.1262654,3.802818576063311e-55,4.680097729333765e-53,15.641398
CDV3,15.624199,1.6544365,4.981440040012043e-55,6.092301168934729e-53,15.624199
HERC1,15.622296,1.6462711,5.132359883417363e-55,6.237889329112482e-53,15.622296
HNRNPUL2,15.587972,2.7613056,8.7879213400398e-55,1.0549818698276002e-52,15.587972
XRN1,15.577241,1.6297307,1.0394516521621605e-54,1.2402432883847047e-52,15.577241
DOCK8,15.522749,1.3242862,2.4339684345332327e-54,2.8691502606594152e-52,15.522749
RUNX1,15.502353,1.8574992,3.34420623226568e-54,3.8952040210104065e-52,15.502353
STK39,15.436596,2.2788987,9.287372412844574e-54,1.0627795518979101e-51,15.436596
KCMF1,15.427844,2.1628962,1.0636427648627787e-53,1.2100791641183054e-51,15.427844
PARL,15.427083,3.8318956,1.076257568165494e-53,1.2173530690093865e-51,15.427083
DOCK2,15.423049,1.6024072,1.145645635773662e-53,1.288390448322932e-51,15.423049
RASGRP1,15.389715,1.5620099,1.9187620157936502e-53,2.1333144957414854e-51,15.389715
FTX,15.3872795,1.96754,1.992349098491816e-53,2.202615093745077e-51,15.3872795
SLC35F1,15.37084,4.6534863,2.568162702791165e-53,2.823247627427951e-51,15.37084
RORA,15.369318,1.505126,2.6292120424035624e-53,2.874213477416364e-51,15.369318
TBC1D15,15.348313,2.1302774,3.6351786953724006e-53,3.9518431506137296e-51,15.348313
GLCCI1,15.340017,2.2900507,4.13085133322175e-53,4.4658839164907847e-51,15.340017
ATP11B,15.33332,1.74014,4.579692646916047e-53,4.923924489827099e-51,15.33332
BRAF,15.321371,2.178384,5.504395851222377e-53,5.885793334246965e-51,15.321371
HECA,15.303105,1.7839428,7.289364542963776e-53,7.752080726995389e-51,15.303105
SOS1,15.293592,2.2193887,8.436528527427965e-53,8.923567039173535e-51,15.293592
NCOA1,15.28758,2.0982563,9.252502923951495e-53,9.734031033111982e-51,15.28758
UBE2K,15.263759,1.537192,1.3334131933741164e-52,1.3953063833125515e-50,15.263759
RFX7,15.263226,2.5523272,1.3443466428168765e-52,1.3992646333319489e-50,15.263226
U2AF1,15.251581,3.0606463,1.6069315576799417e-52,1.6637268106180475e-50,15.251581
ARPC1A,15.250669,3.7411606,1.6295670776141377e-52,1.6782825565659709e-50,15.250669
SLCO3A1,15.195567,2.2497976,3.7837421504335485e-52,3.8562638749835247e-50,15.195567
DPYD,15.1645155,1.6070262,6.0745245766373294e-52,6.158875487856956e-50,15.1645155
DLG1,15.156905,2.0163233,6.820850994360832e-52,6.844636526033476e-50,15.156905
ZNF148,15.125702,1.7197901,1.0962620589733673e-51,1.0944722433668803e-49,15.125702
MZT2B,15.079201,1.4020962,2.219403855491586e-51,2.182376615289415e-49,15.079201
RNF38,15.039929,2.0742755,4.0197791763336146e-51,3.9329519461248085e-49,15.039929
SPPL3,15.038788,2.6157534,4.08969790173994e-51,3.981453161256076e-49,15.038788
CEP85L,15.034373,1.7401496,4.37163122155515e-51,4.234855432841147e-49,15.034373
VPS54,15.019609,2.9841402,5.462893250225242e-51,5.265906163566873e-49,15.019609
RAD51B,15.001267,2.503663,7.203061581541659e-51,6.909289658216039e-49,15.001267
CAB39,14.925389,1.8367896,2.2531678699052072e-50,2.1507311647953705e-48,14.925389
NSMCE2,14.922802,1.8737576,2.342284911732108e-50,2.224943259843393e-48,14.922802
SAMSN1,14.892359,1.7836434,3.6949841518788917e-50,3.4929202842495725e-48,14.892359
KANSL1,14.849587,1.7124275,6.999829072711103e-50,6.585223812250523e-48,14.849587
ASXL1,14.842662,1.6337346,7.761438623294988e-50,7.232182427649348e-48,14.842662
IFNAR2,14.841215,2.364832,7.930579018155311e-50,7.354766361481665e-48,14.841215
COMMD7,14.839998,2.4669394,8.07585566504938e-50,7.454167153475767e-48,14.839998
PUM2,14.837639,1.5664035,8.3649105138178e-50,7.684721546215339e-48,14.837639
MDFIC,14.832996,1.9426683,8.964108496820428e-50,8.196713788120661e-48,14.832996
ARFGEF1,14.826222,1.8322579,9.915798885203056e-50,9.024760585379227e-48,14.826222
LINC00513,14.821428,3.1589866,1.0649636856350898e-49,9.647782129864554e-48,14.821428
RASSF3,14.815872,1.9694971,1.1567811862845273e-49,1.0431287674292917e-47,14.815872
ANKRD17,14.810697,1.6814818,1.2493830219273236e-49,1.12146454004926e-47,14.810697
PTBP2,14.793117,2.527762,1.6226380316049773e-49,1.4498530138103286e-47,14.793117
CSGALNACT2,14.77348,1.9648409,2.171995919533452e-49,1.931891643337754e-47,14.77348
SMCHD1,14.772035,1.2903072,2.2191079109195125e-49,1.9648644163290959e-47,14.772035
FNBP1,14.725306,1.1930889,4.4346165096485984e-49,3.908854768504675e-47,14.725306
LDLRAD4,14.679109,2.034604,8.773599316417898e-49,7.698735041419975e-47,14.679109
PLEKHA7,14.673858,3.4981334,9.479892501380044e-49,8.281363235134139e-47,14.673858
ATP8A1,14.626519,2.3217862,1.9027561965742464e-48,1.6548059224251045e-46,14.626519
FBXL17,14.610156,2.0625198,2.4196206947068787e-48,2.0950060953108054e-46,14.610156
MED13,14.601557,1.9013498,2.7450656687374226e-48,2.366319163253475e-46,14.601557
C17orf49,14.552467,2.0402458,5.633368691319024e-48,4.834813971567134e-46,14.552467
RNGTT,14.508706,2.1056213,1.0671402514461489e-47,9.079043669694887e-46,14.508706
CCDC91,14.506576,1.5938703,1.1008068767342306e-47,9.324930287417932e-46,14.506576
PPP1R16B,14.492191,1.8572359,1.3574217633268852e-47,1.1449150458957109e-45,14.492191
TNRC6A,14.484505,1.7747735,1.518132688541797e-47,1.2749708347375916e-45,14.484505
MALT1,14.47971,1.6853397,1.6278278776684367e-47,1.3612536713767508e-45,14.47971
DENND4A,14.4490385,1.8519251,2.542079852948668e-47,2.116741215425512e-45,14.4490385
TAP2,14.423391,2.301895,3.6876920957705535e-47,3.057659276696533e-45,14.423391
AP3B1,14.419357,1.530215,3.90965270999651e-47,3.228020431612308e-45,14.419357
SLC27A4,14.419053,2.5344236,3.9269342864167367e-47,3.2286659712858276e-45,14.419053
UTY,14.364942,2.3855362,8.587938568300613e-47,7.03132978679943e-45,14.364942
USP34,14.363114,1.4289594,8.817349998742217e-47,7.189079365641154e-45,14.363114
CRTC3,14.3626585,1.7075441,8.875649479580282e-47,7.206585436366264e-45,14.3626585
SNX9,14.359462,2.2843604,9.294628924534543e-47,7.515590859309585e-45,14.359462
BCAS3,14.357787,2.020281,9.521890880213554e-47,7.667669166420528e-45,14.357787
FCHSD2,14.344773,2.5543716,1.1487530835589696e-46,9.212623089787671e-45,14.344773
STT3B,14.340663,1.5687504,1.218847651173973e-46,9.73486156660094e-45,14.340663
GLRX5,14.325974,2.1374333,1.5059990864736951e-46,1.1979426879722465e-44,14.325974
SCFD1,14.323387,1.7276763,1.5631488308536356e-46,1.2383682721515767e-44,14.323387
R3HCC1L,14.317527,2.4390817,1.7006802043023164e-46,1.3418915418462794e-44,14.317527
MAPK14,14.284345,2.3270211,2.7397481993205248e-46,2.1444557105721612e-44,14.284345
PRKCH,14.281377,1.1968551,2.8589817759022896e-46,2.2288667486396813e-44,14.281377
TBL1X,14.259306,2.7966437,3.9233905194426494e-46,3.046543876367213e-44,14.259306
COG5,14.241649,1.7219557,5.052078237124678e-46,3.907473001741332e-44,14.241649
USP47,14.238528,1.7970988,5.282772086637818e-46,4.069814338241292e-44,14.238528
SRSF9,14.2245245,1.4033633,6.454114989474995e-46,4.952710671139087e-44,14.2245245
ZNF407,14.223231,2.3600657,6.574581888991194e-46,5.025446031397644e-44,14.223231
PTPRA,14.212195,1.5524817,7.69736707466801e-46,5.860781280821153e-44,14.212195
THADA,14.181068,2.0653498,1.2000591386999018e-45,9.101843886077394e-44,14.181068
BACH2,14.179774,2.0838015,1.2223899997571875e-45,9.23541602905353e-44,14.179774
ASCC3,14.177339,1.8040692,1.2655522749344358e-45,9.524741121506555e-44,14.177339
CAMK2D,14.175817,1.8864013,1.2932953763017108e-45,9.6962467139739e-44,14.175817
ZNF644,14.171174,1.5267655,1.3817050038700691e-45,1.0280305519288788e-43,14.171174
CNPY2,14.16912,1.9372791,1.4227330743549945e-45,1.054546999961308e-43,14.16912
SYTL3,14.134415,2.2225268,2.3306303321963513e-45,1.7145027947525638e-43,14.134415
SCLT1,14.118737,2.207063,2.91163037804192e-45,2.133887012641359e-43,14.118737
PREX1,14.114932,1.4940145,3.0731381016279674e-45,2.2438494915170176e-43,14.114932
PDE7A,14.114171,1.823895,3.10649381470615e-45,2.259772154876206e-43,14.114171
ZFP91,14.104429,2.4899266,3.566646852841196e-45,2.5848942820887602e-43,14.104429
TXNL4A,14.090349,1.5198174,4.354029616777592e-45,3.1438985808525433e-43,14.090349
CEMIP2,14.064701,1.7691149,6.258649000793997e-45,4.49571516324015e-43,14.064701
CTSD,14.051687,2.1933446,7.522038311078934e-45,5.371943272671261e-43,14.051687
ITK,14.025582,1.3736612,1.0871557435544695e-44,7.735804941772312e-43,14.025582
SYNE2,14.025202,1.2604884,1.0930028900448431e-44,7.749232084201989e-43,14.025202
SRPK2,14.009981,1.3219826,1.3544152134615926e-44,9.567941118056479e-43,14.009981
ATP9B,13.997499,1.9547796,1.6145226130873862e-44,1.1364380752839559e-42,13.997499
SLMAP,13.975201,1.6624403,2.2089163721786365e-44,1.543716984671127e-42,13.975201
OSBPL8,13.924057,1.312897,4.524761997846794e-44,3.1286410874157614e-42,13.924057
GOLGA4,13.879915,1.4022505,8.384343154176134e-44,5.736532407025126e-42,13.879915
CRYBG1,13.877252,1.6692314,8.701755491361345e-44,5.932959981009017e-42,13.877252
TANK,13.860584,1.5580744,1.0977766266415233e-43,7.458782302125462e-42,13.860584
S100A9,13.8433075,2.5887926,1.3963056416011454e-43,9.454293700640559e-42,13.8433075
ASH1L,13.816366,1.4354014,2.0306526869644742e-43,1.365491813694874e-41,13.816366
ARL4C,13.808831,1.2003387,2.2545913501470047e-43,1.5108850527286501e-41,13.808831
PBRM1,13.8071575,1.5441381,2.307600087525126e-43,1.5411303246652445e-41,13.8071575
TRIP12,13.779911,1.4576005,3.366869121745899e-43,2.2409147950450255e-41,13.779911
SMARCC1,13.759971,1.3560437,4.43704044017657e-43,2.933243490992403e-41,13.759971
PPM1B,13.744521,1.5630381,5.493503890384522e-43,3.607277990840414e-41,13.744521
FBXO33,13.7242775,2.0026054,7.265002048267506e-43,4.754567226772526e-41,13.7242775
CERS6,13.669252,3.029026,1.549795777702709e-42,1.007521720202213e-40,13.669252
UBE3C,13.637059,2.0097144,2.410882597671136e-42,1.5621241944115493e-40,13.637059
RBM27,13.6238165,2.5512362,2.890575591519059e-42,1.8667585206219456e-40,13.6238165
TENT2,13.611259,1.5675735,3.432782795105122e-42,2.20962808337556e-40,13.611259
LARP4B,13.5926895,1.8472624,4.4251776847454254e-42,2.839077932298311e-40,13.5926895
TXNRD1,13.5776205,1.5995711,5.436436083915567e-42,3.4651524850182345e-40,13.5776205
PRKCQ,13.535152,1.3209618,9.698077604786492e-42,6.141488109076443e-40,13.535152
STAG2,13.4537945,1.3355949,2.92468804787452e-41,1.8402024347526886e-39,13.4537945
TRAC,13.442836,1.4055314,3.3918601714244464e-41,2.1273051228985118e-39,13.442836
DIP2B,13.439031,1.802785,3.570857081699133e-41,2.225303546964606e-39,13.439031
PKN2,13.433551,1.7939327,3.845237777050533e-41,2.3886861213118994e-39,13.433551
TNIK,13.412088,1.3197829,5.137147250694856e-41,3.181129664607498e-39,13.412088
JARID2,13.400368,1.8008426,6.016399423971393e-41,3.7138455497877674e-39,13.400368
MAN2A1,13.398922,1.630924,6.134765865277851e-41,3.775003095967201e-39,13.398922
ARID4B,13.32,1.1051928,1.7710820166828127e-40,1.08301665320154e-38,13.32
WWOX,13.306757,2.0847063,2.114624280827496e-40,1.2890644214091104e-38,13.306757
SLC4A7,13.3021145,1.5076597,2.250130064072933e-40,1.367408232726061e-38,13.3021145
KDM6A,13.28598,1.6600688,2.791787435948016e-40,1.6861017452663822e-38,13.28598
AGTPBP1,13.285371,1.7544489,2.8145893643047892e-40,1.6946426055604958e-38,13.285371
ITCH,13.267181,1.735222,3.5882312770002604e-40,2.1538193137527943e-38,13.267181
TMEM131L,13.262919,1.5394533,3.798143054084259e-40,2.272827204095612e-38,13.262919
ARL6IP1,13.2626915,1.4596775,3.809726711689292e-40,2.272827204095612e-38,13.2626915
PTP4A2,13.25607,1.0612503,4.161373244541405e-40,2.475068439184991e-38,13.25607
KMT2C,13.234989,1.3653852,5.510495510435952e-40,3.267556852976082e-38,13.234989
XPO6,13.227758,1.7491515,6.066969644463083e-40,3.5866604834698976e-38,13.227758
CTDNEP1,13.204546,1.4493098,8.25959527694698e-40,4.868185553593328e-38,13.204546
SHLD2,13.199752,2.1516945,8.802494471022436e-40,5.172588943212223e-38,13.199752
FUT8,13.186509,1.8175303,1.0493311010169673e-39,6.147697899610783e-38,13.186509
QKI,13.178289,2.085556,1.1701385390459013e-39,6.835006248373193e-38,13.178289
GSPT1,13.170146,1.3977438,1.3034520391745991e-39,7.591056399573976e-38,13.170146
TRAF3,13.169613,1.7530632,1.3126819680139787e-39,7.622124851660989e-38,13.169613
STIM1,13.169004,1.3931779,1.3233100584710906e-39,7.661103912474054e-38,13.169004
TAB2,13.167863,1.5499135,1.3434688724812382e-39,7.754866931183737e-38,13.167863
RNF19A,13.166417,1.5114802,1.3694422652105721e-39,7.881543013423669e-38,13.166417
NEK7,13.154088,1.694499,1.6121776985254536e-39,9.251346980863951e-38,13.154088
KAT6A,13.1504345,1.3725595,1.6919930620560697e-39,9.680970829916132e-38,13.1504345
CAMK1D,13.135289,2.0846777,2.0669986165266242e-39,1.1792136713758886e-37,13.135289
SRM,13.132702,2.287846,2.138871151525388e-39,1.2166694968909532e-37,13.132702
EEF1E1,13.126918,2.0149806,2.3086380514399703e-39,1.3094327359587635e-37,13.126918
R3HDM2,13.11809,1.8550282,2.5939270665929448e-39,1.466993203441929e-37,13.11809
CARD11,13.092442,1.5680971,3.6372579910628744e-39,2.051120010637416e-37,13.092442
TAOK3,13.034753,1.16028,7.761826211398005e-39,4.339526151561033e-37,13.034753
TNKS,13.029349,2.094102,8.331528910360029e-39,4.63619444650145e-37,13.029349
PPP2R5C,13.029273,1.0346668,8.33984283099198e-39,4.63619444650145e-37,13.029273
RNF111,13.015118,1.7281507,1.0038809836842274e-38,5.549136465743775e-37,13.015118
PCLAF,12.997004,2.1754334,1.2723089351390824e-38,7.013110209239877e-37,12.997004
RASA1,12.996548,1.8153588,1.2799267768501557e-38,7.022559555736172e-37,12.996548
ARID2,12.996471,1.5944148,1.2812008183758246e-38,7.022559555736172e-37,12.996471
