ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050864	regulation of B cell activation	6/350	130/18614	0.0363311632415214	0.403170093058825	0.377606469255261	MNDA/VAV3/BCL6/CD38/SHLD2/ATAD5	6
GO:0032438	melanosome organization	3/350	39/18614	0.0365924432605282	0.403535587483375	0.377948788940086	DTNBP1/ZEB2/BLOC1S1	3
GO:0001959	regulation of cytokine-mediated signaling pathway	7/350	165/18614	0.0367171488173849	0.403535587483375	0.377948788940086	CACTIN/IRAK3/GFI1/VRK2/TBK1/RIPK1/PARP9	7
GO:0061572	actin filament bundle organization	7/350	165/18614	0.0367171488173849	0.403535587483375	0.377948788940086	RDX/RHOC/PIK3R2/TGFBR1/SRF/NF2/ALMS1	7
GO:0038034	signal transduction in absence of ligand	4/350	67/18614	0.0373368972926468	0.407733187313649	0.381880233455801	CTNNA1/BCL2L11/EYA3/RIPK1	4
GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	4/350	67/18614	0.0373368972926468	0.407733187313649	0.381880233455801	CTNNA1/BCL2L11/EYA3/RIPK1	4
GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport	6/350	131/18614	0.037498908439126	0.408202403294486	0.382319698071089	YIPF6/GOSR1/SEC31B/PGAP1/TMED7/SEC24D	6
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	14/350	439/18614	0.0388877296674761	0.414093748925552	0.387837493813405	MTA1/ZNRF1/RYBP/FBXO45/GLMN/UBE3D/PBK/KLHL20/LTN1/SMURF1/ZNF598/KCTD2/ERCC8/FBXO38	14
GO:0000731	DNA synthesis involved in DNA repair	3/350	40/18614	0.03902529215966	0.414093748925552	0.387837493813405	POLE2/PCLAF/POLH	3
GO:0030866	cortical actin cytoskeleton organization	3/350	40/18614	0.03902529215966	0.414093748925552	0.387837493813405	ANLN/LLGL2/ECT2	3
GO:0048753	pigment granule organization	3/350	40/18614	0.03902529215966	0.414093748925552	0.387837493813405	DTNBP1/ZEB2/BLOC1S1	3
GO:0050850	positive regulation of calcium-mediated signaling	3/350	40/18614	0.03902529215966	0.414093748925552	0.387837493813405	STIMATE/PPP3CA/P2RX5	3
GO:0016445	somatic diversification of immunoglobulins	4/350	68/18614	0.0391047272800047	0.414093748925552	0.387837493813405	BCL6/POLQ/SHLD2/ATAD5	4
GO:0051123	RNA polymerase II preinitiation complex assembly	4/350	68/18614	0.0391047272800047	0.414093748925552	0.387837493813405	TAF4B/MED14/MED26/TAF3	4
GO:0006089	lactate metabolic process	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	TIGAR/SLC25A12	2
GO:0006677	glycosylceramide metabolic process	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	GALC/UGCG	2
GO:0006744	ubiquinone biosynthetic process	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	NDUFA9/COQ3	2
GO:0006895	Golgi to endosome transport	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	CORO7/KLHL20	2
GO:0010763	positive regulation of fibroblast migration	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	PRKCE/ARHGEF7	2
GO:0051382	kinetochore assembly	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	DLGAP5/KNTC1	2
GO:1901663	quinone biosynthetic process	2/350	17/18614	0.0398069284347597	0.414093748925552	0.387837493813405	NDUFA9/COQ3	2
GO:0046661	male sex differentiation	7/350	168/18614	0.0398515418913479	0.414093748925552	0.387837493813405	FANCA/ACVR2A/TGFBR1/BRIP1/CTNNA1/BCL2L11/ASPM	7
GO:0065004	protein-DNA complex assembly	9/350	242/18614	0.0400024686482002	0.414406238654618	0.388130169647508	TAF4B/CDC45/MED14/MED26/DLGAP5/HJURP/HIRA/KNTC1/TAF3	9
GO:0031349	positive regulation of defense response	14/350	441/18614	0.040141206996581	0.414590960214687	0.388303178651137	CACTIN/MNDA/IRAK3/TNIP3/WDFY1/POLR3B/GFI1/CEBPB/NOD1/PRKCE/TRIM62/TBK1/RIPK1/PARP9	14
GO:0007015	actin filament organization	14/350	442/18614	0.0407786329531443	0.419909706895891	0.393284681966313	DIAPH3/SNX9/RDX/RHOC/PIK3R2/CORO7/TGFBR1/OOEP/SRF/PRKCE/CIT/NF2/ARPC1B/ALMS1	14
GO:0051294	establishment of spindle orientation	3/350	41/18614	0.0415383430505191	0.426452030898892	0.399412179789265	LLGL2/NDC80/DYNLT1	3
GO:0007040	lysosome organization	5/350	101/18614	0.0419369094527328	0.426711164728251	0.399654882837069	NAGLU/ARSB/TFEB/VPS33A/ATP6V1A	5
GO:0010389	regulation of G2/M transition of mitotic cell cycle	5/350	101/18614	0.0419369094527328	0.426711164728251	0.399654882837069	CDC7/ORC1/FOXN3/MRE11/CDC25C	5
GO:0080171	lytic vacuole organization	5/350	101/18614	0.0419369094527328	0.426711164728251	0.399654882837069	NAGLU/ARSB/TFEB/VPS33A/ATP6V1A	5
GO:1902115	regulation of organelle assembly	8/350	207/18614	0.0424314100189328	0.430465399274913	0.403171074331248	PLK4/KIF15/RDX/CEP295/STIL/NF2/ULK1/ALMS1	8
GO:0006473	protein acetylation	8/350	208/18614	0.0434409775239867	0.433402990328441	0.405922402877031	DSCC1/CEP295/MORF4L2/LDB1/GLYR1/BLOC1S1/CTBP1/BRCA2	8
GO:0006892	post-Golgi vesicle-mediated transport	5/350	102/18614	0.0434487026662097	0.433402990328441	0.405922402877031	EXOC6/CORO7/KLHL20/ANK3/RAB10	5
GO:0030488	tRNA methylation	3/350	42/18614	0.044130909164562	0.433402990328441	0.405922402877031	METTL8/TRMT13/NSUN3	3
GO:0071354	cellular response to interleukin-6	3/350	42/18614	0.044130909164562	0.433402990328441	0.405922402877031	SBNO2/GFI1/RIPK1	3
GO:0006450	regulation of translational fidelity	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	GATC/DTD1	2
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	FOXM1/BRCA2	2
GO:0007096	regulation of exit from mitosis	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	ANLN/KNTC1	2
GO:0008356	asymmetric cell division	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	ASPM/RAB10	2
GO:0020027	hemoglobin metabolic process	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	FECH/LDB1	2
GO:0035455	response to interferon-alpha	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	KLHL20/IFNAR2	2
GO:0051782	negative regulation of cell division	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	ASPM/TEX14	2
GO:1901978	positive regulation of cell cycle checkpoint	2/350	18/18614	0.0442376922178344	0.433402990328441	0.405922402877031	GEN1/NDC80	2
GO:0048002	antigen processing and presentation of peptide antigen	4/350	71/18614	0.0446907508455671	0.43659425826054	0.408911323526241	CTSD/IFI30/TAP2/FCER1G	4
GO:0042100	B cell proliferation	5/350	103/18614	0.0449928771154043	0.437200587977758	0.409479207969222	MNDA/VAV3/BCL6/CD38/ATAD5	5
GO:0007498	mesoderm development	6/350	137/18614	0.0450078178933066	0.437200587977758	0.409479207969222	ACVR2A/PALB2/LDB1/SRF/NF2/PUS7	6
GO:0046474	glycerophospholipid biosynthetic process	8/350	210/18614	0.045507424929307	0.440804971984728	0.412855050429128	TTC7A/PIK3R2/IMPA2/LCLAT1/PGAP1/CHKA/PCYT1A/PIK3C2A	8
GO:0002764	immune response-regulating signaling pathway	14/350	450/18614	0.0461391872655976	0.443328419325589	0.415218494685384	CACTIN/MNDA/IGKC/VAV3/IRAK3/TNIP3/WDFY1/GFI1/NOD1/CD38/TRGC2/PRKCE/IGHA1/FCER1G	14
GO:0031331	positive regulation of cellular catabolic process	14/350	450/18614	0.0461391872655976	0.443328419325589	0.415218494685384	NOCT/ADAM9/ATG16L1/SNX9/TTC5/KHSRP/TFEB/BCL2L11/YTHDF1/NOD1/SMURF1/PIK3C2A/TBK1/ULK1	14
GO:0016050	vesicle organization	12/350	368/18614	0.0464142467040166	0.443328419325589	0.415218494685384	VAV3/GOSR1/DTNBP1/SEC31B/VPS33A/STX11/ZEB2/ATP6V1A/BLOC1S1/TGFBRAP1/SEC24D/KNL1	12
GO:0010569	regulation of double-strand break repair via homologous recombination	4/350	72/18614	0.0466468719549814	0.443328419325589	0.415218494685384	POLQ/MORF4L2/OOEP/SHLD2	4
GO:0045911	positive regulation of DNA recombination	4/350	72/18614	0.0466468719549814	0.443328419325589	0.415218494685384	MORF4L2/OOEP/SHLD2/ATAD5	4
GO:0019674	NAD metabolic process	3/350	43/18614	0.0468022419935442	0.443328419325589	0.415218494685384	CD38/QPRT/PARP9	3
GO:0031670	cellular response to nutrient	3/350	43/18614	0.0468022419935442	0.443328419325589	0.415218494685384	BRIP1/SRF/GDAP1	3
GO:0034142	toll-like receptor 4 signaling pathway	3/350	43/18614	0.0468022419935442	0.443328419325589	0.415218494685384	TNIP3/WDFY1/PRKCE	3
GO:0045017	glycerolipid biosynthetic process	9/350	250/18614	0.0474412984852187	0.444235552158549	0.41606810935695	TTC7A/PIK3R2/IMPA2/LCLAT1/PGAP1/ACSL1/CHKA/PCYT1A/PIK3C2A	9
GO:0010975	regulation of neuron projection development	14/350	452/18614	0.0475531091905257	0.444235552158549	0.41606810935695	ARSB/DTNBP1/KIF13B/GFI1/YTHDF1/SMURF1/CD38/SRF/METRN/ABL2/PPP3CA/MARK2/ULK1/FBXO38	14
GO:0044262	cellular carbohydrate metabolic process	10/350	290/18614	0.0483053945588076	0.444235552158549	0.41606810935695	TIGAR/SLC25A12/XYLB/AOAH/IMPA2/NDST2/STK40/B4GALT5/PRKCE/COQ3	10
GO:0000082	G1/S transition of mitotic cell cycle	9/350	251/18614	0.0484315111987053	0.444235552158549	0.41606810935695	CCNE1/CDC7/RDX/MNAT1/STIL/GFI1/MTBP/GTSE1/PPP3CA	9
GO:0007405	neuroblast proliferation	4/350	73/18614	0.0486499528874958	0.444235552158549	0.41606810935695	CTNNA1/ASPM/WDR62/RAB10	4
GO:0002097	tRNA wobble base modification	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	ALKBH1/NSUN3	2
GO:0002281	macrophage activation involved in immune response	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	SBNO2/PRKCE	2
GO:0006743	ubiquinone metabolic process	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	NDUFA9/COQ3	2
GO:0021692	cerebellar Purkinje cell layer morphogenesis	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	LDB1/TTC21B	2
GO:0042772	DNA damage response, signal transduction resulting in transcription	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	FOXM1/BRCA2	2
GO:0048490	anterograde synaptic vesicle transport	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	DTNBP1/BLOC1S1	2
GO:0099514	synaptic vesicle cytoskeletal transport	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	DTNBP1/BLOC1S1	2
GO:0099517	synaptic vesicle transport along microtubule	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	DTNBP1/BLOC1S1	2
GO:2000042	negative regulation of double-strand break repair via homologous recombination	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	POLQ/SHLD2	2
GO:2000641	regulation of early endosome to late endosome transport	2/350	19/18614	0.0488412957607971	0.444235552158549	0.41606810935695	RDX/NF2	2
GO:0006754	ATP biosynthetic process	5/350	106/18614	0.0498202991395143	0.451941285051308	0.423285248328204	SLC25A12/NDUFC2/NDUFA13/NDUFA9/ATP6V1A	5
GO:0060759	regulation of response to cytokine stimulus	7/350	177/18614	0.0502834733235704	0.454939393209823	0.426093256798259	CACTIN/IRAK3/GFI1/VRK2/TBK1/RIPK1/PARP9	7
GO:0045088	regulation of innate immune response	12/350	373/18614	0.0504436102566522	0.455187209394896	0.426325359814532	CACTIN/MNDA/IRAK3/TNIP3/WDFY1/POLR3B/GFI1/NOD1/PRKCE/TRIM62/TBK1/PARP9	12
GO:1903578	regulation of ATP metabolic process	4/350	74/18614	0.050699897953179	0.456299081578611	0.42736673202141	TIGAR/SLC25A12/NDUFC2/JMJD8	4
GO:0070741	response to interleukin-6	3/350	45/18614	0.0523779267999272	0.463042085171562	0.433682185034285	SBNO2/GFI1/RIPK1	3
GO:1902692	regulation of neuroblast proliferation	3/350	45/18614	0.0523779267999272	0.463042085171562	0.433682185034285	CTNNA1/ASPM/WDR62	3
GO:0008654	phospholipid biosynthetic process	9/350	255/18614	0.052528942959781	0.463042085171562	0.433682185034285	TTC7A/PIK3R2/IMPA2/LCLAT1/PGAP1/CHKA/PCYT1A/GGPS1/PIK3C2A	9
GO:0045669	positive regulation of osteoblast differentiation	4/350	75/18614	0.0527965871359531	0.463042085171562	0.433682185034285	ACVR2A/CEBPB/CEBPD/PPP3CA	4
GO:1902903	regulation of supramolecular fiber organization	12/350	376/18614	0.0529726471848041	0.463042085171562	0.433682185034285	SNX9/RDX/RHOC/PIK3R2/TGFBR1/SLAIN1/PRKCE/ANKRD23/CIT/ARHGEF7/NF2/ALMS1	12
GO:0009165	nucleotide biosynthetic process	10/350	295/18614	0.0530490584582798	0.463042085171562	0.433682185034285	SLC27A2/SLC25A12/ADCY3/NDUFC2/NDUFA13/NDUFA9/ACSL1/QPRT/ATP6V1A/PARP9	10
GO:1903509	liposaccharide metabolic process	5/350	108/18614	0.0532013964631725	0.463042085171562	0.433682185034285	GALC/AOAH/UGCG/PGAP1/B4GALT5	5
GO:0009152	purine ribonucleotide biosynthetic process	8/350	217/18614	0.0532436940059901	0.463042085171562	0.433682185034285	SLC27A2/SLC25A12/ADCY3/NDUFC2/NDUFA13/NDUFA9/ACSL1/ATP6V1A	8
GO:0002577	regulation of antigen processing and presentation	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	YTHDF1/NOD1	2
GO:0002643	regulation of tolerance induction	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	IRAK3/IL2RA	2
GO:0009110	vitamin biosynthetic process	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	GFI1/PSAT1	2
GO:0015810	aspartate transmembrane transport	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	SLC25A12/SLC1A4	2
GO:0030810	positive regulation of nucleotide biosynthetic process	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	SLC25A12/NDUFC2	2
GO:0046931	pore complex assembly	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	NUP205/AFDN	2
GO:1900373	positive regulation of purine nucleotide biosynthetic process	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	SLC25A12/NDUFC2	2
GO:2000269	regulation of fibroblast apoptotic process	2/350	20/18614	0.0536097135646282	0.463042085171562	0.433682185034285	BCL2L11/XRCC2	2
GO:0015986	proton motive force-driven ATP synthesis	4/350	76/18614	0.0549398766372641	0.471534458517107	0.441636086302802	NDUFC2/NDUFA13/NDUFA9/ATP6V1A	4
GO:0018107	peptidyl-threonine phosphorylation	5/350	109/18614	0.0549408475014643	0.471534458517107	0.441636086302802	TGFBR1/TTK/TBK1/MARK2/ULK1	5
GO:1901293	nucleoside phosphate biosynthetic process	10/350	297/18614	0.055030121803275	0.471534458517107	0.441636086302802	SLC27A2/SLC25A12/ADCY3/NDUFC2/NDUFA13/NDUFA9/ACSL1/QPRT/ATP6V1A/PARP9	10
GO:0045910	negative regulation of DNA recombination	3/350	46/18614	0.055280505197981	0.471534458517107	0.441636086302802	BCL6/POLQ/SHLD2	3
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	3/350	46/18614	0.055280505197981	0.471534458517107	0.441636086302802	CTNNA1/EYA3/RIPK1	3
GO:0002831	regulation of response to biotic stimulus	14/350	463/18614	0.0558729671217693	0.475405469629149	0.44526164996348	CACTIN/TIGAR/MNDA/IRAK3/TNIP3/WDFY1/POLR3B/GFI1/NOD1/PRKCE/TRIM62/TBK1/FBXO38/PARP9	14
GO:0035264	multicellular organism growth	6/350	145/18614	0.0563842606841437	0.477386740459084	0.447117295249701	PALB2/STIL/RMI1/STK40/WDR11/XRCC2	6
GO:0050671	positive regulation of lymphocyte proliferation	6/350	145/18614	0.0563842606841437	0.477386740459084	0.447117295249701	VAV3/BCL6/CD38/ATAD5/PPP3CA/IL2RA	6
GO:0051090	regulation of DNA-binding transcription factor activity	14/350	465/18614	0.0574863149008555	0.482492935740193	0.451899724315307	CACTIN/IL18R1/FANCA/STK3/IRAK3/ZC4H2/GFI1/NOD1/RNF220/SRF/TRIM62/RIPK1/PPP3CA/TAF3	14
GO:0061383	trabecula morphogenesis	3/350	47/18614	0.0582583097855206	0.482492935740193	0.451899724315307	TGFBR1/SBNO2/SRF	3
GO:1901976	regulation of cell cycle checkpoint	3/350	47/18614	0.0582583097855206	0.482492935740193	0.451899724315307	GEN1/NDC80/BRCA2	3
GO:0006367	transcription initiation at RNA polymerase II promoter	5/350	111/18614	0.0585175329271415	0.482492935740193	0.451899724315307	TAF4B/MED14/MED26/SRF/TAF3	5
GO:0007398	ectoderm development	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	SMURF1/NF2	2
GO:0034122	negative regulation of toll-like receptor signaling pathway	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	CACTIN/IRAK3	2
GO:0070886	positive regulation of calcineurin-NFAT signaling cascade	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	STIMATE/PPP3CA	2
GO:0090231	regulation of spindle checkpoint	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	GEN1/NDC80	2
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	GEN1/NDC80	2
GO:0106058	positive regulation of calcineurin-mediated signaling	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	STIMATE/PPP3CA	2
GO:1903504	regulation of mitotic spindle checkpoint	2/350	21/18614	0.0585351593082299	0.482492935740193	0.451899724315307	GEN1/NDC80	2
GO:0031668	cellular response to extracellular stimulus	9/350	261/18614	0.0590901047464931	0.485124224372635	0.454364172019128	SREBF2/MIOS/TTC5/TFEB/BRIP1/GCN1/SRF/GDAP1/ULK1	9
GO:0048608	reproductive structure development	10/350	301/18614	0.0591373361877403	0.485124224372635	0.454364172019128	FANCA/CRIP1/ACVR2A/TGFBR1/BRIP1/CTNNA1/BCL2L11/CEBPB/ASPM/BRCA2	10
GO:0002200	somatic diversification of immune receptors	4/350	78/18614	0.059365565798788	0.485692984747113	0.454896869261698	BCL6/POLQ/SHLD2/ATAD5	4
GO:0021543	pallium development	7/350	184/18614	0.059489954387223	0.485692984747113	0.454896869261698	ATG16L1/FBXO45/EZH1/ASPM/WDR62/SRF/NF2	7
GO:1903829	positive regulation of protein localization	14/350	468/18614	0.0599654602070337	0.488412263776528	0.457443728195174	ADAM9/PARD6A/SREBF2/RDX/PIK3R2/CEP295/ECT2/NDC80/ANK3/ZDHHC8/CD38/PRKCE/NF2/PARP9	14
GO:0002429	immune response-activating cell surface receptor signaling pathway	10/350	302/18614	0.0601945779129193	0.489116605837441	0.458103410357487	MNDA/IGKC/VAV3/TNIP3/WDFY1/CD38/TRGC2/PRKCE/IGHA1/FCER1G	10
GO:0032946	positive regulation of mononuclear cell proliferation	6/350	148/18614	0.0610579726928611	0.494139570434134	0.462807886109052	VAV3/BCL6/CD38/ATAD5/PPP3CA/IL2RA	6
GO:0030865	cortical cytoskeleton organization	3/350	48/18614	0.0613103353990567	0.494139570434134	0.462807886109052	ANLN/LLGL2/ECT2	3
GO:0048538	thymus development	3/350	48/18614	0.0613103353990567	0.494139570434134	0.462807886109052	TGFBR1/BCL2L11/SRF	3
GO:0071824	protein-DNA complex subunit organization	9/350	263/18614	0.0613891679804436	0.494139570434134	0.462807886109052	TAF4B/CDC45/MED14/MED26/DLGAP5/HJURP/HIRA/KNTC1/TAF3	9
GO:0034504	protein localization to nucleus	10/350	304/18614	0.0623458188366334	0.498489091442858	0.466881619005744	IPO4/STK3/PIK3R2/POLA2/CTNNA1/ECT2/PPP3CA/NF2/TAF3/PARP9	10
GO:0071216	cellular response to biotic stimulus	9/350	264/18614	0.0625598617697887	0.498489091442858	0.466881619005744	CACTIN/TIGAR/ADAM9/TNIP3/SBNO2/BCL2L11/GFI1/CEBPB/PRKCE	9
GO:0032970	regulation of actin filament-based process	12/350	387/18614	0.0629772064732485	0.498489091442858	0.466881619005744	SNX9/RDX/RHOC/PIK3R2/TGFBR1/ECT2/PRKCE/ANKRD23/CIT/ABL2/NF2/ALMS1	12
GO:0061458	reproductive system development	10/350	305/18614	0.0634398785534345	0.498489091442858	0.466881619005744	FANCA/CRIP1/ACVR2A/TGFBR1/BRIP1/CTNNA1/BCL2L11/CEBPB/ASPM/BRCA2	10
GO:0010988	regulation of low-density lipoprotein particle clearance	2/350	22/18614	0.0636100797337457	0.498489091442858	0.466881619005744	KHSRP/CNPY2	2
GO:0030220	platelet formation	2/350	22/18614	0.0636100797337457	0.498489091442858	0.466881619005744	VPS33A/SRF	2
GO:0032042	mitochondrial DNA metabolic process	2/350	22/18614	0.0636100797337457	0.498489091442858	0.466881619005744	DNA2/TOP3A	2
GO:0035024	negative regulation of Rho protein signal transduction	2/350	22/18614	0.0636100797337457	0.498489091442858	0.466881619005744	BCL6/ABL2	2
GO:2001044	regulation of integrin-mediated signaling pathway	2/350	22/18614	0.0636100797337457	0.498489091442858	0.466881619005744	CD63/CTNNA1	2
GO:0032200	telomere organization	7/350	187/18614	0.0637331352887137	0.498489091442858	0.466881619005744	DNA2/CCNE1/HDAC8/EZH1/SHLD2/MRE11/BRCA2	7
GO:0070227	lymphocyte apoptotic process	4/350	80/18614	0.0639753604663795	0.498489091442858	0.466881619005744	BCL6/BCL2L11/RIPK1/IL2RA	4
GO:0007528	neuromuscular junction development	3/350	49/18614	0.0644355350666876	0.498489091442858	0.466881619005744	ZC4H2/GPHN/ANK3	3
GO:0032968	positive regulation of transcription elongation by RNA polymerase II	3/350	49/18614	0.0644355350666876	0.498489091442858	0.466881619005744	ELL2/MED14/MED26	3
GO:0034198	cellular response to amino acid starvation	3/350	49/18614	0.0644355350666876	0.498489091442858	0.466881619005744	MIOS/TFEB/GCN1	3
GO:0061028	establishment of endothelial barrier	3/350	49/18614	0.0644355350666876	0.498489091442858	0.466881619005744	TJP2/RDX/AFDN	3
GO:0071825	protein-lipid complex subunit organization	3/350	49/18614	0.0644355350666876	0.498489091442858	0.466881619005744	SNX9/FECH/ZDHHC8	3
GO:0140895	cell surface toll-like receptor signaling pathway	3/350	49/18614	0.0644355350666876	0.498489091442858	0.466881619005744	TNIP3/WDFY1/PRKCE	3
GO:0046651	lymphocyte proliferation	10/350	306/18614	0.0645462690582179	0.498489091442858	0.466881619005744	MNDA/VAV3/BCL6/GLMN/CEBPB/CD38/ATAD5/TNFSF8/PPP3CA/IL2RA	10
GO:0070661	leukocyte proliferation	11/350	348/18614	0.065578203658273	0.504994239564966	0.472974298142074	MNDA/VAV3/BCL6/GLMN/CEBPB/CD38/ATAD5/TBK1/TNFSF8/PPP3CA/IL2RA	11
GO:0046777	protein autophosphorylation	8/350	227/18614	0.0656831236062919	0.504994239564966	0.472974298142074	MELK/IRAK3/TTK/VRK2/RIPK1/MRE11/MARK2/ULK1	8
GO:0120193	tight junction organization	4/350	81/18614	0.0663487010493073	0.507834142629631	0.475634132757135	TGFBR1/ECT2/SRF/AFDN	4
GO:1902117	positive regulation of organelle assembly	4/350	81/18614	0.0663487010493073	0.507834142629631	0.475634132757135	PLK4/CEP295/STIL/ULK1	4
GO:0002221	pattern recognition receptor signaling pathway	7/350	189/18614	0.0666616975708825	0.508638562092157	0.476387546758506	CACTIN/IRAK3/TNIP3/WDFY1/GFI1/NOD1/PRKCE	7
GO:0110053	regulation of actin filament organization	9/350	268/18614	0.0673844029594589	0.508638562092157	0.476387546758506	SNX9/RDX/RHOC/PIK3R2/TGFBR1/PRKCE/CIT/NF2/ALMS1	9
GO:0010862	positive regulation of pathway-restricted SMAD protein phosphorylation	3/350	50/18614	0.0676328229049327	0.508638562092157	0.476387546758506	ACVR2A/TGFBR1/TTK	3
GO:0046365	monosaccharide catabolic process	3/350	50/18614	0.0676328229049327	0.508638562092157	0.476387546758506	TIGAR/SLC25A12/XYLB	3
GO:0031667	response to nutrient levels	14/350	477/18614	0.0678344204927734	0.508638562092157	0.476387546758506	ARSB/SREBF2/MIOS/TTC5/TFEB/BRIP1/GCN1/RMI1/ACSL1/SRF/SLC27A4/GDAP1/SLC16A1/ULK1	14
GO:0001824	blastocyst development	5/350	116/18614	0.0680281140933994	0.508638562092157	0.476387546758506	TGFBR1/PALB2/SRF/NCAPG2/BRCA2	5
GO:0006476	protein deacetylation	5/350	116/18614	0.0680281140933994	0.508638562092157	0.476387546758506	MTA1/HDAC8/BCL6/MORF4L2/CTBP1	5
GO:0021533	cell differentiation in hindbrain	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	LDB1/TTC21B	2
GO:0031065	positive regulation of histone deacetylation	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	BCL6/CTBP1	2
GO:0035268	protein mannosylation	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	DPY19L1/DPY19L4	2
GO:0035493	SNARE complex assembly	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	VPS33A/TGFBRAP1	2
GO:0035561	regulation of chromatin binding	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	PPP3CA/PARP9	2
GO:0038095	Fc-epsilon receptor signaling pathway	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	VAV3/FCER1G	2
GO:0040019	positive regulation of embryonic development	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	B4GALT5/NR2C2	2
GO:1903861	positive regulation of dendrite extension	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	RNF157/SMURF1	2
GO:2001169	regulation of ATP biosynthetic process	2/350	23/18614	0.0688271486762207	0.508638562092157	0.476387546758506	SLC25A12/NDUFC2	2
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	5/350	117/18614	0.0700272862119071	0.516386344063894	0.483644068621799	SLC25A12/NDUFC2/NDUFA13/NDUFA9/ATP6V1A	5
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	3/350	51/18614	0.0709010769040097	0.516386344063894	0.483644068621799	CACTIN/TNIP3/RIPK1	3
GO:0044818	mitotic G2/M transition checkpoint	3/350	51/18614	0.0709010769040097	0.516386344063894	0.483644068621799	ORC1/FOXN3/MRE11	3
GO:0061082	myeloid leukocyte cytokine production	3/350	51/18614	0.0709010769040097	0.516386344063894	0.483644068621799	IRAK3/BCL6/NOD1	3
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	3/350	51/18614	0.0709010769040097	0.516386344063894	0.483644068621799	STK3/CTNNA1/RIPK1	3
GO:0046488	phosphatidylinositol metabolic process	6/350	154/18614	0.0710754959315982	0.516386344063894	0.483644068621799	TTC7A/PIK3R2/IMPA2/LCLAT1/PGAP1/PIK3C2A	6
GO:0009260	ribonucleotide biosynthetic process	8/350	231/18614	0.0711233016183122	0.516386344063894	0.483644068621799	SLC27A2/SLC25A12/ADCY3/NDUFC2/NDUFA13/NDUFA9/ACSL1/ATP6V1A	8
