ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0098883	synapse pruning	3/511	15/18614	0.0073163928061881	0.123741264695568	0.10566178127597	C1QA/C1QB/C1QC	3
GO:2000402	negative regulation of lymphocyte migration	3/511	15/18614	0.0073163928061881	0.123741264695568	0.10566178127597	PADI2/APOD/ADTRP	3
GO:0006885	regulation of pH	8/511	103/18614	0.00745535266590666	0.125155957192233	0.106869777084993	FASLG/SLC45A2/MAFG/BCL2/PDK4/SLC9A2/RAB20/SLC11A1	8
GO:0019058	viral life cycle	17/511	320/18614	0.00752638467179037	0.125155957192233	0.106869777084993	ANPEP/NECTIN2/GAS6/HSPA1A/SELPLG/SLC1A5/CHMP4A/BCL2/EFNB2/CH25H/CXCL8/APOBEC3B/FCN1/MRC1/LGALS1/HYAL2/APOBEC3H	17
GO:0042063	gliogenesis	17/511	320/18614	0.00752638467179037	0.125155957192233	0.106869777084993	GAP43/DLL1/DAB1/DAAM2/FGF2/LRP1/C1QA/CSF1R/VIM/ROR2/DUSP15/IL1B/ROR1/LRP8/ID2/MDK/C5AR1	17
GO:0007409	axonogenesis	21/511	427/18614	0.00756032598144117	0.125155957192233	0.106869777084993	SEMA6B/GAP43/DAB1/VEGFA/SEMA3G/BCL2/CSF1R/CYFIP1/MCF2/EFNB2/UNC5A/S100A6/LRRC4C/BMPR2/NEO1/GDF7/PLXND1/RTN4R/PLXNB2/DCC/MAP6	21
GO:0061098	positive regulation of protein tyrosine kinase activity	5/511	45/18614	0.00756158651486012	0.125155957192233	0.106869777084993	GAS6/TGFA/CSF1R/LRP8/LILRA5	5
GO:0045785	positive regulation of cell adhesion	23/511	482/18614	0.00757082685426802	0.125155957192233	0.106869777084993	CEACAM6/SMARCD3/NID1/CD274/TNFSF9/AIF1/VNN1/VEGFA/AFDN/HLA-G/VCAM1/GP6/TESK1/NLRP3/EFNB2/CCL25/IL1B/PLAUR/DOCK5/ARL2/NOD2/LGALS1/MDK	23
GO:0031623	receptor internalization	9/511	125/18614	0.00760208314955826	0.125155957192233	0.106869777084993	CD63/ADM/VEGFA/LRP1/HTR2B/FCER1G/EFNB2/CXCL8/SNAP25	9
GO:0002052	positive regulation of neuroblast proliferation	4/511	29/18614	0.00773490278250899	0.125155957192233	0.106869777084993	SMARCD3/FGF2/VEGFA/ASPM	4
GO:0010575	positive regulation of vascular endothelial growth factor production	4/511	29/18614	0.00773490278250899	0.125155957192233	0.106869777084993	ADORA2B/IL1B/SULF2/C5AR1	4
GO:0099623	regulation of cardiac muscle cell membrane repolarization	4/511	29/18614	0.00773490278250899	0.125155957192233	0.106869777084993	KCNE1/KCNE3/KCNE5/KCNH2	4
GO:0099625	ventricular cardiac muscle cell membrane repolarization	4/511	29/18614	0.00773490278250899	0.125155957192233	0.106869777084993	KCNE1/KCNE3/KCNE5/KCNH2	4
GO:0022409	positive regulation of cell-cell adhesion	17/511	321/18614	0.00775247416320647	0.125155957192233	0.106869777084993	CEACAM6/SMARCD3/CD274/TNFSF9/AIF1/VNN1/AFDN/HLA-G/VCAM1/GP6/NLRP3/EFNB2/IL1B/PLAUR/NOD2/LGALS1/MDK	17
GO:0090132	epithelium migration	19/511	374/18614	0.00776443452234011	0.125155957192233	0.106869777084993	FAT2/VASH1/DAAM2/FGF2/VEGFA/ENPP2/SPRED1/BMPER/TESK1/EFNB2/PKN3/ADTRP/BMPR2/PLXND1/DOCK5/ANXA3/RAB13/MMP9/PPARG	19
GO:0032615	interleukin-12 production	6/511	64/18614	0.00811982566298667	0.129946313925575	0.11096022845251	MEFV/MAPK11/HLA-G/NOD2/MDK/LILRA5	6
GO:0032655	regulation of interleukin-12 production	6/511	64/18614	0.00811982566298667	0.129946313925575	0.11096022845251	MEFV/MAPK11/HLA-G/NOD2/MDK/LILRA5	6
GO:0042088	T-helper 1 type immune response	5/511	46/18614	0.00829674243194792	0.132303410566598	0.11297293642299	IL18R1/TBX21/SLC11A1/IL1B/BCL3	5
GO:0050863	regulation of T cell activation	19/511	377/18614	0.00841747029339754	0.133549155428644	0.114036669054647	SMARCD3/CD274/TNFSF9/AIF1/VNN1/LGALS9C/HLA-G/VSIG4/VCAM1/NLRP3/PRDM1/TBX21/EFNB2/TOX/LRRC32/IL1B/NOD2/LGALS1/MDK	19
GO:0050768	negative regulation of neurogenesis	10/511	150/18614	0.00852618549029424	0.133549155428644	0.114036669054647	SEMA6B/BMPR1A/DAB1/DAAM2/SEMA3G/MCF2/YWHAH/IL1B/RTN4R/DCC	10
GO:1903037	regulation of leukocyte cell-cell adhesion	19/511	378/18614	0.00864475190038151	0.133549155428644	0.114036669054647	SMARCD3/CD274/TNFSF9/AIF1/VNN1/LGALS9C/HLA-G/VSIG4/VCAM1/NLRP3/TBX21/EFNB2/CCL25/LRRC32/IL1B/ADTRP/NOD2/LGALS1/MDK	19
GO:0050673	epithelial cell proliferation	23/511	488/18614	0.00871264284432565	0.133549155428644	0.114036669054647	BMPR1A/VASH1/BMP6/FGF2/VEGFA/TGFA/BMPER/DACH1/HTR2B/EFNB2/RASGRF1/RAP1GAP/BMPR2/PTPRN/SULF2/HTRA1/ALDH1A2/NOD2/ID2/MDK/PPARG/ERN1/C5AR1	23
GO:0002825	regulation of T-helper 1 type immune response	4/511	30/18614	0.00873494492201349	0.133549155428644	0.114036669054647	IL18R1/TBX21/SLC11A1/IL1B	4
GO:1901798	positive regulation of signal transduction by p53 class mediator	4/511	30/18614	0.00873494492201349	0.133549155428644	0.114036669054647	SPRED2/PYHIN1/SPRED1/HIC1	4
GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus	4/511	30/18614	0.00873494492201349	0.133549155428644	0.114036669054647	CD63/DLL1/VEGFA/SPRY2	4
GO:0048857	neural nucleus development	6/511	65/18614	0.00874376000483374	0.133549155428644	0.114036669054647	FGF2/BCL2/PADI2/YWHAH/KCNE1/CASP5	6
GO:0002027	regulation of heart rate	8/511	106/18614	0.00881152954727708	0.133549155428644	0.114036669054647	ADM/DMD/DSC2/EPAS1/KCNE1/KCNE3/KCNE5/KCNH2	8
GO:0030214	hyaluronan catabolic process	3/511	16/18614	0.00882351642809629	0.133549155428644	0.114036669054647	FGF2/CEMIP2/HYAL2	3
GO:0030852	regulation of granulocyte differentiation	3/511	16/18614	0.00882351642809629	0.133549155428644	0.114036669054647	TRIB1/TESC/C1QC	3
GO:0038065	collagen-activated signaling pathway	3/511	16/18614	0.00882351642809629	0.133549155428644	0.114036669054647	COL4A2/UBASH3B/GP6	3
GO:0045651	positive regulation of macrophage differentiation	3/511	16/18614	0.00882351642809629	0.133549155428644	0.114036669054647	TRIB1/ROR2/ID2	3
GO:0048532	anatomical structure arrangement	3/511	16/18614	0.00882351642809629	0.133549155428644	0.114036669054647	DLL1/BMPR1A/DAB1	3
GO:0060841	venous blood vessel development	3/511	16/18614	0.00882351642809629	0.133549155428644	0.114036669054647	VEGFA/EFNB2/BMPR2	3
GO:0006979	response to oxidative stress	21/511	434/18614	0.00900097487081685	0.13577484053445	0.115937165654689	PDGFD/ACOX2/DHCR24/AIF1/VNN1/FZD1/HSPA1A/SDC1/ETFDH/BCL2/MGST1/NME8/PJVK/EPAS1/APOD/PTPRN/HYAL2/SRXN1/MMP9/HP/ERN1	21
GO:0031346	positive regulation of cell projection organization	18/511	353/18614	0.0090793119880299	0.135977693204435	0.116110380099361	ZNF804A/FZD1/ITPKA/VEGFA/MYO3B/ENPP2/NDRG4/CYFIP1/TOX/ROR2/ROR1/BMPR2/CNR1/LRP8/PLXND1/PLXNB2/MDK/MAP6	18
GO:0001774	microglial cell activation	5/511	47/18614	0.00907997134090579	0.135977693204435	0.116110380099361	AIF1/TYROBP/C1QA/CST7/C5AR1	5
GO:0046631	alpha-beta T cell activation	11/511	175/18614	0.00910578505445154	0.135977693204435	0.116110380099361	CD274/IL18R1/LGALS9C/BCL2/NLRP3/PRDM1/TBX21/TOX/BCL3/TRAC/MYB	11
GO:0033002	muscle cell proliferation	14/511	249/18614	0.00914853901988262	0.13616075574592	0.116266695894789	PDGFD/AIF1/BMPR1A/FGF2/MAPK11/NDRG4/TRIB1/FOXC1/APOD/BMPR2/ID2/MMP9/PPARG/ERN1	14
GO:0007059	chromosome segregation	21/511	435/18614	0.00922381453895393	0.136409695743421	0.116479263978941	SMARCD3/HSPA1A/UBE2C/EME1/CHMP4A/SYCE3/AURKA/ZWINT/BIRC5/NCAPH/TPX2/ASPM/HJURP/NCAPG/CDC20/KLHDC8B/SKA3/CDC6/KIFC1/CCNE1/CDCA2	21
GO:1901214	regulation of neuron death	17/511	327/18614	0.00922636687895032	0.136409695743421	0.116479263978941	FASLG/GABRB2/VSTM2L/DHCR24/CRLF1/FZD1/TYROBP/DDIT4/CHMP4A/BCL2/C1QA/EFNB2/PCDHGC3/PLXND1/KIR3DL2/DCC/MDK	17
GO:0002821	positive regulation of adaptive immune response	9/511	129/18614	0.00926364783416263	0.136508869899459	0.116563948081768	NECTIN2/CD274/IL18R1/HLA-G/NLRP3/TBX21/SLC11A1/IL1B/NOD2	9
GO:0002831	regulation of response to biotic stimulus	22/511	463/18614	0.00930447254067319	0.136659440441138	0.116692519190853	NECTIN2/CD274/MEFV/BMP6/TYROBP/HSPA1A/PYHIN1/KIR2DL4/HLA-G/VSIG4/CLNK/NLRP3/TRIB1/SH2D1B/IL1B/LRP8/FCN1/HTRA1/NOD2/GFI1/RBM47/PPARG	22
GO:0050771	negative regulation of axonogenesis	6/511	66/18614	0.00940128658504359	0.13762867082695	0.117520138088103	SEMA6B/DAB1/SEMA3G/MCF2/RTN4R/DCC	6
GO:0019221	cytokine-mediated signaling pathway	23/511	492/18614	0.00954905035870391	0.139334999515075	0.118977159956056	GREM2/CRLF1/GAS6/IL18R1/HSPA1A/FLT3/CSF1R/PELI3/FCER1G/PADI2/FOXC1/CCL25/TNFRSF1A/CXCL8/IL1B/ACSL1/CXCL2/XCR1/LRP8/GFI1/RBM47/PPARG/LILRA5	23
GO:0000082	G1/S transition of mitotic cell cycle	14/511	251/18614	0.00977229173561594	0.141349036768959	0.12069693196845	SMARCD3/AIF1/KLF11/WEE1/CDKN3/BCL2/GSPT1/LATS2/CDC6/ID2/CCNE1/RRM2/GFI1/ESRRB	14
GO:0035335	peptidyl-tyrosine dephosphorylation	4/511	31/18614	0.00981578876353923	0.141349036768959	0.12069693196845	UBASH3B/DUSP5/PTPN12/PTPRQ	4
GO:0086011	membrane repolarization during action potential	4/511	31/18614	0.00981578876353923	0.141349036768959	0.12069693196845	KCNE1/KCNE3/KCNE5/KCNH2	4
GO:0006953	acute-phase response	5/511	48/18614	0.00991272810022285	0.141349036768959	0.12069693196845	SERPINA1/IL1B/CNR1/ORM1/HP	5
GO:0030865	cortical cytoskeleton organization	5/511	48/18614	0.00991272810022285	0.141349036768959	0.12069693196845	CAVIN3/FMNL2/EPB41L1/TRPV4/RAB13	5
GO:0036230	granulocyte activation	5/511	48/18614	0.00991272810022285	0.141349036768959	0.12069693196845	TYROBP/FCER1G/CXCL8/PRAM1/ANXA3	5
GO:0060976	coronary vasculature development	5/511	48/18614	0.00991272810022285	0.141349036768959	0.12069693196845	FGF2/VEGFA/SPRED1/PRDM1/PLXND1	5
GO:0002088	lens development in camera-type eye	7/511	87/18614	0.00997199251561527	0.141349036768959	0.12069693196845	SPRED2/FGF2/SPRED1/SPRY2/BFSP2/VIM/BCAR3	7
GO:0048678	response to axon injury	7/511	87/18614	0.00997199251561527	0.141349036768959	0.12069693196845	GAP43/AIF1/TYROBP/FGF2/BCL2/APOD/RTN4R	7
GO:0051983	regulation of chromosome segregation	9/511	131/18614	0.0101908464196227	0.14399407994815	0.122955515429292	SMARCD3/UBE2C/ZWINT/BIRC5/NCAPH/NCAPG/CDC20/CDC6/CDCA2	9
GO:1902106	negative regulation of leukocyte differentiation	8/511	109/18614	0.0103440874646964	0.145582513853057	0.124311867784705	LRRC17/UBASH3B/HLA-G/TRIB1/TBX21/ID2/MDK/C1QC	8
GO:0010566	regulation of ketone biosynthetic process	3/511	17/18614	0.0104988957358756	0.145582513853057	0.124311867784705	DKKL1/ADM/BMP6	3
GO:0043129	surfactant homeostasis	3/511	17/18614	0.0104988957358756	0.145582513853057	0.124311867784705	RCN3/VEGFA/EPAS1	3
GO:0046827	positive regulation of protein export from nucleus	3/511	17/18614	0.0104988957358756	0.145582513853057	0.124311867784705	GAS6/RAPGEF3/IL1B	3
GO:1901550	regulation of endothelial cell development	3/511	17/18614	0.0104988957358756	0.145582513853057	0.124311867784705	VEGFA/TNFRSF1A/IL1B	3
GO:1903140	regulation of establishment of endothelial barrier	3/511	17/18614	0.0104988957358756	0.145582513853057	0.124311867784705	VEGFA/TNFRSF1A/IL1B	3
GO:0008406	gonad development	13/511	228/18614	0.0105527090892392	0.145875684468894	0.124562204077641	SDC1/RXFP2/VEGFA/BCL2/VGF/FOXC1/KCNE1/ASPM/PTPRN/FSHR/BIK/RAB13/ADAM29	13
GO:0048285	organelle fission	23/511	497/18614	0.0106850277474836	0.14724891633492	0.12573479695057	HSPA1A/UBE2C/EME1/CHMP4A/SYCE3/TGFA/AURKA/ZWINT/TDRD9/BIRC5/PDXP/NCAPH/TPX2/IL1B/ASPM/NCAPG/CDC20/KLHDC8B/PKMYT1/KIFC1/CCNE1/CDCA2/PPARG	23
GO:0061028	establishment of endothelial barrier	5/511	49/18614	0.0107964306889197	0.148326347772389	0.126654807952282	VEGFA/AFDN/TNFRSF1A/RAPGEF3/IL1B	5
GO:0051962	positive regulation of nervous system development	15/511	280/18614	0.0108319578230628	0.148357949938574	0.126681792816059	SMARCD3/ITPKA/FGF2/VEGFA/CYFIP1/IL1B/BMPR2/ASPM/LRP8/PLXND1/ID2/PLXNB2/MDK/MAP6/LRRN1	15
GO:0002444	myeloid leukocyte mediated immunity	8/511	110/18614	0.010896359862987	0.148472492339976	0.126779599753732	TYROBP/FCGR3A/CLNK/PTGDS/ADORA2B/PRAM1/ANXA3/TREM1	8
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	12/511	204/18614	0.0109068258650643	0.148472492339976	0.126779599753732	FASLG/DHCR24/GAS6/VEGFA/NDUFA13/BBC3/NLRP3/BIRC5/PLAUR/NLRP12/MMP9/PPARG	12
GO:0033032	regulation of myeloid cell apoptotic process	4/511	32/18614	0.010979789139578	0.14901142403713	0.127239789677016	HCAR2/GAS6/BCL2/NOD2	4
GO:0007605	sensory perception of sound	10/511	156/18614	0.0110624997255328	0.149055834720508	0.127277711642053	CRYM/GABRB2/SLC1A3/MYO3B/SPRY2/BIRC5/PJVK/KCNE1/ROR1/CDH23	10
GO:0051961	negative regulation of nervous system development	10/511	156/18614	0.0110624997255328	0.149055834720508	0.127277711642053	SEMA6B/BMPR1A/DAB1/DAAM2/SEMA3G/MCF2/YWHAH/IL1B/RTN4R/DCC	10
GO:0007159	leukocyte cell-cell adhesion	20/511	415/18614	0.0110832110027343	0.149055834720508	0.127277711642053	SMARCD3/CD274/TNFSF9/AIF1/VNN1/LGALS9C/SELPLG/HLA-G/VSIG4/VCAM1/NLRP3/TBX21/EFNB2/CCL25/LRRC32/IL1B/ADTRP/NOD2/LGALS1/MDK	20
GO:0051282	regulation of sequestering of calcium ion	9/511	133/18614	0.011186219168828	0.149623512150699	0.12776244734127	FASLG/MCOLN2/UBASH3B/FGF2/HTR2B/DMD/SLC25A23/XCR1/NTSR1	9
GO:0055072	iron ion homeostasis	7/511	89/18614	0.0112259521994366	0.149623512150699	0.12776244734127	FRRS1/BMP6/SLC11A1/EPAS1/NEO1/HYAL2/ALAS2	7
GO:2000177	regulation of neural precursor cell proliferation	7/511	89/18614	0.0112259521994366	0.149623512150699	0.12776244734127	SMARCD3/FGF2/VEGFA/TOX/ASPM/ID2/MDK	7
GO:0006898	receptor-mediated endocytosis	14/511	256/18614	0.0114783512590706	0.15253225705878	0.130246203823163	STAB1/CD63/DLL1/ADM/SDC1/ASGR1/VEGFA/LRP1/HTR2B/FCER1G/EFNB2/CXCL8/MRC1/SNAP25	14
GO:0048771	tissue remodeling	11/511	181/18614	0.011539389725713	0.152583093056595	0.130289612318262	HOXA3/UBASH3B/PDK4/TIMP1/CSF1R/FOXC1/EPAS1/BMPR2/DOCK5/MDK/PPARG	11
GO:0002711	positive regulation of T cell mediated immunity	6/511	69/18614	0.0115846962029531	0.152583093056595	0.130289612318262	NECTIN2/IL18R1/HLA-G/NLRP3/TBX21/IL1B	6
GO:0032835	glomerulus development	6/511	69/18614	0.0115846962029531	0.152583093056595	0.130289612318262	PDGFD/NID1/BCL2/ACTA2/FOXC1/SULF2	6
GO:0002269	leukocyte activation involved in inflammatory response	5/511	50/18614	0.0117324578217138	0.154074776982212	0.131563350558041	AIF1/TYROBP/C1QA/CST7/C5AR1	5
GO:0043087	regulation of GTPase activity	18/511	364/18614	0.0121657728699791	0.15660216135012	0.133721466001092	AFDN/SPRY2/PRTN3/ARHGAP44/RGL1/TBC1D2B/ARHGAP24/CCL25/RAPGEF3/RASGRF1/TBC1D30/RAP1GAP/PLXND1/RTN4R/ARL2/TBC1D8/PLXNB2/BCAR3	18
GO:0071404	cellular response to low-density lipoprotein particle stimulus	4/511	33/18614	0.0122291587881827	0.15660216135012	0.133721466001092	FCER1G/ADTRP/LPL/PPARG	4
GO:1901380	negative regulation of potassium ion transmembrane transport	4/511	33/18614	0.0122291587881827	0.15660216135012	0.133721466001092	KCNE1/KCNE3/KCNE5/KCNH2	4
GO:0001946	lymphangiogenesis	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	VASH1/FOXC1/BMPR2	3
GO:0030730	sequestering of triglyceride	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	IL1B/LPL/PPARG	3
GO:0033033	negative regulation of myeloid cell apoptotic process	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	GAS6/BCL2/NOD2	3
GO:0043117	positive regulation of vascular permeability	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	BMP6/VEGFA/TRPV4	3
GO:0045064	T-helper 2 cell differentiation	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	NLRP3/BCL3/MYB	3
GO:0061952	midbody abscission	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	CHMP4A/KIF20A/CEP55	3
GO:0090594	inflammatory response to wounding	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	TIMP1/MDK/PPARG	3
GO:0099010	modification of postsynaptic structure	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	ITPKA/CYFIP1/ARHGAP44	3
GO:2000811	negative regulation of anoikis	3/511	18/18614	0.0123457918914316	0.15660216135012	0.133721466001092	CEACAM6/BCL2/PDK4	3
GO:0061025	membrane fusion	11/511	183/18614	0.0124520651338392	0.157398272857834	0.134401259925992	NECTIN2/GAS6/CHMP4A/SYT1/RAB20/CH25H/CPLX3/STX11/SNAP25/RAB13/HYAL2	11
GO:0051651	maintenance of location in cell	13/511	233/18614	0.0124790567954475	0.157398272857834	0.134401259925992	FASLG/MCOLN2/SRGN/UBASH3B/FGF2/HTR2B/DMD/SLC25A23/ASPM/XCR1/ARL2/PFN4/NTSR1	13
GO:0002285	lymphocyte activation involved in immune response	12/511	208/18614	0.0125764907581768	0.157910039791815	0.134838254052208	DLL1/IL18R1/FCGR3A/EXO1/NLRP3/TBX21/FCER1G/SLC11A1/BCL3/LGALS1/MYB/MDK	12
GO:2000117	negative regulation of cysteine-type endopeptidase activity	7/511	91/18614	0.0125903637549577	0.157910039791815	0.134838254052208	DHCR24/GAS6/VEGFA/BIRC5/PLAUR/CST7/MMP9	7
GO:0045778	positive regulation of ossification	5/511	51/18614	0.0127221467219225	0.158839532316598	0.135631941074018	BMPR1A/BMP6/BMPR2/RXRA/FAM20C	5
GO:0030099	myeloid cell differentiation	20/511	421/18614	0.0128019899271597	0.158839532316598	0.135631941074018	DLL1/LRRC17/UBASH3B/TYROBP/HSPA1A/VEGFA/CSF1R/PRTN3/TRIB1/TESC/ROR2/EPAS1/ID2/MYB/FAM20C/ALAS2/MMP9/PPARG/AHSP/C1QC	20
GO:0002237	response to molecule of bacterial origin	18/511	366/18614	0.0128070225847165	0.158839532316598	0.135631941074018	FASLG/CD274/ADM/BMP6/VCAM1/NLRP3/TRIB1/EFNB2/SLC11A1/VIM/CXCL8/IL1B/CXCL2/CNR1/MRC1/NOD2/GFI1/C5AR1	18
GO:0031667	response to nutrient levels	22/511	477/18614	0.012810820438343	0.158839532316598	0.135631941074018	BMP8A/CPT1A/ADM/GAS6/RRAGD/BCL2/PDK4/VGF/HTR4/VCAM1/WIPI1/DSC2/TRPV4/ACSL1/BMPR2/RXRA/CNR1/ALDH1A2/NOD2/SLC12A3/LPL/PPARG	22
GO:0048545	response to steroid hormone	17/511	339/18614	0.0128423451660228	0.158839532316598	0.135631941074018	ADM/AIF1/BMP6/HSPA1A/SDC1/FLT3/DDIT4/BCL2/PTGDS/PADI2/YWHAH/ADTRP/RXRA/ANXA3/SLC12A3/MDK/ESRRB	17
GO:0044403	biological process involved in symbiotic interaction	16/511	313/18614	0.0131336848419337	0.161994206682966	0.138325694962151	ANPEP/NECTIN2/GAS6/HSPA1A/SELPLG/SLC1A5/CHMP4A/CSF1R/EFNB2/CH25H/CXCL8/FCN1/MRC1/LGALS1/HYAL2/TREM1	16
GO:0003158	endothelium development	9/511	137/18614	0.013393152881156	0.163708213226581	0.139789272896016	DLL1/FZD1/BMP6/VEGFA/AFDN/TNFRSF1A/RAPGEF3/IL1B/BMPR2	9
GO:0051208	sequestering of calcium ion	9/511	137/18614	0.013393152881156	0.163708213226581	0.139789272896016	FASLG/MCOLN2/UBASH3B/FGF2/HTR2B/DMD/SLC25A23/XCR1/NTSR1	9
GO:0001933	negative regulation of protein phosphorylation	17/511	341/18614	0.0135406743850951	0.163708213226581	0.139789272896016	UBASH3B/SPRED2/DDIT4/LRP1/SPRED1/SPRY2/LATS2/TESK1/TRIB1/PBK/DMD/PTPRQ/IL1B/HYAL2/SAMSN1/NLRP12/PPARG	17
GO:0002021	response to dietary excess	4/511	34/18614	0.0135659661576338	0.163708213226581	0.139789272896016	BMP8A/VGF/TRPV4/SLC12A3	4
GO:0048841	regulation of axon extension involved in axon guidance	4/511	34/18614	0.0135659661576338	0.163708213226581	0.139789272896016	SEMA6B/VEGFA/SEMA3G/BMPR2	4
GO:0055094	response to lipoprotein particle	4/511	34/18614	0.0135659661576338	0.163708213226581	0.139789272896016	FCER1G/ADTRP/LPL/PPARG	4
GO:0060563	neuroepithelial cell differentiation	4/511	34/18614	0.0135659661576338	0.163708213226581	0.139789272896016	DLL1/FGF2/B9D1/FAM20C	4
GO:0090022	regulation of neutrophil chemotaxis	4/511	34/18614	0.0135659661576338	0.163708213226581	0.139789272896016	CXCL8/NOD2/MDK/C5AR1	4
GO:0010466	negative regulation of peptidase activity	13/511	236/18614	0.0137587323527945	0.164354871772419	0.140341450005234	DHCR24/GAS6/VEGFA/SPINK8/LRP1/TIMP1/SERPINA1/BIRC5/SPINK4/PLAUR/ITIH6/CST7/MMP9	13
GO:0002715	regulation of natural killer cell mediated immunity	5/511	52/18614	0.013766791051038	0.164354871772419	0.140341450005234	NECTIN2/KIR2DL4/HLA-G/CLNK/SH2D1B	5
GO:0032692	negative regulation of interleukin-1 production	5/511	52/18614	0.013766791051038	0.164354871772419	0.140341450005234	MEFV/GAS6/NLRP3/CD33/NLRP12	5
GO:0086009	membrane repolarization	5/511	52/18614	0.013766791051038	0.164354871772419	0.140341450005234	ATP1B3/KCNE1/KCNE3/KCNE5/KCNH2	5
GO:0022037	metencephalon development	8/511	115/18614	0.0139896132981157	0.165278457445901	0.141130093208947	DLL1/AIF1/DAB1/BCL2/FOXC1/KCNE1/B4GALT2/MDK	8
GO:0035710	CD4-positive, alpha-beta T cell activation	8/511	115/18614	0.0139896132981157	0.165278457445901	0.141130093208947	CD274/IL18R1/LGALS9C/NLRP3/TBX21/TOX/BCL3/MYB	8
GO:1903707	negative regulation of hemopoiesis	8/511	115/18614	0.0139896132981157	0.165278457445901	0.141130093208947	LRRC17/UBASH3B/HLA-G/TRIB1/TBX21/ID2/MDK/C1QC	8
GO:0030641	regulation of cellular pH	7/511	93/18614	0.0140702420999901	0.165278457445901	0.141130093208947	FASLG/SLC45A2/MAFG/BCL2/SLC9A2/RAB20/SLC11A1	7
GO:1903035	negative regulation of response to wounding	7/511	93/18614	0.0140702420999901	0.165278457445901	0.141130093208947	UBASH3B/FGF2/TSPAN8/ADTRP/PLAUR/RTN4R/MDK	7
GO:0043954	cellular component maintenance	6/511	72/18614	0.014103268149359	0.165278457445901	0.141130093208947	ZNF804A/ITPKA/BSN/CSF1R/PRTN3/PJVK	6
GO:0090307	mitotic spindle assembly	6/511	72/18614	0.014103268149359	0.165278457445901	0.141130093208947	HSPA1A/CHMP4A/BIRC5/TPX2/CDC20/KIFC1	6
GO:0016553	base conversion or substitution editing	3/511	19/18614	0.014366790486259	0.165756381191592	0.141538188878634	APOBEC3B/RBM47/APOBEC3H	3
GO:0032695	negative regulation of interleukin-12 production	3/511	19/18614	0.014366790486259	0.165756381191592	0.141538188878634	MEFV/NOD2/LILRA5	3
GO:0035338	long-chain fatty-acyl-CoA biosynthetic process	3/511	19/18614	0.014366790486259	0.165756381191592	0.141538188878634	HACD1/ELOVL2/ACSL1	3
GO:0045091	regulation of single stranded viral RNA replication via double stranded DNA intermediate	3/511	19/18614	0.014366790486259	0.165756381191592	0.141538188878634	CXCL8/APOBEC3B/APOBEC3H	3
GO:0060977	coronary vasculature morphogenesis	3/511	19/18614	0.014366790486259	0.165756381191592	0.141538188878634	FGF2/VEGFA/SPRED1	3
GO:1902307	positive regulation of sodium ion transmembrane transport	3/511	19/18614	0.014366790486259	0.165756381191592	0.141538188878634	ATP1B3/DMD/TESC	3
GO:0098739	import across plasma membrane	12/511	212/18614	0.0144354139112677	0.166118874004666	0.141847718900194	SLC39A12/ATP1B3/SLC1A3/SLC1A5/SLC9A2/TRPV4/ACSL1/CACNA1E/SLC12A3/NTSR1/KCNH2/KCNK9	12
GO:0001909	leukocyte mediated cytotoxicity	9/511	139/18614	0.0146105092551992	0.167271599549909	0.142832023002244	NECTIN2/KIR3DL1/TYROBP/PRF1/KIR2DL4/FCGR3A/HLA-G/SLAMF7/TREM1	9
GO:0034341	response to type II interferon	9/511	139/18614	0.0146105092551992	0.167271599549909	0.142832023002244	FASLG/AIF1/MEFV/RAB20/SLC11A1/CCL25/VIM/MRC1/PPARG	9
GO:0034440	lipid oxidation	8/511	116/18614	0.0146779027787588	0.1676133910669	0.143123876335077	ACOX2/CPT1A/ETFDH/PDK4/APOD/ACAA2/CNR1/ACOXL	8
GO:0040013	negative regulation of locomotion	20/511	427/18614	0.0147261989682834	0.16773591426884	0.143228498021274	SEMA6B/AIF1/BMPR1A/VASH1/FGF2/SEMA3G/AFDN/LRP1/SPRED1/BCL2/NDRG4/TIMP1/DACH1/TRIB1/PADI2/CCL25/APOD/ADTRP/HYAL2/PPARG	20
GO:0070169	positive regulation of biomineral tissue development	5/511	53/18614	0.0148676389934501	0.168153353378584	0.14358494629274	BMPR1A/BMP6/BMPR2/RXRA/FAM20C	5
GO:0099172	presynapse organization	5/511	53/18614	0.0148676389934501	0.168153353378584	0.14358494629274	LRFN3/FZD1/BSN/EFNB2/C5AR1	5
GO:0000038	very long-chain fatty acid metabolic process	4/511	35/18614	0.0149921338474755	0.168153353378584	0.14358494629274	ACOX2/HACD1/ELOVL2/ACSL1	4
GO:0051354	negative regulation of oxidoreductase activity	4/511	35/18614	0.0149921338474755	0.168153353378584	0.14358494629274	GZMA/CNR1/GFI1/HP	4
