"group","gene","scores","logfoldchanges","pvals","pvals_adj"
"SKPP","C6orf52",7.099442,1.6037314,1.25261551720605e-12,2.82647375930442e-12
"SKPP","SMARCD3",7.075134,1.6733267,1.49304612276185e-12,3.36124327314818e-12
"SKPP","LGALS9C",7.065018,4.2271314,1.60594909477763e-12,3.6104333509431e-12
"SKPP","SECTM1",7.038199,2.1403239,1.94740375914588e-12,4.36954440533958e-12
"SKPP","DGKI",7.026029,2.7807508,2.12494010114087e-12,4.76243590643966e-12
"SKPP","BIK",6.9670596,1.6129522,3.23633902166024e-12,7.22023509016619e-12
"SKPP","MMP9",6.9155293,1.6545038,4.66119632616376e-12,1.0364805648906e-11
"SKPP","LINC00309",6.899556,1.9046305,5.21652494948579e-12,1.15772893514277e-11
"SKPP","FSHR",6.857024,2.524796,7.03098403307692e-12,1.55653688832729e-11
"SKPP","PFKFB4",6.838306,1.9130903,8.01351960837812e-12,1.77204827321441e-11
"SKPP","KCNN3",6.8100576,1.7498907,9.7559597294471e-12,2.1537073554357e-11
"SKPP","OSCP1",6.7831492,1.6761969,1.17584144684744e-11,2.58933889623122e-11
"SKPP","RGL1",6.724636,1.504731,1.76031560836491e-11,3.85214223042771e-11
"SKPP","CRLF1",6.700545,1.6034415,2.07643661516085e-11,4.53276569449661e-11
"SKPP","DMKN",6.6334543,1.5398756,3.27920045683411e-11,7.12100705130727e-11
"SKPP","CCDC68",6.6307373,2.3550196,3.34014398595349e-11,7.25254521938947e-11
"SKPP","RSPH14",6.6156898,1.5958835,3.69823479018806e-11,8.02028797233736e-11
"SKPP","SSH3",6.5857944,1.6050603,4.52459038678792e-11,9.79935635735097e-11
"SKPP","IGSF3",6.572024,5.6888814,4.96359057846492e-11,1.07311391491992e-10
"SKPP","TPX2",6.569762,1.8905962,5.03956444459231e-11,1.08905794645812e-10
"SKPP","DUSP15",6.5475826,2.384323,5.84759282819848e-11,1.26228015953875e-10
"SKPP","CDC20",6.5425296,2.9923966,6.04869012641783e-11,1.30540165869355e-10
"SKPP","ZCCHC24",6.501724,1.9009302,7.9404813152942e-11,1.71028440701901e-10
"SKPP","GAS6",6.4922576,1.5855355,8.45595638403388e-11,1.8197091666422e-10
"SKPP","C1QA",6.4920073,2.2728148,8.47002041958101e-11,1.82253529327426e-10
"SKPP","NT5DC2",6.491861,2.3301911,8.47824596649392e-11,1.82410464070756e-10
"SKPP","KCNE3",6.48654,1.7942177,8.78302000126021e-11,1.88843133045445e-10
"SKPP","NLRP12",6.483738,1.5297171,8.94774747734306e-11,1.92321531894386e-10
"SKPP","GPRIN1",6.4816194,1.7890761,9.07434110259461e-11,1.94999677899815e-10
"SKPP","CACNA1E",6.481378,1.627278,9.08885538068203e-11,1.95290130766648e-10
"SKPP","KLK2",6.4418364,2.7017162,1.18036434741253e-10,2.5278942267887e-10
"SKPP","LDB3",6.4173994,1.5717709,1.38621838160554e-10,2.96356618499479e-10
"SKPP","VNN1",6.39164,2.3722384,1.64115878199529e-10,3.50247519315998e-10
"SKPP","CCDC183-AS1",6.387415,1.5934346,1.68713469338289e-10,3.59980936431321e-10
"SKPP","SNAP25-AS1",6.339528,1.74781,2.30470139769712e-10,4.89774076348146e-10
"SKPP","ASIP",6.319498,1.7086922,2.62414437131946e-10,5.56752217911518e-10
"SKPP","HIC1",6.3194194,1.8341862,2.6254747000715e-10,5.56974077742836e-10
"SKPP","PFN4",6.30371,1.7568911,2.90604080388353e-10,6.15626355422679e-10
"SKPP","VSIG4",6.2351427,2.4268446,4.51366870127379e-10,9.50327836739031e-10
"SKPP","LLPH-DT",6.228465,1.9946046,4.71026467107645e-10,9.9118678442439e-10
"SKPP","HDAC11-AS1",6.1274137,1.8948041,8.93189406544808e-10,1.86530739672026e-09
"SKPP","EXO1",6.1269445,1.878124,8.95827649690335e-10,1.87061737798959e-09
"SKPP","CD33",6.1236672,1.5098522,9.14458531964609e-10,1.90850304538006e-09
"SKPP","AURKA",6.1062784,1.5308828,1.01981121972855e-09,2.12565679033321e-09
"SKPP","KIR3DL1",6.0575743,1.5304412,1.38189522101022e-09,2.86632665727454e-09
"SKPP","SRMS",6.0514855,2.661457,1.4351627188316e-09,2.97460693592806e-09
"SKPP","LINC01122",6.049171,2.305291,1.45592967437455e-09,3.01701068179194e-09
"SKPP","FCRL4",5.995332,4.2466536,2.03070704544928e-09,4.1890022628454e-09
"SKPP","KIR2DL3",5.9928403,1.5944818,2.06207531770882e-09,4.25191673518717e-09
"SKPP","EVC",5.987336,2.314731,2.13305797376553e-09,4.39642705189003e-09
"SKPP","SLC22A1",5.952974,1.9379708,2.63313391799887e-09,5.41003407259575e-09
"SKPP","ARHGAP5-AS1",5.948102,1.5722352,2.71269558477882e-09,5.57233122012932e-09
"SKPP","LINC01932",5.933173,21.265675,2.9713486688619e-09,6.09405206501308e-09
"SKPP","KCNE1",5.915375,1.6925873,3.31119510123632e-09,6.78252546226236e-09
"SKPP","LRRIQ4",5.900278,2.4752245,3.62889103525963e-09,7.42395606669739e-09
"SKPP","CSF1R",5.8642774,1.5965468,4.51093052920859e-09,9.20244876934463e-09
"SKPP","SIGLEC7",5.85163,2.0958443,4.86777330213705e-09,9.92628053107731e-09
"SKPP","ESRRB",5.8495483,1.8319908,4.92909644521493e-09,1.00492351781585e-08
"SKPP","LINC01484",5.841028,2.2159424,5.18795737841239e-09,1.05626833816225e-08
"SKPP","TDRD9",5.825781,1.8200692,5.68461604093338e-09,1.15630526703726e-08
"SKPP","SEMA6B",5.811157,2.7155647,6.20424695956877e-09,1.2606926739859e-08
"SKPP","OAF",5.788208,1.7093201,7.1141240968366e-09,1.44293250120657e-08
"SKPP","KLF14",5.785909,2.982512,7.21211863386514e-09,1.46199873021313e-08
"SKPP","HAR1B",5.745224,1.5533648,9.17993531036555e-09,1.85418016260563e-08
"SKPP","CNGB3",5.7416835,1.8380778,9.37398083704863e-09,1.89278771044647e-08
"SKPP","IGKV1D-16",5.736522,2.1622517,9.66403500227227e-09,1.95034897818135e-08
"SKPP","THSD8",5.696465,2.6057947,1.22316911835188e-08,2.46219250158518e-08
"SKPP","CCDC195",5.6907315,21.026684,1.26496400188736e-08,2.54396871417594e-08
"SKPP","MYOF",5.690394,1.851417,1.26746673785592e-08,2.54874001915164e-08
"SKPP","SLC8A1-AS1",5.665122,1.8654517,1.46920130009773e-08,2.94713798465529e-08
"SKPP","SFTPB",5.663046,1.9323875,1.48709345115854e-08,2.98211156510251e-08
"SKPP","NECTIN2",5.642842,1.6749917,1.67265989972757e-08,3.34839988929607e-08
"SKPP","ACOXL",5.601112,1.6713942,2.12981274951191e-08,4.24920227186471e-08
"SKPP","HP",5.5974016,1.7467372,2.17588545614287e-08,4.34067964173756e-08
"SKPP","FASLG",5.571285,1.5102054,2.52867552284915e-08,5.03368490652209e-08
"SKPP","CEP55",5.5389957,1.7160594,3.042110078302e-08,6.03487530537444e-08
"SKPP","OR52N2",5.526966,4.730852,3.25815686405982e-08,6.45169130903892e-08
"SKPP","FAM20C",5.5219803,2.4620926,3.35199839241784e-08,6.63482748764235e-08
"SKPP","KLHDC8B",5.5185657,2.3373196,3.41777547543554e-08,6.76160453981626e-08
"SKPP","RIBC1",5.489068,1.5172443,4.04059545787716e-08,7.98005368588416e-08
"SKPP","LRRC17",5.476216,1.5300747,4.34517812776123e-08,8.57553662168752e-08
"SKPP","KIFC1",5.4673333,1.7702425,4.56856981118162e-08,9.01005584208849e-08
"SKPP","TNNT1",5.461425,3.0940664,4.72328827652821e-08,9.30299999950719e-08
"SKPP","HTRA3",5.437521,20.91446,5.40269874387131e-08,1.06176568263607e-07
"SKPP","MYB",5.4342203,1.6935216,5.50365293009829e-08,1.08138849820427e-07
"SKPP","ZBTB12",5.4249353,1.5453811,5.7975597838631e-08,1.13810844553203e-07
"SKPP","TRGV7",5.3879366,3.643091,7.12711387144762e-08,1.39407601196009e-07
"SKPP","PIP",5.3844175,3.1408408,7.26796016756076e-08,1.42134164060393e-07
"SKPP","TBC1D30",5.3557754,1.5992678,8.51903855790875e-08,1.66201940679121e-07
"SKPP","SLC49A3",5.3079023,1.9664158,1.10894057147931e-07,2.15489067554192e-07
"SKPP","EPAS1",5.304859,2.5978873,1.12760146415375e-07,2.19069910604708e-07
"SKPP","DLL1",5.2852273,1.5217944,1.25548846819034e-07,2.43482639698202e-07
"SKPP","CDCA2",5.25371,1.5254838,1.4906558734891e-07,2.88118867368971e-07
"SKPP","LINC01010",5.215345,2.2072887,1.83475383890541e-07,3.53649163905645e-07
"SKPP","AMPH",5.14502,1.8139018,2.67492557580285e-07,5.12462734162035e-07
"SKPP","BMPER",5.1340704,1.6082435,2.83541960967007e-07,5.42307603577597e-07
"SKPP","ABTB2",5.1209793,1.5036029,3.03952852852159e-07,5.80324853606308e-07
"SKPP","C1QB",5.090684,2.899623,3.56773958489429e-07,6.79516529075447e-07
"SKPP","HBQ1",5.089742,2.413799,3.5855101940851e-07,6.82834681049706e-07
"SKPP","CEACAM8",5.083684,2.0004067,3.70183463011806e-07,7.04644942044263e-07
"SKPP","TIGD4",5.0720577,1.6671551,3.93537393457159e-07,7.4822577877669e-07
"SKPP","CNIH2",5.0410285,1.8335378,4.6303640388929e-07,8.77974452645894e-07
"SKPP","HTR2B",5.039101,1.5660471,4.67723008969357e-07,8.86774909360758e-07
"SKPP","SIRPD",5.009149,1.7186842,5.46711912652324e-07,1.0323322114041e-06
"SKPP","TROAP",5.0022583,1.6873575,5.66626393608561e-07,1.06941987559147e-06
"SKPP","SDC1",4.994811,5.851772,5.88933385795977e-07,1.11077093910898e-06
"SKPP","OTOGL",4.9844756,3.936359,6.21301126948481e-07,1.17023972010086e-06
"SKPP","LPP-AS1",4.9618373,1.6204288,6.98295443804326e-07,1.31298599446171e-06
"SKPP","BAALC",4.9381905,2.43572,7.88509006334291e-07,1.47976831648119e-06
"SKPP","KCTD16",4.9346056,1.8723443,8.03129659721999e-07,1.50662843269486e-06
"SKPP","ALAS2",4.9262266,1.5626801,8.38328295719751e-07,1.57205635751261e-06
"SKPP","CEACAM6",4.8920403,20.495985,9.97959918356951e-07,1.86407786200924e-06
"SKPP","ORM1",4.8920403,20.427326,9.97959918356951e-07,1.86407786200924e-06
"SKPP","PCDHGC3",4.8819194,2.3303008,1.05058229997295e-06,1.96087318255158e-06
"SKPP","LINC00582",4.8710585,1.8614045,1.11002031638585e-06,2.0708244399884e-06
"SKPP","SCGB1B2P",4.8708544,1.7927926,1.11116800267065e-06,2.07276791956713e-06
"SKPP","CASC9",4.828858,2.2597132,1.37318501715417e-06,2.55131830760281e-06
"SKPP","LINC00640",4.778647,1.6014988,1.76478892819483e-06,3.26495128551729e-06
"SKPP","LINC01506",4.774123,1.7519819,1.80491880005065e-06,3.33761586461832e-06
"SKPP","ST7-AS1",4.7449045,3.070953,2.08604803260196e-06,3.84620634146379e-06
"SKPP","SKA3",4.738279,1.7083783,2.15541258804987e-06,3.96961068451388e-06
"SKPP","PADI2",4.736652,1.924919,2.17278081514585e-06,4.00046810225574e-06
"SKPP","CLDN23",4.700052,3.7578018,2.60095653800463e-06,4.77399095166256e-06
"SKPP","C1QC",4.6996927,3.1935186,2.60553167015267e-06,4.78149148659359e-06
"SKPP","MELTF-AS1",4.69645,2.3901794,2.64721400371761e-06,4.85616233474699e-06
"SKPP","FGF22",4.687214,2.2972775,2.76949556192778e-06,5.07619793516325e-06
"SKPP","NEIL3",4.6810226,2.441479,2.85447239575221e-06,5.22754476743839e-06
"SKPP","ABCC11",4.673345,1.5778794,2.96333370994556e-06,5.42335522224231e-06
"SKPP","MEFV",4.6389112,1.5358386,3.50249624530983e-06,6.39216998024834e-06
"SKPP","LINC01888",4.618101,2.0215983,3.87267351536286e-06,7.04803528167973e-06
"SKPP","LINC02363",4.6179605,1.5425599,3.87529881952473e-06,7.05215728638148e-06
"SKPP","FSCN2",4.6178575,1.843427,3.87722775210872e-06,7.05501140536205e-06
"SKPP","NTSR1",4.6027875,2.1592987,4.16873934741131e-06,7.5741774884071e-06
"SKPP","KIR2DL4",4.6026716,2.396261,4.17105695003153e-06,7.57768474591189e-06
"SKPP","MCM10",4.570512,1.7611248,4.8653428963833e-06,8.81446438259684e-06
"SKPP","ENDOU",4.569739,3.0721276,4.8833269033719e-06,8.84458911932445e-06
"SKPP","SNAP25",4.547782,1.7601572,5.42142944433299e-06,9.79742624369301e-06
"SKPP","MARVELD1",4.547762,1.710007,5.42193867575742e-06,9.79744168503289e-06
"SKPP","VEGFA",4.4853373,1.7619396,7.27986532021193e-06,1.3087037628471e-05
"SKPP","VGF",4.482363,2.2035704,7.38210139166642e-06,1.32647346218667e-05
"SKPP","TBX15",4.4576764,2.0729465,8.28529372376065e-06,1.48549228135009e-05
"SKPP","NME8",4.457393,1.6259145,8.29623572677304e-06,1.48718157476635e-05
"SKPP","KIF20A",4.439257,20.165283,9.02699760541379e-06,1.61551389375102e-05
"SKPP","ZNF534",4.427762,1.7635703,9.52158243631747e-06,1.70262565214165e-05
"SKPP","HTR4",4.4205694,2.7506373,9.84412295375305e-06,1.75917623706886e-05
"SKPP","LINC00589",4.420193,1.9690322,9.86127181677634e-06,1.76175812024723e-05
"SKPP","FAM182B",4.418284,1.5803014,9.94876708156154e-06,1.77657852027739e-05
"SKPP","REEP1",4.4128003,1.7071097,1.02042160466496e-05,1.82086539851213e-05
"SKPP","RNASE3",4.3997917,4.706331,1.08354778546977e-05,1.93069232071321e-05
"SKPP","MAP6",4.3982935,3.1371558,1.09105373024693e-05,1.94318188709128e-05
"SKPP","PXT1",4.3758235,1.6012759,1.20974762117626e-05,2.15046706496885e-05
"SKPP","FZD1",4.3519015,2.3122802,1.34962016297491e-05,2.39236953973123e-05
"SKPP","TMEM240",4.342746,1.83018,1.40712810953816e-05,2.4929545357576e-05
"SKPP","TMEM255A",4.330233,1.8439481,1.48951671240484e-05,2.63605526167476e-05
"SKPP","SLC1A3",4.275158,1.7215158,1.91001972434213e-05,3.36168968932602e-05
"SKPP","COL17A1",4.2405267,3.0029433,2.22995745047583e-05,3.91457857638029e-05
"SKPP","TSPAN8",4.2403064,3.1577013,2.23215100932912e-05,3.91772633873461e-05
"SKPP","SEMA3G",4.23841,4.0200067,2.251082945138e-05,3.94989159527084e-05
"SKPP","APOBEC3B",4.2149777,1.6469052,2.49802631916686e-05,4.37338990905047e-05
"SKPP","CYP3A7",4.2120876,2.2262664,2.53021079388614e-05,4.42577677793546e-05
"SKPP","DSC2",4.17789,1.5142127,2.94225895107999e-05,5.13412904893288e-05
"SKPP","GABRA6",4.109832,20.000473,3.95947755758251e-05,6.8601962853528e-05
"SKPP","ZNF32-AS1",4.109832,20.003212,3.95947755758251e-05,6.8601962853528e-05
"SKPP","CEACAM3",4.1082373,2.5485675,3.98690458689162e-05,6.9056171730856e-05
"SKPP","EME1",4.0854,1.5599793,4.40009619191241e-05,7.60677465176624e-05
"SKPP","SAMSN1-AS1",4.076659,2.7563837,4.56873977830344e-05,7.89134963208066e-05
"SKPP","LYPD2",4.0765743,2.4155147,4.57040471904349e-05,7.89352864450511e-05
"SKPP","SKOR1",4.0747705,1.8483152,4.60597893339846e-05,7.95426668155864e-05
"SKPP","ACOX2",4.0711436,4.499204,4.67828950290753e-05,8.07557948067171e-05
"SKPP","WASHC5-AS1",4.055389,2.3278277,5.00509144210844e-05,8.62600223174018e-05
"SKPP","PRSS51",3.996831,1.8414537,6.41961335114315e-05,0.000109979858216748
"SKPP","PTPRN",3.9900255,1.989488,6.60662124912447e-05,0.000113094536438516
"SKPP","PAK6",3.9890416,1.8626283,6.63408268221792e-05,0.000113554697275753
"SKPP","CCDC83",3.9768248,1.8813235,6.98416243425371e-05,0.000119452924144285
"SKPP","LINC02327",3.9443216,2.5425782,8.00261921139644e-05,0.000136383254423102
"SKPP","DEPP1",3.9348059,20.462934,8.32639573731531e-05,0.000141765345678053
"SKPP","PANX2",3.9348059,19.878317,8.32639573731531e-05,0.000141765345678053
"SKPP","PHLDA3",3.9314451,1.5789531,8.44367706575217e-05,0.000143712162148942
"SKPP","DKKL1",3.927075,1.517465,8.59852088285707e-05,0.000146271282826869
"SKPP","SYN1",3.90766,4.282905,9.31943429437191e-05,0.000158245999889161
"SKPP","BSN",3.907106,2.5318325,9.34082275503732e-05,0.000158567901162983
"SKPP","TEX38",3.9070768,2.4328575,9.34194974666782e-05,0.000158573276060718
"SKPP","PBK",3.9026186,2.0076253,9.51575406565339e-05,0.000161411473263441
"SKPP","LINC01926",3.9023542,1.8581455,9.52616352980417e-05,0.000161566494967203
"SKPP","VMO1",3.8970263,5.1117954,9.73810120972972e-05,0.000165025690198312
"SKPP","RTP5",3.8534238,1.577428,0.000116477497204577,0.000196638052394026
"SKPP","PRDM16",3.8414435,1.7715557,0.000122312857589475,0.000206311352237812
"SKPP","DCC",3.8212726,1.8449107,0.000132764731694397,0.000223478732885675
"SKPP","SYCE3",3.7750857,2.9730532,0.000159952669921194,0.000268182147632416
"SKPP","MT1H",3.7516346,20.305895,0.00017568534901251,0.000293253511002031
"SKPP","PCDHGB1",3.7516346,19.715355,0.00017568534901251,0.000293253511002031
"SKPP","KCNK9",3.7406824,1.6504588,0.000183521347349581,0.000306046167115783
"SKPP","SHISA3",3.730824,2.7671158,0.000190854460953189,0.000318090709894121
"SKPP","FAM187B",3.7147374,4.0139723,0.000203414886951679,0.000338356214541862
"SKPP","HJURP",3.6935217,2.0330417,0.000221169526207489,0.000367077632640215
"SKPP","ATP1B3-AS1",3.6927414,1.5765847,0.000221849607326007,0.000368143920976535
"SKPP","FILNC1",3.6898806,1.852488,0.000224359219564471,0.000372213752305008
"SKPP","HOXA3",3.6654224,2.2071083,0.000246930544740511,0.000408724149846245
"SKPP","AHSP",3.6651602,2.062587,0.000247183858186465,0.000409039639491988
"SKPP","SPINK8",3.6648452,1.6992517,0.000247488156066951,0.000409508560622197
"SKPP","LINC01833",3.661569,2.114869,0.000250675247451039,0.00041460681617124
"SKPP","KCNK15-AS1",3.6614983,1.6481837,0.000250744496374256,0.000414686300291705
"SKPP","PCDHGB5",3.6368024,1.8476061,0.00027604348316935,0.000455755895938056
"SKPP","HOMER3-AS1",3.5986266,2.8104043,0.000319901976699945,0.000526169780622386
"SKPP","FARP1-AS1",3.598315,2.0000565,0.000320285596845709,0.000526756476641186
"SKPP","VSTM2L",3.5981734,1.8795881,0.000320460111949542,0.000526866364529377
"SKPP","CFAP58-DT",3.5938075,2.0472329,0.000325880698110638,0.000535553330026788
"SKPP","DSG3",3.5740955,2.0467665,0.000351440776539289,0.000576638698249271
"SKPP","UNC5A",3.5590603,19.605267,0.000372183898178026,0.000609600277856166
"SKPP","KCNE5",3.5590603,19.271994,0.000372183898178026,0.000609600277856166
"SKPP","CA4",3.5590603,19.312624,0.000372183898178026,0.000609600277856166
"SKPP","NAT8L",3.5590603,19.109829,0.000372183898178026,0.000609600277856166
"SKPP","LPL",3.547369,4.0296674,0.000389099298641687,0.000636879554648308
"SKPP","PCDHGB7",3.5471206,3.3231916,0.000389466290240489,0.000637426929359809
"SKPP","KRTAP5-2",3.5470896,3.2930965,0.000389512186926707,0.000637448730767066
"SKPP","SMOC1",3.5470586,3.2015674,0.00038955808866716,0.000637470536798711
"SKPP","SLC14A2-AS1",3.5468721,2.396655,0.00038983360527748,0.000637868048170393
"SKPP","LINC00536",3.5468102,2.2095888,0.000389925484604689,0.000637956058011087
"SKPP","HTRA1",3.523791,3.1816428,0.000425419363469329,0.000693981537604725
"SKPP","PRRX1",3.5237565,3.1344516,0.000425475087216061,0.000693981537604725
"SKPP","GYPB",3.5237565,2.7875757,0.000425475087216061,0.000693981537604725
"SKPP","EFNB2",3.4312906,1.9327633,0.000600716411642839,0.000972437023744794
"SKPP","C10orf105",3.4148283,2.2876506,0.000638222495053402,0.00103084917731779
"SKPP","TRGV8",3.4148283,2.027386,0.000638222495053402,0.00103084917731779
"SKPP","NID1",3.401375,1.870571,0.000670477546269815,0.00108187553602769
"SKPP","LINC01478",3.400888,1.5976481,0.000671673343912619,0.00108371569868751
"SKPP","ARAP1-AS2",3.3987706,1.680795,0.000676894633840436,0.00109177993694277
"SKPP","CASP5",3.3741078,1.5030115,0.000740553270308517,0.00119200019687399
"SKPP","PTGFRN",3.3554647,19.373236,0.00079231780720133,0.00127092998207358
"SKPP","RXFP2",3.3554647,20.179598,0.00079231780720133,0.00127092998207358
"SKPP","CYYR1",3.3554647,19.162523,0.00079231780720133,0.00127092998207358
"SKPP","XCR1",3.3554647,19.258688,0.00079231780720133,0.00127092998207358
"SKPP","FOXC1",3.3544745,3.1927829,0.000795158945251538,0.00127527827560709
"SKPP","SERINC4",3.354346,3.14964,0.000795528431013212,0.00127555722206379
"SKPP","TMEM200B",3.3542173,2.6516562,0.00079589807611029,0.00127594081216829
"SKPP","EFCAB9",3.3542173,2.5065963,0.00079589807611029,0.00127594081216829
"SKPP","ADAMTS19",3.354121,2.5707057,0.000796175414534614,0.00127607179225271
"SKPP","FXYD6",3.3271728,2.062629,0.000877319477077753,0.00140325220920856
"SKPP","ZMYND15",3.3261652,1.8938631,0.000880497532892535,0.00140799050006533
"SKPP","GAP43",3.3226976,2.9485474,0.000891515045118514,0.00142386274917394
"SKPP","LRRC31",3.3226976,2.87892,0.000891515045118514,0.00142386274917394
"SKPP","ITPKA",3.3226976,2.3081305,0.000891515045118514,0.00142386274917394
"SKPP","GABRA4",3.309479,2.4459918,0.000934697753090073,0.0014905195691033
"SKPP","SAPCD2",3.309148,2.030621,0.000935803596638969,0.00149216140637478
"SKPP","SLC45A2",3.3087342,1.904427,0.000937187605587088,0.00149400301964384
"SKPP","MIS18A-AS1",3.308679,1.5630696,0.000937372283323107,0.00149417569567176
"SKPP","FAM222A-AS1",3.3086514,1.8023478,0.000937464634833546,0.00149420118713227
"SKPP","ASAH2",3.2634919,1.7200508,0.00110048310720999,0.00174536014280152
"SKPP","LINC01692",3.2632797,1.5819244,0.00110130770102358,0.00174652638735954
"SKPP","MEOX1",3.2233884,2.028469,0.00126683668892087,0.00200044063337666
"SKPP","KRT86",3.223268,2.2947295,0.00126736860594351,0.00200095763120079
"SKPP","RAP1GAP",3.223268,2.0769162,0.00126736860594351,0.00200095763120079
"SKPP","CH25H",3.2224767,1.9324172,0.00127087525832394,0.00200600847421818
"SKPP","IGKV1D-37",3.151963,3.201223,0.00162176820048927,0.00254122038334193
"SKPP","FARSA-AS1",3.151563,2.405773,0.00162399204512631,0.00254450126823859
"SKPP","ERICH2",3.1387033,18.960001,0.00169697180138229,0.0026550207251498
"SKPP","PPIC",3.1387033,18.833353,0.00169697180138229,0.0026550207251498
"SKPP","EMID1",3.1387033,18.947563,0.00169697180138229,0.0026550207251498
"SKPP","CLDN2",3.1387033,18.913498,0.00169697180138229,0.0026550207251498
"SKPP","ELOVL2",3.1387033,19.07136,0.00169697180138229,0.0026550207251498
"SKPP","PCDHB9",3.124055,1.560612,0.00178377157355502,0.00278592402836017
"SKPP","CHST13",3.1202826,2.293836,0.00180677625943728,0.00281982755181598
"SKPP","EPB41L1",3.119914,1.6074032,0.00180903756190744,0.00282268136603179
"SKPP","SPINK4",3.1198008,1.9339517,0.00180973387038888,0.00282354268663447
"SKPP","HSPA12B",3.1196873,1.7025465,0.00181043042517459,0.00282395397049154
"SKPP","VCAM1",3.1099067,4.491838,0.00187146461639762,0.00291659920465663
"SKPP","LINC00384",3.1098306,3.6926858,0.00187194641886447,0.00291676164225421
"SKPP","CAVIN3",3.1097546,3.2689898,0.00187242833527191,0.00291676164225421
"SKPP","LCT",3.1097167,3.1413844,0.00187266933621091,0.00291676164225421
"SKPP","CCL25",3.1097167,3.3885157,0.00187266933621091,0.00291676164225421
"SKPP","ITIH6",3.1096785,2.267952,0.00187291036564412,0.00291676164225421
"SKPP","FZD8",3.1096785,2.5770679,0.00187291036564412,0.00291676164225421
"SKPP","IGKV1-13",3.0915995,2.120052,0.00199081334168143,0.00309643394563407
"SKPP","ADORA2B",3.0404294,1.6959177,0.00236241142146452,0.00366052578090361
"SKPP","MRC1",3.0367274,2.0347507,0.00239161600323079,0.00369953691313993
"SKPP","DAAM2",3.0364585,1.7659932,0.00239374997383344,0.00370254521286639
"SKPP","PRTN3",3.0230355,3.140998,0.00250252914407301,0.00386408035123655
"SKPP","HCAR2",3.022787,2.1749673,0.00250458370061005,0.0038666425130996
"SKPP","TGFA",3.0226629,1.7302196,0.00250561155742666,0.0038674056637726
"SKPP","CXCL2",2.9983833,1.8559053,0.00271416109947129,0.00417898374336723
"SKPP","C2CD4D",2.9685683,1.5896475,0.00299190520137888,0.00459505541013908
"SKPP","HOXB-AS3",2.937959,2.4726734,0.00330380694316299,0.00505939069211249
"SKPP","LINC02539",2.937855,2.381941,0.00330491666099918,0.0050599021377382
"SKPP","SLC39A12",2.937855,2.0977917,0.00330491666099918,0.0050599021377382
"SKPP","SLC9A2",2.9226964,1.8978596,0.00347014746096992,0.00530374486575486
"SKPP","TRAPPC12-AS1",2.9225798,1.642304,0.0034714475733204,0.00530448899849552
"SKPP","OPLAH",2.9225504,1.8147347,0.00347177267066772,0.00530457153272631
"SKPP","CPLX3",2.9058316,18.578749,0.00366278567556946,0.00557509257152638
"SKPP","LINC01883",2.9058316,19.042713,0.00366278567556946,0.00557509257152638
"SKPP","LMOD1",2.9058316,18.861666,0.00366278567556946,0.00557509257152638
"SKPP","KRT81",2.9058316,18.575886,0.00366278567556946,0.00557509257152638
"SKPP","NCS1",2.9058316,18.681005,0.00366278567556946,0.00557509257152638
"SKPP","CHRDL2",2.9058316,18.906069,0.00366278567556946,0.00557509257152638
"SKPP","LINP1",2.9058316,18.99846,0.00366278567556946,0.00557509257152638
"SKPP","CTAGE6",2.9058316,18.809843,0.00366278567556946,0.00557509257152638
"SKPP","LRRC72",2.9058316,19.013021,0.00366278567556946,0.00557509257152638
"SKPP","ARHGAP23",2.88269,3.9939263,0.00394295426399665,0.0059877847485292
"SKPP","SULT6B1",2.88269,3.8367305,0.00394295426399665,0.0059877847485292
"SKPP","TRPV4",2.88265,3.8571641,0.00394345586316336,0.0059877847485292
"SKPP","IL17B",2.8826096,3.5821888,0.00394395752027792,0.0059877847485292
"SKPP","CACTIN-AS1",2.8825295,3.396426,0.00394496100837424,0.0059877847485292
"SKPP","LINC02059",2.8825295,3.258375,0.00394496100837424,0.0059877847485292
"SKPP","PCDHGB4",2.8824894,3.1946855,0.00394546283936777,0.0059877847485292
"SKPP","SUCNR1",2.8824494,3.1701076,0.00394596472833273,0.0059877847485292
"SKPP","TAS1R1",2.8824494,2.987549,0.00394596472833273,0.0059877847485292
"SKPP","SSMEM1",2.8824093,2.534982,0.00394646667527499,0.0059877847485292
"SKPP","GJA9",2.8824093,2.5038347,0.00394646667527499,0.0059877847485292
"SKPP","LINC01511",2.8824093,2.8871539,0.00394646667527499,0.0059877847485292
"SKPP","C17orf78",2.8824093,2.417033,0.00394646667527499,0.0059877847485292
"SKPP","HBZ",2.8824093,2.8385105,0.00394646667527499,0.0059877847485292
"SKPP","LINC02207",2.8824093,2.8365881,0.00394646667527499,0.0059877847485292
"SKPP","GPR162",2.8118904,2.2761726,0.00492512837581712,0.00743002945478293
"SKPP","IFITM10",2.8116975,1.8536514,0.00492808120328743,0.0074339109609874
"SKPP","FAT2",2.7792683,1.5252725,0.00544814954586545,0.0081843536245582
"SKPP","IGLV5-48",2.7662215,1.7975764,0.00567099803312774,0.00850671441259054
"SKPP","SLC6A8",2.7276716,1.5641001,0.00637830518732739,0.00954064179067592
"SKPP","TRAV2",2.7275465,1.5188409,0.00638072944098143,0.00954353846221238
"SKPP","LINC01659",2.7159226,1.8426611,0.00660913707864581,0.00987384290387397
"SKPP","LINC01208",2.7158625,1.5446502,0.00661033725850065,0.00987488201193532
