"group","gene","scores","logfoldchanges","pvals","pvals_adj","unique_group"
"MKPP","TRIO",55.913265,1.5082963,0,0,"MKPP_unique_upregulated"
"MKPP","HECA",55.868256,1.6661905,0,0,"MKPP_unique_upregulated"
"MKPP","FBXO11",55.839462,1.585218,0,0,"MKPP_unique_upregulated"
"MKPP","SPPL3",55.588493,1.6435982,0,0,"MKPP_unique_upregulated"
"MKPP","DENND5B",55.55861,1.6096978,0,0,"MKPP_unique_upregulated"
"MKPP","SPIDR",55.508316,1.5570928,0,0,"MKPP_unique_upregulated"
"MKPP","LINC02245",53.789722,1.7631489,0,0,"MKPP_unique_upregulated"
"MKPP","NDUFAF6",53.522713,1.6175623,0,0,"MKPP_unique_upregulated"
"MKPP","PTBP2",53.00934,1.5413305,0,0,"MKPP_unique_upregulated"
"MKPP","ZEB1",52.972504,1.572088,0,0,"MKPP_unique_upregulated"
"MKPP","KCNQ5",52.879055,1.7202001,0,0,"MKPP_unique_upregulated"
"MKPP","CASK",52.788044,1.5814245,0,0,"MKPP_unique_upregulated"
"MKPP","QKI",52.678528,1.5068542,0,0,"MKPP_unique_upregulated"
"MKPP","MTMR1",52.509605,1.764683,0,0,"MKPP_unique_upregulated"
"MKPP","SMYD3",52.480453,1.5382249,0,0,"MKPP_unique_upregulated"
"MKPP","COMMD10",51.86671,1.5014608,0,0,"MKPP_unique_upregulated"
"MKPP","RYK",51.863907,1.7177275,0,0,"MKPP_unique_upregulated"
"MKPP","WWP2",51.385845,1.525757,0,0,"MKPP_unique_upregulated"
"MKPP","MAPK14",51.288315,1.8230203,0,0,"MKPP_unique_upregulated"
"MKPP","FNDC3A",51.277763,1.5086695,0,0,"MKPP_unique_upregulated"
"MKPP","SNX25",51.15685,1.6070552,0,0,"MKPP_unique_upregulated"
"MKPP","SOS2",50.837643,1.5159997,0,0,"MKPP_unique_upregulated"
"MKPP","BASP1",50.81806,1.5692621,0,0,"MKPP_unique_upregulated"
"MKPP","BRD7",50.811832,1.6643322,0,0,"MKPP_unique_upregulated"
"MKPP","LINC00278",50.6395,2.1087103,0,0,"MKPP_unique_upregulated"
"MKPP","CAB39",50.40871,1.7022878,0,0,"MKPP_unique_upregulated"
"MKPP","KDM3B",49.950127,1.504002,0,0,"MKPP_unique_upregulated"
"MKPP","FYN",49.912304,1.5746263,0,0,"MKPP_unique_upregulated"
"MKPP","TLK2",49.85118,1.5524548,0,0,"MKPP_unique_upregulated"
"MKPP","XKR6",49.312412,1.517781,0,0,"MKPP_unique_upregulated"
"MKPP","IP6K1",49.150555,1.6152003,0,0,"MKPP_unique_upregulated"
"MKPP","PPP3CB",48.948437,1.5244855,0,0,"MKPP_unique_upregulated"
"MKPP","AGFG1",48.60595,1.511431,0,0,"MKPP_unique_upregulated"
"MKPP","E2F5",48.44818,1.5431268,0,0,"MKPP_unique_upregulated"
"MKPP","CDYL",48.236797,1.6631734,0,0,"MKPP_unique_upregulated"
"MKPP","TM9SF3",47.495674,1.6194028,0,0,"MKPP_unique_upregulated"
"MKPP","USP3-AS1",47.044155,1.7521108,0,0,"MKPP_unique_upregulated"
"MKPP","MXI1",46.743927,1.7142924,0,0,"MKPP_unique_upregulated"
"MKPP","ORAI1",46.741787,1.8635716,0,0,"MKPP_unique_upregulated"
"MKPP","NR1D2",46.678963,1.5895548,0,0,"MKPP_unique_upregulated"
"MKPP","LINC01473",46.40925,1.6563528,0,0,"MKPP_unique_upregulated"
"MKPP","GALNT1",45.37326,1.6374757,0,0,"MKPP_unique_upregulated"
"MKPP","RUFY1",45.367912,1.5763295,0,0,"MKPP_unique_upregulated"
"MKPP","ABHD15-AS1",45.126183,1.9049604,0,0,"MKPP_unique_upregulated"
"MKPP","EXOSC6",45.046467,1.5291086,0,0,"MKPP_unique_upregulated"
"MKPP","GPHN",44.48262,1.6824625,0,0,"MKPP_unique_upregulated"
"MKPP","STXBP5",44.337337,1.5140926,0,0,"MKPP_unique_upregulated"
"MKPP","LYL1",44.28019,1.6712421,0,0,"MKPP_unique_upregulated"
"MKPP","KMT2E-AS1",44.172318,1.6519864,0,0,"MKPP_unique_upregulated"
"MKPP","PPP2R2D",44.15393,1.7294514,0,0,"MKPP_unique_upregulated"
"MKPP","EIF3B",44.079906,1.6223795,0,0,"MKPP_unique_upregulated"
"MKPP","SAMD12",43.89311,2.0195565,0,0,"MKPP_unique_upregulated"
"MKPP","DISP1",43.504997,1.8949817,0,0,"MKPP_unique_upregulated"
"MKPP","GRK5",43.4722,1.520019,0,0,"MKPP_unique_upregulated"
"MKPP","CSGALNACT2",43.130417,1.5098956,0,0,"MKPP_unique_upregulated"
"MKPP","RAB12",43.0496,1.6309578,0,0,"MKPP_unique_upregulated"
"MKPP","KLHL2",42.89332,1.6671252,0,0,"MKPP_unique_upregulated"
"MKPP","LINC00342",42.855404,1.6593676,0,0,"MKPP_unique_upregulated"
"MKPP","R3HCC1L",42.839977,1.524564,0,0,"MKPP_unique_upregulated"
"MKPP","UBE2Q1",42.59719,1.8814435,0,0,"MKPP_unique_upregulated"
"MKPP","STAT5B",42.546112,1.5108622,0,0,"MKPP_unique_upregulated"
"MKPP","TET3",42.057705,1.7375853,0,0,"MKPP_unique_upregulated"
"MKPP","SBF2",41.900707,1.5184828,0,0,"MKPP_unique_upregulated"
"MKPP","ANKUB1",41.886097,1.5131676,0,0,"MKPP_unique_upregulated"
"MKPP","APPL2",41.75014,1.7643877,0,0,"MKPP_unique_upregulated"
"MKPP","NBEAL1",41.67079,1.5771782,0,0,"MKPP_unique_upregulated"
"MKPP","THAP11",41.55831,1.9296198,0,0,"MKPP_unique_upregulated"
"MKPP","DNAJC21",41.1616,1.5504073,0,0,"MKPP_unique_upregulated"
"MKPP","SLC36A4",41.1169,1.6245039,0,0,"MKPP_unique_upregulated"
"MKPP","MTFR1",41.10744,1.6258548,0,0,"MKPP_unique_upregulated"
"MKPP","BTBD7",40.866543,1.5239365,0,0,"MKPP_unique_upregulated"
"MKPP","CCZ1B",40.135815,1.6960001,0,0,"MKPP_unique_upregulated"
"MKPP","MXD4",40.034397,1.7080702,0,0,"MKPP_unique_upregulated"
"MKPP","TTC9",40.02169,1.8545518,0,0,"MKPP_unique_upregulated"
"MKPP","RASGRP1",39.808315,1.5004529,0,0,"MKPP_unique_upregulated"
"MKPP","PDE3B",39.707966,1.6795444,0,0,"MKPP_unique_upregulated"
"MKPP","PPP1R35",39.645798,1.5461161,0,0,"MKPP_unique_upregulated"
"MKPP","CRIPT",39.121925,1.6015875,0,0,"MKPP_unique_upregulated"
"MKPP","SEC22A",38.75211,1.6773055,0,0,"MKPP_unique_upregulated"
"MKPP","PHF10",38.725082,1.5161979,0,0,"MKPP_unique_upregulated"
"MKPP","OPN3",38.231766,1.668292,0,0,"MKPP_unique_upregulated"
"MKPP","ABHD17B",37.96586,1.5919214,0,0,"MKPP_unique_upregulated"
"MKPP","SLC15A4",37.291626,1.5689316,2.24324793308255e-304,5.09824338612768e-303,"MKPP_unique_upregulated"
"MKPP","CLPTM1L",37.185375,1.5669986,1.17607202302702e-302,2.64825976370457e-301,"MKPP_unique_upregulated"
"MKPP","NBEA",36.957367,1.5216898,5.54649668858962e-299,1.23193924179707e-297,"MKPP_unique_upregulated"
"MKPP","MPP7",36.061485,1.6781993,9.1121583800959e-285,1.85736161647622e-283,"MKPP_unique_upregulated"
"MKPP","MAPK9",36.054447,1.7133192,1.17474141208677e-284,2.39202288779541e-283,"MKPP_unique_upregulated"
"MKPP","PMEPA1",35.963295,1.5488256,3.13670348243716e-283,6.31471334818213e-282,"MKPP_unique_upregulated"
"MKPP","CCNQ",35.827957,1.7824049,4.05468430483098e-281,7.99819178194886e-280,"MKPP_unique_upregulated"
"MKPP","F8A1",35.018536,1.9152186,1.17517991573047e-268,2.16127073223814e-267,"MKPP_unique_upregulated"
"MKPP","SLC33A1",34.522522,1.7350414,3.68461144493244e-261,6.44905874368854e-260,"MKPP_unique_upregulated"
"MKPP","FBRSL1",34.409157,1.5115623,1.83956071603932e-259,3.1968493864527e-258,"MKPP_unique_upregulated"
"MKPP","GMEB2",34.035515,1.5633788,6.64899896029167e-254,1.12065126317819e-252,"MKPP_unique_upregulated"
"MKPP","MEF2C-AS2",33.94807,1.8130298,1.30238944134028e-252,2.17450141537086e-251,"MKPP_unique_upregulated"
"MKPP","DBP",33.653942,1.9080602,2.73018443116571e-248,4.44091844963015e-247,"MKPP_unique_upregulated"
"MKPP","CRK",33.553482,1.5233829,8.00898831794701e-247,1.28669855012797e-245,"MKPP_unique_upregulated"
"MKPP","MYO1D",33.35889,1.5501359,5.41394173507414e-244,8.52292935413763e-243,"MKPP_unique_upregulated"
"MKPP","WRNIP1",33.330475,1.6193253,1.39750423544802e-243,2.19121497429862e-242,"MKPP_unique_upregulated"
"MKPP","TENT4A",32.427734,1.5561637,1.11616265318796e-230,1.60478110195312e-229,"MKPP_unique_upregulated"
"MKPP","SMARCD2",32.26434,1.6607252,2.21423347767857e-228,3.15113605027012e-227,"MKPP_unique_upregulated"
"MKPP","PHACTR2",31.597696,1.5202124,3.97125324164816e-219,5.36667703263613e-218,"MKPP_unique_upregulated"
"MKPP","AKT1",31.37666,1.5545864,4.21272658106297e-216,5.58878872801628e-215,"MKPP_unique_upregulated"
"MKPP","ZHX3",31.18355,1.5375526,1.78071776076554e-213,2.32766099817369e-212,"MKPP_unique_upregulated"
"MKPP","KDM4A",30.529179,1.6164523,1.06867789872225e-204,1.32186404059399e-203,"MKPP_unique_upregulated"
"MKPP","TNFSF8",30.158188,1.8076671,8.37730116618434e-200,1.00692278390599e-198,"MKPP_unique_upregulated"
