Sample,mMDSC_ARG1_score,mMDSC_IDO1_score,mMDSC_STAT3_score,mMDSC_CD33_score,mMDSC_SIGLEC9_score,mMDSC_TGFBR2_score,mMDSC_TGFB3_score,mMDSC_ENTPD1_score,mMDSC_NNMT_score,mMDSC_TLR5_score,mMDSC_suppressive_score,Th1_Cytotoxic_scores,Th1_Exhaustion_scores,Th1_TCR_signaling_scores,Th1_IFN_response_scores,Th1_Activation_effector_scores,Th1_Unhelped_CD4_T_scores,Treg_Treg_signature_scores,Treg_Exhaustion_scores,Treg_TCR_signaling_scores,Treg_IFN_response_scores,Treg_Activation_effector_scores,Pro_Proliferation_scores,Pro_Exhaustion_scores,Pro_Treg_signature_scores,Pro_TCR_signaling_scores,Pro_IFN_response_scores,Pro_Activation_effector_scores,Pro_Unhelped_CD4_T_scores,CD8_exhausted_like_Exhaustion_scores,CD8_exhausted_like_Apoptosis_scores,CD8_exhausted_like_TCR_signaling_scores,CD8_exhausted_like_Cytotoxic_scores,CD8_exhausted_like_Activation_effector_scores,CD8_exhausted_like_IFN_response_scores,Condition
HC22,-0.805770751953125,-0.03342577282587687,-0.0848874222437541,-0.11814064311981201,-0.08871062930425008,-0.5636498819986979,-0.002133746782938639,-0.7590177110036215,-0.03342577282587687,0.013327268123626706,-0.013922006168546712,0.7231472218648084,0.10278481554908636,0.4933493057374431,0.15299206204316143,0.2981381681466226,0.03303747190255584,0.08363607631352649,0.11984134067518573,0.48776787969866764,0.19419861013161224,0.11204816191968286,0.5503759956359864,0.3587602863518473,0.0801862707275036,0.5178110568187773,0.26080337315398583,0.09248810980279212,-0.054584810321110025,0.14014492222911148,0.22652027291434018,0.5982157551986205,0.8944026121615606,0.3490948732158202,0.17430773063324678,HC
HC23,-0.9052656988664107,-0.04765832472931255,-0.027450274825096113,0.20562963252717797,0.038163520043546506,-0.44523096539757473,-0.012858998585831035,-0.7840876611254433,-0.04765832472931255,0.006639440818266434,0.04478710870696711,0.86504215329811,0.10514526827432583,0.5346504546365449,0.18268713004805565,0.3560444177795666,0.045161254391099,0.059560040856375035,0.1145485068482328,0.5136958596555811,0.1258416120890444,0.1714177189221102,2.139820384979248,0.42510076269815056,0.028252982831263262,0.5442809276273093,0.12402384011853215,0.00982518546049907,-0.02582880105677607,0.13548421777643757,0.23858972870298284,0.6014269541046623,0.9370133458458572,0.38494068624904404,0.20963243960816302,HC
HC24,-0.6889014568328857,-0.03314979422092438,-0.009416511297225965,0.002487012147903439,-0.09109846246242523,-0.3929334070682525,-0.005942406892776489,-0.6889014568328857,-0.03314979422092438,-0.03314979422092438,-0.03576354774561795,0.7394450992740033,0.08788105461949669,0.4697343930958317,0.12093198487040764,0.3339590774346157,0.011158371054905341,0.039727012131556265,0.11902703540567407,0.48360856154868737,0.133381558083093,0.21946578564614513,0.6520556698905097,0.3933350416026691,0.08796463589449381,0.5859369527822452,0.14551274245472068,0.07784976579803475,-0.08636204680687161,0.14107929023201576,0.2034234575255193,0.5701299731523374,0.8762262458403108,0.3760176241890978,0.13222461223770265,HC
HC25,-0.9427943754196167,-0.05362006038427353,-0.35664094641804694,0.3888231338560581,0.1109548930823803,-0.5721331204473972,-0.001610751450061798,-0.8214705403149128,-0.05362006038427353,0.05565493419766426,0.09399345154387559,1.0366851788667644,0.11166213287996436,0.5473065074964562,0.17786453320757264,0.42884845624861817,0.05749500587761541,0.08530061631527208,0.12178298428180358,0.5110855716795215,0.1473342088220043,0.21089864771203576,0.25808775708788917,0.33696354635476183,0.05850861595814859,0.6067317530885602,0.3267064101902328,0.21182758945643987,-0.07527469384809495,0.14327649733273726,0.29802231397621287,0.636143179702957,1.1771388824923232,0.4797700289641427,0.17371063731746908,HC
HC26,-0.5798382830619813,-0.023176131248474122,0.2665755558013916,-0.055075729846954344,-0.04237479662895203,-0.5693534326553344,0.0,-0.7520738792419434,-0.023176131248474122,-0.023176131248474122,-0.03022584914610089,0.4248480193927929,0.0804395827290667,0.4915246597070081,0.15420186422585838,0.32254637296185434,-0.00045712468193153776,0.05165230874941797,0.15286798828630732,0.5396472258445971,0.18586670544938233,0.2511626795048579,0.2727177695433298,0.3901005817088529,0.08106203064974594,0.6100871252552449,0.29543945463986765,0.16589310469151916,-0.07926873904332436,0.1479156481494587,0.12054981897725649,0.6100413993353835,0.7076534282911372,0.3673078267162167,0.14063273846794966,HC
HC27,-0.6245463256835937,-0.03115645718574524,0.11957950544357301,-0.07943404531478881,0.05293633437156677,-0.061295533657073985,-0.004105119705200196,-0.6245463256835937,-0.03115645718574524,-0.03115645718574524,0.041865897945520134,0.42484036590443475,0.044176783671298896,0.4502670455848318,0.1222422108515413,0.3361701378641854,-0.00787215828984751,0.005576068137971154,0.06932140225836123,0.49592452674535525,0.087309531068672,0.23750970466329774,1.1126119539851234,0.3200580434479403,-0.035042440207706034,0.6134811461598877,0.16904352384668733,0.178218798144955,-0.005957051151278168,0.12870894483145942,0.27381010335723505,0.5834240924025335,1.0202632745115727,0.41464024024120877,0.1674571222067306,HC
HC28,-0.7389015960693359,-0.020230934619903565,-0.7389015960693359,-0.0698986840248108,-0.06348052501678467,-0.7389015960693359,0.0,-0.7389015960693359,-0.020230934619903565,-0.020230934619903565,-0.0931575757513061,0.6292354048676391,0.04931727633952557,0.41778535234516867,0.15212454854211388,0.22208765656652368,0.024990458085876865,0.07059032990740476,0.08247319683237991,0.4091941731460036,0.12537118266462166,0.14556355451559375,1.4830735270182291,0.47897646989965004,-0.09126046246500494,0.28725022683998525,0.010811598770106012,-0.010769707537809689,-0.015792817498348696,0.11679860841606585,0.24009693644081861,0.5263215834093307,0.8870211600835531,0.3142722722460794,0.1475574759968858,HC
HC29,-0.9416211839155717,-0.06190905603495511,-0.33152456402778624,0.13073614684018223,-0.013845626657659359,-0.6286484107104214,-0.005431343317031861,-0.9416211839155717,-0.06190905603495511,0.0006393700296228574,0.051917251277444135,0.47367678073567493,0.17738521653222988,0.570717721204951,0.23783333059399137,0.3011799420670202,0.016483771491188494,0.09060770831777823,0.2183467632669789,0.5595891954230413,0.24323221988906218,0.14182731210153046,0.28152112448656996,0.34225966781182326,0.02658855568802638,0.6021034188636878,0.27202100145437785,0.11581662355405505,-0.058992110004841725,0.2078265618988196,0.1741247619816138,0.6161243124955545,0.6254581473398458,0.3187232043560323,0.20008198363531127,HC
HC30,-0.8103103141784669,-0.024605246543884275,-0.2768774847984314,-0.05939832735061645,-0.09508259868621827,-0.5626691083908082,0.0,-0.8103103141784669,-0.024605246543884275,-0.024605246543884275,-0.04196442201986151,0.5273312971133594,0.12878408395282612,0.4829926933749186,0.1858740529774198,0.26174868188775935,0.023797944288228484,0.12316825176555862,0.17592513548102795,0.4982653284733914,0.20911263740910035,0.12145728607243347,0.47218861524264016,0.3311526410039966,-0.004343428112694311,0.5218421978098075,0.23697361775085804,0.04407299477594973,-0.0387791486630063,0.18043485461087744,0.18973447486034248,0.5929642718450672,0.6691495027026488,0.3449266885326776,0.1860711866285169,HC
HC31,-0.7363448541814631,-0.032275102138519286,-0.3486152310804887,-0.00187959974462336,0.025873806476593018,-0.4988903964649547,-0.0019364307685331864,-0.691377007744529,-0.032275102138519286,-0.032275102138519286,0.014242606599518924,0.7578685114341501,0.21928527258788288,0.5689873204571739,0.2911287535371086,0.36539733971906785,0.020944443761691103,0.08475891985474693,0.24859916695663165,0.5741133286189466,0.3585913273221676,0.16315751644080204,1.182682531626046,0.4549789895317107,-0.03409863748943384,0.5767605041175892,0.36792301143335476,0.09924651952301389,0.021232993336929535,0.29740557989908034,0.3856048881583206,0.6619528173825022,0.8830660324200446,0.4255711534717694,0.29759640494842265,HC
HC32,-0.6445124963613656,-0.032018375946925234,-0.27638255522801325,-0.07509354389630832,-0.0582808281825139,-0.30540126910576454,0.0,-0.6445124963613656,-0.032018375946925234,-0.032018375946925234,-0.08272425358126172,0.09148762781469659,-0.014487144149466067,0.2539570664615339,-0.023618713992921966,0.12993893247232888,0.0024757080568325496,0.06857679578893465,0.015473426757794033,0.31881595922201794,-0.04353472516987514,0.10723231539894851,-0.1349793497721354,0.0716157870827615,0.006134405884412719,0.22546619665427287,-0.18604865579800434,0.08901009541980054,-0.09580241097170439,0.02237327271722997,0.12098549326430971,0.41492165465084263,0.5487836264930391,0.37856091160051014,0.023631950591758665,HC
HC33,-0.7016069889068604,-0.0724092461512639,-0.06450555874751165,-0.09583617797264686,-0.09732436840350811,-0.26590251005612886,-0.004734407388246976,-0.8301768669715295,-0.0724092461512639,-0.0724092461512639,-0.0753662728240341,0.19725651092477145,0.017045477286282574,0.35646488365967965,0.022333979563239383,0.205229591505018,0.012518972196713246,0.14921457987525863,0.08093815015168393,0.41702321593431124,0.03849309341409188,0.08781628468453859,-0.018944093982378646,0.150649717462231,0.09957330012473156,0.4566727988644872,0.17218275313739614,0.0764661077060853,-0.0653615607438206,0.06713934213305724,0.15623268348136718,0.5302956083420226,0.5625145916388534,0.4479893939944364,0.04711548991876762,HC
HC34,-0.7352577171325684,-0.03509194803237915,0.0034257926940918005,-0.12586253118515014,-0.08275404191017151,-0.5714369735717774,0.0,-0.7352577171325684,-0.03509194803237915,-0.03509194803237915,-0.06128657699182331,0.12158796867001405,-0.0003916438271935799,0.2949349811627545,-0.013672605735942967,0.13668827851324858,-0.029243125456015085,0.12453348501513765,0.04208690389823284,0.3664250609092852,-0.018635269360040545,0.08261419333483483,0.09363061481051975,0.1658266475603815,-0.014514238191948687,0.43374745774862616,0.021543177251178696,0.09224759074279353,-0.06218558904216496,0.06913059099498105,0.18594037207719347,0.46318595708699417,0.7225077960026106,0.38823152155049523,0.07028199760165194,HC
HC35,-0.5102278230190277,-0.021046555042266844,-0.09332022643089297,-0.0641360765695572,-0.05123494303226471,-0.07859540855884553,-0.0012668852806091307,-0.5868221280574798,-0.021046555042266844,-0.021046555042266844,-0.04996717498808502,0.30622139008146426,-0.018051262950978503,0.2182790946988643,-0.005641954965550917,0.18726128208692064,0.012844446674102694,-0.012899796113224124,-0.01367811172563522,0.24417902664858665,-0.008764102878389999,0.1572829064610439,-0.043628842631975806,0.035215359791138656,0.004345746714607184,0.3201664386241038,0.0009945119546462694,0.10320841988705254,-0.016518385261881267,0.028113966434791568,0.08950715352131805,0.37855630292966785,0.3055781531605999,0.2635175797974579,0.023161805815070092,HC
HC36,-0.7270236387706939,-0.034153045699709936,-0.34790909608205156,-0.06935320127578008,-0.06270323367345901,-0.5487152596882412,-0.002779505139305478,-0.7270236387706939,-0.034153045699709936,-0.034153045699709936,-0.05282736583845536,0.2577201359730147,-0.009251867097158759,0.2596224523904745,-0.021551884670832234,0.1770468836660405,0.009865130928215287,0.043312587011712256,0.01613609046570495,0.3088324936237181,-0.02666610804096469,0.1367364905470416,0.05122589810689292,0.03444718315806755,-0.03872096990376096,0.27541715163847075,-0.04451367859399037,0.08350247694340848,-0.035567131058127296,0.019026204688699002,0.10636161584292371,0.39460939228205766,0.4676884764762515,0.3400457092180094,0.008452921940359284,HC
HC37,-0.3930069361992602,0.017066954576744224,-0.286159335082432,-0.055338117806416634,-0.033329097594854966,-0.19431109887249065,-0.0032544896287738153,-0.4433147993627584,-0.01673196720627119,-0.01673196720627119,-0.028603077749424548,0.34361998053652526,-0.005798626149630563,0.20612148863255647,-0.011604908305039203,0.18735668117786144,0.010918442911687068,0.0665883136106183,0.01226331134679642,0.28586186517690143,0.003942107665667863,0.14826335147696507,,,,,,,,0.041516151284075174,0.16913125759108016,0.3711989703564706,0.6530315106467425,0.34456142276241475,0.012585446703027388,HC
