Sample,Th1_Cytotoxic_scores,Th1_Exhaustion_scores,Th1_TCR_signaling_scores,Th1_IFN_response_scores,Th1_Activation_effector_scores,Th1_Unhelped_CD4_T_scores,Treg_Treg_signature_scores,Treg_Exhaustion_scores,Treg_TCR_signaling_scores,Treg_IFN_response_scores,Treg_Activation_effector_scores,Pro_Proliferation_scores,Pro_Exhaustion_scores,Pro_Treg_signature_scores,Pro_TCR_signaling_scores,Pro_IFN_response_scores,Pro_Activation_effector_scores,Pro_Unhelped_CD4_T_scores
S06,0.8648036721112576,0.14191442739864654,0.5451085039585131,0.12130677996072868,0.4634685937303578,0.0363670294898168,0.23846935295730642,0.24430030489494486,0.5655696583880808,0.14026095041486056,0.23315869489723168,0.7816727947714317,0.3974936959293737,0.049742490290546504,0.560069331678117,0.06772438153371452,0.1391071504429838,-0.016199740997887763
S07,0.43337312944935497,0.11110394367563377,0.38307378664038705,0.10541095236680974,0.2654736143127972,0.008581129661029124,0.2057329872651159,0.17050982373799453,0.4636893829713504,0.16001022021184222,0.189106493864475,0.38039883186419804,0.30909743199605677,0.07679549446938147,0.5041434226241113,0.14393966915634032,0.1534447811140746,-0.020060775975630787
S08,0.7794175409478955,0.10582353333855699,0.35304324998037034,0.14932566971579017,0.281546426155391,0.026511782095310115,0.23314546275662654,0.12948012014884272,0.3767588957911331,0.1169745395548608,0.0513084714638928,0.8230187543498145,0.25262040221446463,0.0637281273603899,0.403303965268808,0.07475360840772781,-0.016787154726316502,-0.0004469364050820939
S09,0.22062983936768157,0.10604123858089157,0.25588853323812055,0.06539801302877879,0.10798735683695279,0.018286832622007237,0.29097529239235365,0.2047178530710723,0.4828497243615406,0.22497752200458201,0.057827857135864115,0.663685558942648,0.3264204120742137,0.2104142023988077,0.45692720720829494,0.20434591299636873,0.017567098516533982,-0.024411237076599084
S10,0.41982831468803317,0.160074124815998,0.4479758209845853,0.17660954128503115,0.2056609588132458,-0.007292614820338752,0.2786304825412975,0.1761147163722381,0.4704929108912931,0.15911843379647655,0.07289815975734028,0.5617449667865847,0.2971786719919848,0.22753654249402264,0.4586630520418187,0.2243909450352333,0.026122538259282464,-0.061410897695595296
S11,0.919760144625434,0.15767642877339463,0.47126539093986436,0.2434261205630786,0.28436612386230153,0.01923545654391672,0.24287749291063343,0.20632009940187762,0.47652740149677925,0.2804166958678248,0.055228616392389566,0.8218548470656077,0.3291105534206574,0.13277161060373335,0.4742240661474184,0.18481979484185568,0.10046165555629756,-0.020172678368776786
S12,0.5919530213446315,0.0881533516620228,0.4526936335131101,0.17319503928034227,0.3169771993018995,0.01625814009985973,0.25425288930697393,0.14970963002617751,0.436147457712955,0.14002849736086315,0.06388509583105585,0.25295787250427976,0.22152046259405608,0.2014916573678811,0.4267847180592518,0.16976316301481537,0.059464401081396404,-0.08359216389346297
S13,0.18170906097527878,0.07546330344314488,0.30182556686592743,0.0025851011369948,0.10460920685490668,-0.0010285784290540252,0.1904692907267444,0.12853300074241888,0.42008404303771985,0.09183675801393491,0.10227784891675148,0.23574276638619693,0.20654167748970115,0.12147669915249867,0.4371107553613359,0.08019729673074705,0.09150175846103499,-0.04646914086531986
S14,0.3264409789946035,0.12627392143683344,0.36554572692642545,0.12599342131599034,0.1580269514209677,-0.007634422519398576,0.1358912347618545,0.12061440815564572,0.4284510318146728,0.20350704640518938,0.07144503707807971,0.5124976489610142,0.26617951362539544,0.061494823904282056,0.47772912317930455,0.21379294227016946,0.03553863610834639,-0.05790335708809006
S15,0.4128518885385658,0.16608436883563693,0.4878021271579608,0.22705363726960126,0.23839728728049742,0.018803275671775727,0.31588845061530985,0.22292083105285504,0.5627864279489062,0.29497697239570914,0.13547635770857006,0.6728924748023352,0.38511211229160247,0.2707065281776971,0.5920537164128761,0.22527662501567153,0.07171297958282573,-0.02458065051057152
S16,1.0204825350273303,0.21200360710518498,0.6115114731240355,0.5191722505149324,0.44489868178068737,0.0931668135308195,0.2979078262771957,0.23687382894978418,0.6296163190501558,0.5569944134117497,0.18731433617548135,0.8526507624194153,0.4463093249670199,0.2267886099148504,0.680477915176883,0.5559477747520736,0.2312062438754574,0.048745358231068944
S17,1.0805977460230232,0.12769280394535226,0.5433813969291599,0.29867056837106026,0.3978388852655748,0.1026533821075916,0.2869069098352688,0.18802020967441035,0.498055940438999,0.2929409057016784,0.08159754357365237,1.2781251985331377,0.4000891199540362,0.1931724661671405,0.5435563942556607,0.22343195523709644,0.03234736556500832,0.01131668778628901
S18,0.6153022931849521,0.16173712450612665,0.5034490432259995,0.25525195702099185,0.2690170101813946,0.03760419657450929,0.3829915137728643,0.25142480783303933,0.6107792271497117,0.33267364219781603,0.14757361679529138,0.6878695317415091,0.493773476177567,0.3061575708009402,0.654930928511335,0.31250177774103255,0.17020522620140038,0.013912513567454952
S19,1.1640222730324183,0.15920418400606007,0.6091985987723936,0.3237330880922607,0.5052105063565527,0.08967002160019664,0.21526429382982504,0.19491002644521346,0.5769646492468048,0.30911546906530524,0.1676671479266285,0.5281957367750315,0.3679138583573697,0.12255341741728147,0.630207383161874,0.25700979471550606,0.13384102313135013,-0.01102394180151814
S20,1.2194697400551793,0.16434297591102986,0.6097006963338736,0.31648391846463475,0.4600179659286956,0.09020338525236002,0.20164694195883487,0.21476238511058318,0.6061711206534174,0.3439993761833546,0.16110569923326007,0.6371906431945594,0.39427219388366075,0.1338519180481725,0.6053121588047049,0.28073590185489394,0.11358164788735782,-0.00450862272561259
S21,0.899067821562989,0.07146314152734953,0.46390955940770384,0.20645158016178689,0.3710836664871131,0.09963389913758434,0.25337950799449316,0.2027630314320186,0.5587758465301683,0.2561750482589587,0.12499098985182976,0.40810216404953786,0.3210971303857903,0.12301283735371993,0.5906298865944403,0.18717038699203895,0.09086766926372589,0.011884451687632337
S22,1.0233667118200127,0.2049496955636026,0.5462204067394159,0.32839454160619574,0.40135976822372615,0.07154500569682126,0.19464191586443763,0.22989501699253231,0.5677287357962686,0.40632098046953913,0.1308875566899538,1.0907340923062077,0.4173289114227329,0.09570028816466492,0.6148491843870963,0.35269191581298887,0.24405112497439405,0.050201801617273834
S23,1.0037878767969806,0.11159514015310744,0.5322325071558606,0.2760220641747883,0.4040095839922748,0.08538692930234798,0.1869306736138879,0.15988910593675396,0.5886044026728472,0.3087978418281965,0.32231768903459906,0.3761481409981137,0.30633842095037117,0.10039701425742582,0.5692836988291764,0.2757921202505942,0.18887796033982038,0.04404277942335146
