Sample,Th1_Cytotoxic_scores,Th1_Exhaustion_scores,Th1_TCR_signaling_scores,Th1_IFN_response_scores,Th1_Activation_effector_scores,Th1_Unhelped_CD4_T_scores,Treg_Treg_signature_scores,Treg_Exhaustion_scores,Treg_TCR_signaling_scores,Treg_IFN_response_scores,Treg_Activation_effector_scores,Pro_Proliferation_scores,Pro_Exhaustion_scores,Pro_Treg_signature_scores,Pro_TCR_signaling_scores,Pro_IFN_response_scores,Pro_Activation_effector_scores,Pro_Unhelped_CD4_T_scores
HC12,1.0154955070359035,0.11839490038258695,0.45049260554807075,0.23416206714042176,0.281486665972271,0.061072055768814644,0.17115290719809956,0.16851573425440958,0.4864544990636462,0.23379977262850388,0.06927367513383295,0.3019427690903346,0.2715860016750006,0.18852251323117028,0.5154869098263795,0.23933943861677098,0.1173415116357694,-0.014991424218663611
HC13,0.46602770062335563,0.0695451074081406,0.4835367264247384,0.09551471748459553,0.3166705732231532,-0.012056631163598206,0.08711594080716893,0.1352958592326806,0.5044855262859838,0.13405122584920098,0.18109489540972545,0.2984219898897059,0.2434743371118902,0.05871410802123153,0.5795925926051659,0.14234131261406902,0.14442980980554446,-0.054322684457578256
HC14,0.6176914163541557,0.10456677492376648,0.5274296302128271,0.24589162427982705,0.3186860095542926,0.007309019504847015,0.0535478795539289,0.13692339538108525,0.5146278430612857,0.23328525749333454,0.16208909041225866,0.07433102311510029,0.27288966298544903,0.07289886501665832,0.6014741248038596,0.27134228261437726,0.11005309402281371,-0.08053565141139842
HC15,0.9930004515769856,0.1337256587765674,0.6091499289437189,0.15583192492252892,0.3757680875780671,0.03856292927022212,0.10337245970625443,0.1845722691498917,0.5430681830091937,0.16289210913664448,0.17652340357713062,0.17221441317827274,0.2850014829488386,0.056766850301894135,0.5877960143859255,0.13934001257039458,0.13751187642398122,-0.05820949881562416
HC16,0.804200409862473,0.11110440078720535,0.6168536984597657,0.15348260429370633,0.42707809304141664,0.03316713493620225,0.13429533345104416,0.19848601321794032,0.6574213877166449,0.17768552125906556,0.23640744413732387,0.5157737377711705,0.3758230617663978,0.2400001265331637,0.6764475750411773,0.23672164823881867,0.0781260573126411,-0.08854506485648181
HC17,0.6727864383680124,0.12837626328343849,0.5505914720879519,0.17795442822970814,0.33148160557681483,0.026345911949292224,0.18837577809246944,0.22366692899988982,0.6755893891540607,0.26588939130401695,0.22549294563056105,0.5631027623282538,0.3356264557684181,0.14469564709639796,0.6975769308746839,0.2509278840403004,0.2538283634389388,-0.056497962660629106
HC18,0.9054406207890159,0.10810549023209891,0.5832912826976155,0.18091376528708655,0.3938664036338067,0.043126785574422094,0.22740046512502177,0.2058879599702965,0.633225206511166,0.19184417380219237,0.20036513488193644,0.4930944538116455,0.3332767278192378,0.16544006022272575,0.6761691526233793,0.15152067163925825,0.1939749968052611,-0.043476513509773836
HC19,0.47239195759222435,0.1050072952000871,0.6007534764520636,0.16369877260837182,0.32263250019239176,0.007993989840583436,0.1298785236011074,0.15754030487768333,0.6113879989189833,0.15632101311323168,0.25445645201347655,0.1695754628915053,0.27109776431060356,0.14091135305500638,0.6881354850011281,0.14773388538746193,0.22504875511199746,-0.0777313727684179
HC20,0.26926929978487857,0.07070474416323012,0.4682414280390566,0.12712866877640872,0.20870808423016823,-0.026640171997528245,0.19969391237106282,0.1810556368652796,0.6372160614313289,0.16242558787331565,0.23022659253911487,0.13809066327412925,0.3537588382403845,0.316331647507414,0.7231036747801654,0.4243718819201595,0.2530395027473101,-0.06867335352898948
HC21,0.5736804867341508,0.08733766497821033,0.5001711787901362,0.1613388233440761,0.31920230904317204,0.002614129486266855,0.10125263377133277,0.16477416813915854,0.5543258803939192,0.15678402797900137,0.21431054864833632,1.0612704105377198,0.40911896226798283,-0.03266681780618856,0.5515086516098153,0.2043634603083489,0.031019429212395692,-0.03331696115232473
HC22,0.7231472218648084,0.10278481554908636,0.4933493057374431,0.15299206204316143,0.2981381681466226,0.03303747190255584,0.08363607631352649,0.11984134067518573,0.48776787969866764,0.19419861013161224,0.11204816191968286,0.5503759956359864,0.3587602863518473,0.0801862707275036,0.5178110568187773,0.26080337315398583,0.09248810980279212,-0.054584810321110025
HC23,0.86504215329811,0.10514526827432583,0.5346504546365449,0.18268713004805565,0.3560444177795666,0.045161254391099,0.059560040856375035,0.1145485068482328,0.5136958596555811,0.1258416120890444,0.1714177189221102,2.139820384979248,0.42510076269815056,0.028252982831263262,0.5442809276273093,0.12402384011853215,0.00982518546049907,-0.02582880105677607
HC24,0.7394450992740033,0.08788105461949669,0.4697343930958317,0.12093198487040764,0.3339590774346157,0.011158371054905341,0.039727012131556265,0.11902703540567407,0.48360856154868737,0.133381558083093,0.21946578564614513,0.6520556698905097,0.3933350416026691,0.08796463589449381,0.5859369527822452,0.14551274245472068,0.07784976579803475,-0.08636204680687161
HC25,1.0366851788667644,0.11166213287996436,0.5473065074964562,0.17786453320757264,0.42884845624861817,0.05749500587761541,0.08530061631527208,0.12178298428180358,0.5110855716795215,0.1473342088220043,0.21089864771203576,0.25808775708788917,0.33696354635476183,0.05850861595814859,0.6067317530885602,0.3267064101902328,0.21182758945643987,-0.07527469384809495
HC26,0.4248480193927929,0.0804395827290667,0.4915246597070081,0.15420186422585838,0.32254637296185434,-0.00045712468193153776,0.05165230874941797,0.15286798828630732,0.5396472258445971,0.18586670544938233,0.2511626795048579,0.2727177695433298,0.3901005817088529,0.08106203064974594,0.6100871252552449,0.29543945463986765,0.16589310469151916,-0.07926873904332436
HC27,0.42484036590443475,0.044176783671298896,0.4502670455848318,0.1222422108515413,0.3361701378641854,-0.00787215828984751,0.005576068137971154,0.06932140225836123,0.49592452674535525,0.087309531068672,0.23750970466329774,1.1126119539851234,0.3200580434479403,-0.035042440207706034,0.6134811461598877,0.16904352384668733,0.178218798144955,-0.005957051151278168
HC28,0.6292354048676391,0.04931727633952557,0.41778535234516867,0.15212454854211388,0.22208765656652368,0.024990458085876865,0.07059032990740476,0.08247319683237991,0.4091941731460036,0.12537118266462166,0.14556355451559375,1.4830735270182291,0.47897646989965004,-0.09126046246500494,0.28725022683998525,0.010811598770106012,-0.010769707537809689,-0.015792817498348696
HC29,0.47367678073567493,0.17738521653222988,0.570717721204951,0.23783333059399137,0.3011799420670202,0.016483771491188494,0.09060770831777823,0.2183467632669789,0.5595891954230413,0.24323221988906218,0.14182731210153046,0.28152112448656996,0.34225966781182326,0.02658855568802638,0.6021034188636878,0.27202100145437785,0.11581662355405505,-0.058992110004841725
HC30,0.5273312971133594,0.12878408395282612,0.4829926933749186,0.1858740529774198,0.26174868188775935,0.023797944288228484,0.12316825176555862,0.17592513548102795,0.4982653284733914,0.20911263740910035,0.12145728607243347,0.47218861524264016,0.3311526410039966,-0.004343428112694311,0.5218421978098075,0.23697361775085804,0.04407299477594973,-0.0387791486630063
HC31,0.7578685114341501,0.21928527258788288,0.5689873204571739,0.2911287535371086,0.36539733971906785,0.020944443761691103,0.08475891985474693,0.24859916695663165,0.5741133286189466,0.3585913273221676,0.16315751644080204,1.182682531626046,0.4549789895317107,-0.03409863748943384,0.5767605041175892,0.36792301143335476,0.09924651952301389,0.021232993336929535
HC32,0.09148762781469659,-0.014487144149466067,0.2539570664615339,-0.023618713992921966,0.12993893247232888,0.0024757080568325496,0.06857679578893465,0.015473426757794033,0.31881595922201794,-0.04353472516987514,0.10723231539894851,-0.1349793497721354,0.0716157870827615,0.006134405884412719,0.22546619665427287,-0.18604865579800434,0.08901009541980054,-0.09580241097170439
HC33,0.19725651092477145,0.017045477286282574,0.35646488365967965,0.022333979563239383,0.205229591505018,0.012518972196713246,0.14921457987525863,0.08093815015168393,0.41702321593431124,0.03849309341409188,0.08781628468453859,-0.018944093982378646,0.150649717462231,0.09957330012473156,0.4566727988644872,0.17218275313739614,0.0764661077060853,-0.0653615607438206
HC34,0.12158796867001405,-0.0003916438271935799,0.2949349811627545,-0.013672605735942967,0.13668827851324858,-0.029243125456015085,0.12453348501513765,0.04208690389823284,0.3664250609092852,-0.018635269360040545,0.08261419333483483,0.09363061481051975,0.1658266475603815,-0.014514238191948687,0.43374745774862616,0.021543177251178696,0.09224759074279353,-0.06218558904216496
HC35,0.30622139008146426,-0.018051262950978503,0.2182790946988643,-0.005641954965550917,0.18726128208692064,0.012844446674102694,-0.012899796113224124,-0.01367811172563522,0.24417902664858665,-0.008764102878389999,0.1572829064610439,-0.043628842631975806,0.035215359791138656,0.004345746714607184,0.3201664386241038,0.0009945119546462694,0.10320841988705254,-0.016518385261881267
HC36,0.2577201359730147,-0.009251867097158759,0.2596224523904745,-0.021551884670832234,0.1770468836660405,0.009865130928215287,0.043312587011712256,0.01613609046570495,0.3088324936237181,-0.02666610804096469,0.1367364905470416,0.05122589810689292,0.03444718315806755,-0.03872096990376096,0.27541715163847075,-0.04451367859399037,0.08350247694340848,-0.035567131058127296
HC37,0.34361998053652526,-0.005798626149630563,0.20612148863255647,-0.011604908305039203,0.18735668117786144,0.010918442911687068,0.0665883136106183,0.01226331134679642,0.28586186517690143,0.003942107665667863,0.14826335147696507,,,,,,,
HC38,0.2729466061957311,-0.0007263913359435682,0.19515622929560317,0.007488432426433858,0.18639426711965712,0.0036535056857938293,-0.004595179552744183,0.013374391216526471,0.23982332642697868,0.009125210774531062,0.17035827605899026,0.23718807538350425,-0.004224407884351002,-0.047863635204190895,0.22146416296724414,-0.09690791237128656,0.18606911805830537,0.09316051385100825
HC39,0.1584988586659141,-0.005336934900060174,0.2452239701018981,0.01236230882676265,0.1294204267927756,-0.00878553892143434,0.08243191710143573,0.027579585506785104,0.2774371506383208,0.010148763209764307,0.06871004992502473,1.062286294301351,0.26988375024529354,0.05354915148770164,0.32733254215952856,-0.04317944721484237,-0.003347221794556534,-0.035689207332069706
HC40,0.18833662366420284,0.001356048628765633,0.33486513291316594,0.03443032947672637,0.20808992961616438,0.011833334126797448,0.05280084705508227,0.03985688608000717,0.39073372865629546,0.04678512738035935,0.09275814898009267,0.299373779296875,0.1417007731327036,0.046675326184743515,0.4308473645725692,-0.03636356454778416,0.05720857796229218,-0.022330092488442654
HC41,0.35677449448388704,-0.0012720502322843103,0.22892250392312447,0.00302068705765542,0.19620962107750764,0.03938651915069788,0.02244713574083846,-0.003219605371412411,0.25625194032423254,-0.03482281983907106,0.11845847469426148,0.5247027524312338,0.050081605963797335,-0.07044881089289386,0.21949682501247703,-0.07875972644696126,0.5583664278662144,0.12624228292063083
HC42,0.06312292864371193,-0.01387445407811328,0.20712056925401776,0.017737248495054255,0.10325142462081756,-0.020633241994506734,0.08091596109527313,0.020912596953306477,0.2981816365509499,0.03077923788568612,0.07867769602549307,-0.10563257217407226,0.1807049550292437,0.5577494856799662,0.3949544070569172,0.08487108367571783,0.010394588481442008,-0.10019887601348067
HC43,0.13595435469357267,-0.013122486663131825,0.23773867158292952,0.009604226033526519,0.24844543909320058,-0.0012434854041828557,0.05316516989050758,0.038751085135427236,0.38076532279917175,0.02136965863753966,0.2916554254023386,0.5947367280324299,0.14621860428858793,-0.0014583373221446426,0.3589717444733285,-0.04233193111114727,0.10769727410367405,0.008118851358915958
HC44,0.271591899900701,-0.002887214564067881,0.38812768870891456,0.00841380246384935,0.309384761960775,0.02737516174953828,0.13266828271404515,0.05280239019219073,0.47335160055996767,0.014500658158590477,0.19513928248787676,-0.09266122636340914,0.10457604429817288,-0.019640046998822745,0.4694648862997354,-0.009534626835276819,0.20556469047997045,-0.04333691413879692
HC45,0.41970455812312996,0.0020483114683922127,0.1653894748625553,0.006581108883012397,0.1895853047247409,0.027142289465213923,0.029542603477879854,-0.0030671206266710306,0.19838422797616856,0.005785509880527447,0.163445734642456,,,,,,,
HC46,0.2978063647650897,-0.0030908335960098884,0.2430255307454137,0.02828708092160069,0.2099668377956511,0.03091690263279222,0.02052162248876901,0.006842477478257707,0.2755938274456021,-0.013970180520744495,0.060973887696412085,1.6399012692769368,0.2623118112975997,0.08326134928531767,0.4103794422988435,-0.005534447091481487,0.042341499534825244,-0.03248511588993966
HC47,0.02973072127888495,-0.02355316492794148,0.1609772457402724,-0.022364767482344936,0.06763376460491423,-0.030123597620339497,0.0401343883748759,0.021636015819946817,0.25422652042298977,-0.002984329249686214,0.060695354524863535,0.6007381362915039,0.25978876734123457,0.18208455713999072,0.42936817460031573,0.062267537933368054,0.03346635323236507,-0.03290262230113455
HC48,0.13364808245717616,-0.007909000692873825,0.14892261502357446,0.007717916416750019,0.09165754818680878,-0.007538096331869184,0.021905865523905464,0.04447195944294515,0.28145751761928434,0.005733055894558958,0.06736427815395178,0.6096605523427329,0.11586523965611274,0.09896326978227626,0.24707748174605315,0.015727845318798953,0.0946594450059447,-0.006115920892899221
HC49,0.28398993493091546,-0.009059153232980515,0.22414019062023174,0.017314253066502246,0.18572911980284842,0.013816095040670537,0.0693604135410381,0.008561716636700365,0.2639912035018518,-0.0035945676836469332,0.10145933401667181,0.8450147120157877,0.15617509188198497,-0.022535049526912515,0.44271496550167655,0.16310630109643742,-0.10790341592043753,0.09234091352171217
HC50,0.27795215532042045,-0.005715292228026865,0.23238959238197424,0.026400312416087483,0.1912038742314591,0.02655993796503074,0.04887705939715905,-0.0015329738006912052,0.2744272513749521,-0.022898179004039395,0.07059313142720154,,,,,,,
HC51,0.35038581091346005,0.002719137161795072,0.17753973253994595,0.012569648834946486,0.2007876513242333,-0.004959534049020343,0.04331243764241989,0.017756908633525463,0.19542846208138032,0.012670926400393415,0.19129705834351896,,,,,,,
HC52,0.34568148396044274,-0.001545907716567108,0.2284821149064515,0.020683451433564065,0.26314204535529734,0.020621815147445623,0.08173109057361161,0.012879569367569807,0.31647372146775943,0.05192296050255894,0.25850232901302084,,,,,,,
HC53,0.3115773438700521,0.0041088202346743355,0.3007928630358759,0.014065103468490523,0.24996103684150311,0.02416338489174097,0.04382513867834617,0.003924256773697133,0.3289730239864231,0.009080770188192339,0.23228572445716628,0.594946863827882,0.19012897978617885,0.04425121086323994,0.4314093037215759,0.05280939058911849,0.22607044118583153,0.06338964845106058
HC54,0.4709003101542264,0.00830588180314767,0.2512290684989175,0.010230156839618094,0.2128267579539747,0.05401825294546405,0.08243513949238924,0.010058886218774415,0.2874908972162329,0.03897798651211446,0.12947160717132727,-0.051846707661946614,-0.036192707329214424,-0.07146788958021275,0.40177484040082884,0.04065199626078303,0.5898998687939594,0.01516390141483731
M01,1.094713474798331,0.11048375864119966,0.4764379598321926,0.07401355182774351,0.3727050687115676,0.09522687179274644,0.1869687831902239,0.1581121709459704,0.45305218177707574,0.085281891437898,0.05380216546339841,0.23468302456537882,0.29973752795318326,0.1219676884022296,0.484180615564327,0.15824470004074392,0.04340645063427054,-0.031084681219633474
M02,0.5272102954622554,0.08019500706460106,0.45212384912705567,0.012648983813882233,0.26025434625664423,0.025083315817661857,0.15130191128268947,0.12603756670508792,0.4218994137221679,0.007853397692950745,0.09498354409953982,0.46062510905843795,0.24770946558114942,0.11457527174218725,0.4362694513489535,0.04032587299443879,0.05835608238803518,-0.05065489899917455
M03,0.6467147132985427,0.0841732385878377,0.4541209530803977,0.0005115692385088818,0.32506891755501005,0.03875059570201688,0.13625238787591792,0.1320700507975888,0.4659544961339737,0.020705471613883634,0.15953887311965953,0.39227521358501344,0.23879266572735386,0.08278816618453554,0.5000760601619855,-0.01596347322575491,0.12300720070391306,-0.0429432005280419
M04,0.1520946605253348,0.07102949909606197,0.3290885833515024,0.007119864920448404,0.08474866793873749,-0.008158023415140514,0.19630350126870014,0.12521151957191703,0.39548694793099315,0.024690964095934655,0.04764439852743541,0.2760025391072938,0.25068537167099175,0.11949834866104796,0.448589410594162,0.04222894961122843,0.09433643050299464,-0.03703747193700181
M05,0.4796806350764765,0.0678052612823918,0.39524605811649705,0.010478539058571908,0.2523503712174517,0.01875997425818219,0.11906939286289571,0.12297922221370611,0.4168861814311348,-0.02903351260834957,0.11558480753023433,0.490730303923289,0.32053243215112187,0.14663044286413138,0.5194506258695286,-0.05537759217618167,0.0622983154153007,-0.040447396299579066
M06,0.5876902076142309,0.05026790303157698,0.5745703235024449,0.0026854421418175587,0.49306269975582084,0.04724719942108415,0.11579998298723707,0.0805236078576354,0.546965531708342,0.019012477320317987,0.35398454978404903,0.6047284827497271,0.26854406039651446,0.12920707796848904,0.6073062708169178,0.010296217540063688,0.26883472728260416,0.0018157729514913642
M07,0.4453322946178827,0.042442440311551956,0.4788695118545934,-0.01799683281121961,0.34664805492932954,0.010618277616514802,0.1329776513888082,0.07988075004417017,0.47262553634706733,0.017999141572542263,0.2355335947445038,0.28975974856278836,0.19037897909749824,0.09845341821150941,0.4928796308531544,-0.008307560727460972,0.17368125659271041,-0.04875494901464087
M08,0.41421220584070856,0.11972986336710902,0.45027213097893914,0.059475643460181596,0.2991792430962339,0.045539648059254464,0.2526165672503358,0.1699349712468296,0.4986098623372208,0.08430411089033195,0.17717668794182265,0.36632867529726865,0.2644352091222805,0.1633175557679545,0.48891583350973716,0.09050840862429066,0.1485169234559787,-0.00607832384983112
M09,0.9693910188663311,0.16680479312412225,0.5778831854860313,0.550071760785918,0.5321565056716862,0.08296151624843943,0.1588157369460701,0.20094956704725997,0.5239105415232107,0.5429219279830786,0.26099205775602674,0.3741175727676927,0.3289408312494104,0.21296948453841114,0.5487179261773422,0.5106291206817977,0.23197335027165564,-0.03473012577026854
M10,0.8967683099438947,0.12405628253529506,0.4279611439460879,0.07649861285540521,0.3792201279065153,0.04982066907347413,0.18037758510783042,0.16217607478104093,0.4815809103775645,0.0487002806383239,0.1456726294806938,0.5465095272064209,0.31685954258995946,0.1636419526593451,0.5265049232070194,0.02993437051876095,0.10251392528226286,-0.0362941284059149
M11,0.5536558060171145,0.15002142422924325,0.5540866743806705,0.25103230164138407,0.3984080992427631,0.013199452142706007,0.21643112439582407,0.20541810725058082,0.5617406045847974,0.3030292746789047,0.25710990259729255,0.6101594021419684,0.3645899721999762,0.17130877442124567,0.5569096018940466,0.3182428096889045,0.1898544645852062,-0.01904446388315605
M12,0.5845697318107272,0.18092744427003843,0.42052769430644293,0.17337294914521195,0.3127111932989186,0.036677043547347576,0.1478024200684689,0.223736915647176,0.4944297105549441,0.24946763464126426,0.1683045207176215,1.2547160635297259,0.45640191796653845,-0.014655513525757722,0.47228144819201195,0.15623791420683114,0.06495345789594247,-0.0016223570338630118
M13,0.8842981053563496,0.0677005023611873,0.4303517338662692,0.07097924941231416,0.30104265243660777,0.060586349225034676,0.1538138852567239,0.09760167601919169,0.4018793142528799,0.07187768475406793,0.022097294452438968,0.10765919688976174,0.18020790654097676,0.08495832181121865,0.41118219305246045,0.03664988061914781,-0.03100088867830099,-0.04629973358858688
M14,0.6047894358418774,0.11705197052393232,0.4003550178149802,0.05596495392373963,0.2681441186451674,0.016049234253017963,0.1219474632224168,0.14972300033154445,0.47382123945311794,0.08836047693192602,0.1319009391065294,0.36595668780176266,0.23084818677686184,0.0916242256774054,0.4770571994107547,0.05581826528503361,0.08159522206198287,-0.046235651447868266
M15,0.18205718435161358,0.01811871559803668,0.21059169318790585,0.014373604460488803,0.07811893415676378,-0.02483176431040875,0.17429844667245864,0.06516400486042269,0.3086737859648989,0.024930293136573682,0.04919132488608962,0.03299133671654596,0.15847092682118494,0.2891686646554213,0.4266430871341284,0.08037931722046968,-0.02085626571778067,-0.08159005610143764
M16,0.5050660978148924,0.0974244547577634,0.3529232221617902,0.0020148304411748,0.23028959114564504,0.03476261014072118,0.20543739861533544,0.09808044447636216,0.3764274343560081,-0.032393330742763154,0.0300292371147862,0.18539948972917739,0.2147208483554301,0.05284730513171566,0.43328578596394113,0.0016802294289007397,0.031807970536574394,-0.044233805121162484
M17,0.3837788622229162,0.11375897023321416,0.4137450791146205,0.25539971905718745,0.23877488436093652,-0.005975566477643401,0.1931339150579753,0.15366485526476742,0.43592466582621703,0.29665546100696066,0.118728442055019,0.3188996992767721,0.2605590509044305,0.09777509741295075,0.45184808265684223,0.2969849135943223,0.05927191754518547,-0.043503282083510744
M18,1.0788726059949172,0.17594582466110337,0.6135896631401211,0.3478952410727905,0.4526502961159267,0.0662710527638617,0.13962272453004532,0.19499849956924065,0.5702228722330634,0.3234927077839774,0.1911035093817858,0.6198413867576449,0.435610268600996,0.08075886973112166,0.6203365178711169,0.28586415345602606,0.23265540790468534,0.01815064976387899
M19,0.7523985453726674,0.1701630247181058,0.5332029442167514,0.2886242733480014,0.28652205286824933,0.056320839743696435,0.16599619650112818,0.21059321608146883,0.5445378221168001,0.28306904285191953,0.052846022454904676,0.5951943662696414,0.38497892960447827,-0.007197036350523904,0.5481465713181017,0.2441870136211718,0.01744133490084584,-0.020062432247253778
M20,1.0977013519665058,0.15103517440547093,0.5628833851091087,0.2977419220040346,0.41369785661393,0.10537851553809592,0.31289521579960733,0.21522579726284813,0.5289583523263014,0.3019820770384729,0.03421799674586265,0.4688121923732297,0.32984067022497054,0.11969514959880098,0.5731804579090766,0.24031218089964848,0.059351843559177886,-0.009782501777155816
M21,0.7054364900890895,0.1684179159876369,0.548155341241045,0.19632911744846646,0.3172641142985678,0.03433653742398598,0.20297675561454454,0.21703254842567063,0.577179077336542,0.24161242313696557,0.1524800703608056,0.6126531773455003,0.38702459993992766,0.2018582926597483,0.6153743578790587,0.16879601010895323,0.1237038653125219,-0.02508402758915268
M22,0.576621850947751,0.15888893463905834,0.5649038143703808,0.27360252469978413,0.344079339462024,0.03719312642786727,0.25964822849519875,0.19224906032311914,0.611395697341285,0.2721971010479043,0.22748939457803505,0.7909162928722158,0.4072352263465978,0.335263257591265,0.6076744813799669,0.22828192969550026,0.10735306121474512,-0.03206857122542767
M23,0.5029680044371848,0.13074765400460134,0.5559384069892183,0.32845684768609124,0.3842968072324713,0.02744911013290684,0.19279033353431707,0.2136731459463585,0.6025634141118512,0.42823375018855714,0.25500588897170917,0.9007814767814818,0.4370113851557651,0.08120770008090099,0.6179093148671918,0.3909728914587221,0.1992019244122441,0.012127012006705334
S01,0.9259022924079368,0.15888966166162605,0.49652918979676786,0.1293687812834476,0.44712091199743303,0.06492386302968861,0.28732541777552006,0.20601154814223416,0.5077435404371617,0.09690045459814219,0.1383018655430789,0.21061061669720543,0.3180609044135465,0.13837753427487534,0.5103635189322092,0.12329964014666049,0.11294440633647275,-0.04059399847584016
S02,0.8264716995516451,0.0950770388368881,0.5370128958675945,0.12557409903383013,0.4854192529416984,0.06334660867511334,0.22733404793605605,0.12232974914085322,0.49226723657961025,0.10143787161432372,0.2447071421826968,0.5570688042673124,0.34390036649062594,0.08729621309277687,0.5851065022278148,0.1412493930244687,0.2750344195101891,0.018827897200456387
S03,0.8442842950646144,0.10646345691013445,0.4568606814789781,0.0797092410960427,0.40035236055425527,0.02511409453638988,0.1458109357312773,0.12577023789942537,0.4699271294270044,0.09833643862239935,0.23611157227811663,0.39857120829599874,0.27134195861921107,0.04518281649575912,0.47922514460494703,0.04313791740629647,0.15628792402620095,-0.03832874687817684
S04,0.004043837784626602,0.07944657233100956,0.11825651551699637,-0.08313563822088436,0.01927865268029029,0.020021645061992027,0.2477867618635805,0.17425406356786582,0.5206624354715618,0.137072685152027,0.20920465923811185,0.8503278757655431,0.36737887030852345,0.13048475770470447,0.5073833961834711,0.10452185100170779,0.1232368426736415,-0.015052264932931261
S05,0.7226368467233227,0.14647861634036238,0.5199754516303782,0.3959191293338272,0.43215122556792207,0.050721176788731254,0.16856593906023562,0.16643674064717592,0.5002791817604304,0.3456396368967047,0.2299987237706872,0.02158205595569334,0.21021536652291503,0.10273885345871867,0.514865156878326,0.36459111032658936,0.2104495516444315,-0.040028908021103295
