group,names,scores,logfoldchanges,pvals,pvals_adj
SKPP,LINC01300,0.0,0.0,1.0,1.0
SKPP,LINC00930,0.0,0.0,1.0,1.0
SKPP,TRIM15,0.0,0.0,1.0,1.0
SKPP,CSN2,0.0,0.0,1.0,1.0
SKPP,FDCSP,0.0,0.0,1.0,1.0
SKPP,AWAT2,0.0,0.0,1.0,1.0
SKPP,IGHEP1,0.0,0.0,1.0,1.0
SKPP,C4orf54,0.0,0.0,1.0,1.0
SKPP,LINC02360,0.0,0.0,1.0,1.0
SKPP,KRT24,0.0,0.0,1.0,1.0
SKPP,EPS8L3,0.0,0.0,1.0,1.0
SKPP,HOXB-AS4,0.0,0.0,1.0,1.0
SKPP,GSTA5,0.0,0.0,1.0,1.0
SKPP,LYZL6,0.0,0.0,1.0,1.0
SKPP,TCIM,0.0,0.0,1.0,1.0
SKPP,DSCR8,0.0,0.0,1.0,1.0
SKPP,XXYLT1-AS1,0.0,0.0,1.0,1.0
SKPP,OR1L3,0.0,0.0,1.0,1.0
SKPP,GUCA2B,0.0,0.0,1.0,1.0
SKPP,RXYLT1-AS1,0.0,0.0,1.0,1.0
SKPP,DMRTA1,0.0,0.0,1.0,1.0
SKPP,KLK13,0.0,0.0,1.0,1.0
SKPP,GJB5,0.0,0.0,1.0,1.0
SKPP,HES5,0.0,0.0,1.0,1.0
SKPP,KRT40,0.0,0.0,1.0,1.0
SKPP,PPY,0.0,0.0,1.0,1.0
SKPP,BLACAT1,0.0,0.0,1.0,1.0
SKPP,KLK12,0.0,0.0,1.0,1.0
SKPP,LINC01668,0.0,0.0,1.0,1.0
SKPP,SPATA31A6,0.0,0.0,1.0,1.0
SKPP,TRBV22-1,0.0,0.0,1.0,1.0
SKPP,KRT39,0.0,0.0,1.0,1.0
SKPP,KRTAP4-12,0.0,0.0,1.0,1.0
SKPP,FGFBP1,0.0,0.0,1.0,1.0
SKPP,C22orf31,0.0,0.0,1.0,1.0
SKPP,CHST1,0.0,0.0,1.0,1.0
SKPP,LINC02000,0.0,0.0,1.0,1.0
SKPP,IGLVI-20,0.0,0.0,1.0,1.0
SKPP,IGLV5-37,0.0,0.0,1.0,1.0
SKPP,TRAJ27,0.0,0.0,1.0,1.0
SKPP,IGHV7-27,0.0,0.0,1.0,1.0
SKPP,TRAJ51,0.0,0.0,1.0,1.0
SKPP,TRAJ57,0.0,0.0,1.0,1.0
SKPP,OTOG,0.0,0.0,1.0,1.0
SKPP,LRRC10B,0.0,0.0,1.0,1.0
SKPP,SEMG1,0.0,0.0,1.0,1.0
SKPP,SOWAHA,0.0,0.0,1.0,1.0
SKPP,TMEM190,0.0,0.0,1.0,1.0
SKPP,FAM237B,0.0,0.0,1.0,1.0
SKPP,HCG21,0.0,0.0,1.0,1.0
SKPP,PSORS1C2,0.0,0.0,1.0,1.0
SKPP,ALDH3B2,0.0,0.0,1.0,1.0
SKPP,OR4C6,0.0,0.0,1.0,1.0
SKPP,NPBWR2,0.0,0.0,1.0,1.0
SKPP,IGHV1-67,0.0,0.0,1.0,1.0
SKPP,OR10G2,0.0,0.0,1.0,1.0
SKPP,SLC25A21-AS1,0.0,0.0,1.0,1.0
SKPP,LAD1,0.0,0.0,1.0,1.0
SKPP,IGKV1D-42,0.0,0.0,1.0,1.0
SKPP,IGHVIII-67-4,0.0,0.0,1.0,1.0
SKPP,CD207,0.0,0.0,1.0,1.0
SKPP,FAM138C,0.0,0.0,1.0,1.0
SKPP,MRGPRX4,0.0,0.0,1.0,1.0
SKPP,IGLC4,0.0,0.0,1.0,1.0
SKPP,IGLJ7,0.0,0.0,1.0,1.0
SKPP,IGLV4-3,0.0,0.0,1.0,1.0
SKPP,NCR2,0.0,0.0,1.0,1.0
SKPP,UGT2B28,0.0,0.0,1.0,1.0
SKPP,LINC02178,0.0,0.0,1.0,1.0
SKPP,LINC01346,0.0,0.0,1.0,1.0
SKPP,IRX6,0.0,0.0,1.0,1.0
SKPP,IGLV3-31,0.0,0.0,1.0,1.0
SKPP,IGLV11-55,0.0,0.0,1.0,1.0
SKPP,IGKV2D-24,0.0,0.0,1.0,1.0
SKPP,C8orf48,0.0,0.0,1.0,1.0
SKPP,DLX3,0.0,0.0,1.0,1.0
SKPP,OR1N2,0.0,0.0,1.0,1.0
SKPP,FOXE1,0.0,0.0,1.0,1.0
SKPP,MRGPRD,0.0,0.0,1.0,1.0
SKPP,DEFB108B,0.0,0.0,1.0,1.0
SKPP,RBMXL2,0.0,0.0,1.0,1.0
SKPP,XIRP1,0.0,0.0,1.0,1.0
SKPP,HSD3B2,0.0,0.0,1.0,1.0
SKPP,KRT12,0.0,0.0,1.0,1.0
SKPP,PLCXD2-AS1,0.0,0.0,1.0,1.0
SKPP,IGLV2-28,0.0,0.0,1.0,1.0
SKPP,TCEAL3-AS1,0.0,0.0,1.0,1.0
SKPP,KRT85,0.0,0.0,1.0,1.0
SKPP,PLP1,0.0,0.0,1.0,1.0
SKPP,NEUROD4,0.0,0.0,1.0,1.0
SKPP,ASCL1,0.0,0.0,1.0,1.0
SKPP,TEX13D,0.0,0.0,1.0,1.0
SKPP,IGKV2-4,0.0,0.0,1.0,1.0
SKPP,IGKV2OR2-2,0.0,0.0,1.0,1.0
SKPP,LUM,0.0,0.0,1.0,1.0
SKPP,WFDC8,0.0,0.0,1.0,1.0
SKPP,FAM138D,0.0,0.0,1.0,1.0
SKPP,NKX2-5,0.0,0.0,1.0,1.0
SKPP,SLITRK6,0.0,0.0,1.0,1.0
SKPP,SOWAHB,0.0,0.0,1.0,1.0
SKPP,LINC02290,0.0,0.0,1.0,1.0
SKPP,LRCOL1,0.0,0.0,1.0,1.0
SKPP,LINC02393,0.0,0.0,1.0,1.0
SKPP,IGKJ2,0.0,0.0,1.0,1.0
SKPP,C1GALT1C1L,0.0,0.0,1.0,1.0
SKPP,IGKV1D-33,0.0,0.0,1.0,1.0
SKPP,IGKV2-18,0.0,0.0,1.0,1.0
SKPP,IGKV1-22,0.0,0.0,1.0,1.0
SKPP,HOXD1,0.0,0.0,1.0,1.0
SKPP,TFAP2B,0.0,0.0,1.0,1.0
SKPP,LINC02560,0.0,0.0,1.0,1.0
SKPP,LINC00994,0.0,0.0,1.0,1.0
SKPP,LINC01981,0.0,0.0,1.0,1.0
SKPP,OR2T3,0.0,0.0,1.0,1.0
SKPP,TRBV12-1,0.0,0.0,1.0,1.0
SKPP,NMUR2,0.0,0.0,1.0,1.0
SKPP,NES,0.0,0.0,1.0,1.0
SKPP,SIX3-AS1,0.0,0.0,1.0,1.0
SKPP,GPC5-AS1,0.0,0.0,1.0,1.0
SKPP,BHLHE23,0.0,0.0,1.0,1.0
SKPP,SLC5A7,0.0,0.0,1.0,1.0
SKPP,B4GALNT1,0.0,0.0,1.0,1.0
SKPP,TAS2R39,0.0,0.0,1.0,1.0
SKPP,LINC02148,0.0,0.0,1.0,1.0
SKPP,EGFLAM-AS2,0.0,0.0,1.0,1.0
SKPP,CFC1,0.0,0.0,1.0,1.0
SKPP,LINC01808,0.0,0.0,1.0,1.0
SKPP,CST5,0.0,0.0,1.0,1.0
SKPP,LINC02392,0.0,0.0,1.0,1.0
SKPP,P2RX2,0.0,0.0,1.0,1.0
SKPP,LINC00615,0.0,0.0,1.0,1.0
SKPP,CHL1-AS1,0.0,0.0,1.0,1.0
SKPP,NR0B1,0.0,0.0,1.0,1.0
SKPP,KRT77,0.0,0.0,1.0,1.0
SKPP,IGKV2D-40,0.0,0.0,1.0,1.0
SKPP,KRT6A,0.0,0.0,1.0,1.0
SKPP,AVPR1B,0.0,0.0,1.0,1.0
SKPP,SEMA5A-AS1,0.0,0.0,1.0,1.0
SKPP,LGALS7,0.0,0.0,1.0,1.0
SKPP,NAV2-AS3,0.0,0.0,1.0,1.0
SKPP,OR13D1,0.0,0.0,1.0,1.0
SKPP,MGAT3-AS1,0.0,0.0,1.0,1.0
SKPP,RRM1-AS1,0.0,0.0,1.0,1.0
SKPP,PRAME,0.0,0.0,1.0,1.0
SKPP,TRIM51,0.0,0.0,1.0,1.0
SKPP,GSTA3,0.0,0.0,1.0,1.0
SKPP,LY6H,0.0,0.0,1.0,1.0
SKPP,IGFBPL1,0.0,0.0,1.0,1.0
SKPP,BNC2-AS1,0.0,0.0,1.0,1.0
SKPP,PCDH20,0.0,0.0,1.0,1.0
SKPP,LINC02499,0.0,0.0,1.0,1.0
SKPP,LINC00479,0.0,0.0,1.0,1.0
SKPP,IGLV3-6,0.0,0.0,1.0,1.0
SKPP,TFF1,0.0,0.0,1.0,1.0
SKPP,HMHB1,0.0,0.0,1.0,1.0
SKPP,PCDHGA2,0.0,0.0,1.0,1.0
SKPP,PCDHGB1,0.0,0.0,1.0,1.0
SKPP,ROPN1,0.0,0.0,1.0,1.0
SKPP,YBX2,0.0,0.0,1.0,1.0
SKPP,IGHV7-40,0.0,0.0,1.0,1.0
SKPP,CHIA,0.0,0.0,1.0,1.0
SKPP,KRTAP12-4,0.0,0.0,1.0,1.0
SKPP,TBC1D28,0.0,0.0,1.0,1.0
SKPP,LINC01046,0.0,0.0,1.0,1.0
SKPP,SLITRK1,0.0,0.0,1.0,1.0
SKPP,OR2T2,0.0,0.0,1.0,1.0
SKPP,OR2T29,0.0,0.0,1.0,1.0
SKPP,SMPX,0.0,0.0,1.0,1.0
SKPP,NDP,0.0,0.0,1.0,1.0
SKPP,IGHV3-47,0.0,0.0,1.0,1.0
SKPP,SERPINA6,0.0,0.0,1.0,1.0
SKPP,IGHJ1P,0.0,0.0,1.0,1.0
SKPP,PRIMA1,0.0,0.0,1.0,1.0
SKPP,IGKV1-35,0.0,0.0,1.0,1.0
SKPP,IGKV1-37,0.0,0.0,1.0,1.0
SKPP,IFNA21,0.0,0.0,1.0,1.0
SKPP,IGHJ2,0.0,0.0,1.0,1.0
SKPP,ZDHHC22,0.0,0.0,1.0,1.0
SKPP,IGHJ1,0.0,0.0,1.0,1.0
SKPP,TPPP2,0.0,0.0,1.0,1.0
SKPP,IGHV3-16,0.0,0.0,1.0,1.0
SKPP,IGHV3-32,0.0,0.0,1.0,1.0
SKPP,TRGJP,0.0,0.0,1.0,1.0
SKPP,IGKV2-10,0.0,0.0,1.0,1.0
SKPP,LINC00028,0.0,0.0,1.0,1.0
SKPP,LINC01441,0.0,0.0,1.0,1.0
SKPP,SERPINA9,0.0,0.0,1.0,1.0
SKPP,OR1K1,0.0,0.0,1.0,1.0
SKPP,IGHJ3P,0.0,0.0,1.0,1.0
SKPP,IGHV1OR15-6,0.0,0.0,1.0,1.0
SKPP,BTBD16,0.0,0.0,1.0,1.0
SKPP,GPR26,0.0,0.0,1.0,1.0
SKPP,ELOA2,0.0,0.0,1.0,1.0
SKPP,SERPINB3,0.0,0.0,1.0,1.0
SKPP,IGHV1OR16-1,0.0,0.0,1.0,1.0
SKPP,HMX3,0.0,0.0,1.0,1.0
SKPP,ARHGDIG,0.0,0.0,1.0,1.0
SKPP,BCHE,0.0,0.0,1.0,1.0
SKPP,KCNAB1-AS1,0.0,0.0,1.0,1.0
SKPP,HMX2,0.0,0.0,1.0,1.0
SKPP,IGHV3OR16-15,0.0,0.0,1.0,1.0
SKPP,CSAG3,0.0,0.0,1.0,1.0
SKPP,PLCE1-AS2,0.0,0.0,1.0,1.0
SKPP,SPIC,0.0,0.0,1.0,1.0
SKPP,SRGAP3-AS3,0.0,0.0,1.0,1.0
SKPP,LINC01168,0.0,0.0,1.0,1.0
SKPP,SLC7A3,0.0,0.0,1.0,1.0
SKPP,PABPC1L2A,0.0,0.0,1.0,1.0
SKPP,NTS,0.0,0.0,1.0,1.0
SKPP,LINC01103,0.0,0.0,1.0,1.0
SKPP,IGKV7-3,0.0,0.0,1.0,1.0
SKPP,KRT79,0.0,0.0,1.0,1.0
SKPP,GPR101,0.0,0.0,1.0,1.0
SKPP,MAGED4,0.0,0.0,1.0,1.0
SKPP,NEBL-AS1,0.0,0.0,1.0,1.0
SKPP,NPTX2,0.0,0.0,1.0,1.0
SKPP,MUCL3,0.0,0.0,1.0,1.0
SKPP,VIP,0.0,0.0,1.0,1.0
SKPP,TRAJ52,0.0,0.0,1.0,1.0
SKPP,TRAJ55,0.0,0.0,1.0,1.0
SKPP,AGR3,0.0,0.0,1.0,1.0
SKPP,SFTPA1,0.0,0.0,1.0,1.0
SKPP,CTAGE8,0.0,0.0,1.0,1.0
SKPP,TRAV31,0.0,0.0,1.0,1.0
SKPP,IGHV3-62,0.0,0.0,1.0,1.0
SKPP,IGHV3-64,0.0,0.0,1.0,1.0
SKPP,TRAV37,0.0,0.0,1.0,1.0
SKPP,IGHV1OR15-2,0.0,0.0,1.0,1.0
SKPP,IGKV3D-7,0.0,0.0,1.0,1.0
SKPP,IGHVIII-2-1,0.0,0.0,1.0,1.0
SKPP,IGFL3,0.0,0.0,1.0,1.0
SKPP,TRAJ7,0.0,0.0,1.0,1.0
SKPP,IGHV4-80,0.0,0.0,1.0,1.0
SKPP,IGHV7-81,0.0,0.0,1.0,1.0
SKPP,WASIR1,0.0,0.0,1.0,1.0
SKPP,SALL3,0.0,0.0,1.0,1.0
SKPP,DKK1,0.0,0.0,1.0,1.0
SKPP,HTR5A,0.0,0.0,1.0,1.0
SKPP,CT62,0.0,0.0,1.0,1.0
SKPP,SPATA8,0.0,0.0,1.0,1.0
SKPP,IGKV1D-37,0.0,0.0,1.0,1.0
SKPP,LINC00543,0.0,0.0,1.0,1.0
SKPP,GPC5-AS2,0.0,0.0,1.0,1.0
SKPP,LINC02243,0.0,0.0,1.0,1.0
SKPP,LMO7DN,0.0,0.0,1.0,1.0
SKPP,LINC00463,0.0,0.0,1.0,1.0
SKPP,HOXA6,0.0,0.0,1.0,1.0
SKPP,PSG3,0.0,0.0,1.0,1.0
SKPP,TUBAL3,0.0,0.0,1.0,1.0
SKPP,LINC01777,0.0,0.0,1.0,1.0
SKPP,PAPOLB,0.0,0.0,1.0,1.0
SKPP,IL25,0.0,0.0,1.0,1.0
SKPP,HOXD8,0.0,0.0,1.0,1.0
SKPP,GPR182,0.0,0.0,1.0,1.0
SKPP,LINC02564,0.0,0.0,1.0,1.0
SKPP,PGPEP1L,0.0,0.0,1.0,1.0
SKPP,TRBV6-8,0.0,0.0,1.0,1.0
SKPP,INSM1,0.0,0.0,1.0,1.0
SKPP,IL9,0.0,0.0,1.0,1.0
SKPP,NPY,0.0,0.0,1.0,1.0
SKPP,FAM162B,0.0,0.0,1.0,1.0
SKPP,MTNR1A,0.0,0.0,1.0,1.0
SKPP,PPP1R3C,0.0,0.0,1.0,1.0
SKPP,SBSN,0.0,0.0,1.0,1.0
SKPP,TRBV7-1,0.0,0.0,1.0,1.0
SKPP,TCEAL7,0.0,0.0,1.0,1.0
SKPP,OR2C1,0.0,0.0,1.0,1.0
SKPP,GFY,0.0,0.0,1.0,1.0
SKPP,OR7A10,0.0,0.0,1.0,1.0
SKPP,ID4,0.0,0.0,1.0,1.0
SKPP,TUBA3C,0.0,0.0,1.0,1.0
SKPP,F7,0.0,0.0,1.0,1.0
SKPP,LINC00564,0.0,0.0,1.0,1.0
SKPP,TRAJ56,0.0,0.0,1.0,1.0
SKPP,SOX21,0.0,0.0,1.0,1.0
SKPP,LINC02303,0.0,0.0,1.0,1.0
SKPP,CYP26B1,0.0,0.0,1.0,1.0
SKPP,OR2L8,0.0,0.0,1.0,1.0
SKPP,HOXC11,0.0,0.0,1.0,1.0
SKPP,LINC00421,0.0,0.0,1.0,1.0
SKPP,TEX13C,0.0,0.0,1.0,1.0
SKPP,ZSCAN5C,0.0,0.0,1.0,1.0
SKPP,TRDJ3,0.0,0.0,1.0,1.0
SKPP,POPDC3,0.0,0.0,1.0,1.0
SKPP,LINC00242,0.0,0.0,1.0,1.0
SKPP,IGHVIII-38-1,0.0,0.0,1.0,1.0
SKPP,IGHV1-14,0.0,0.0,1.0,1.0
SKPP,TRDJ2,0.0,0.0,1.0,1.0
SKPP,TCEAL5,0.0,0.0,1.0,1.0
SKPP,LINC01559,0.0,0.0,1.0,1.0
SKPP,TRAJ50,0.0,0.0,1.0,1.0
SKPP,IVL,0.0,0.0,1.0,1.0
SKPP,TAS2R8,0.0,0.0,1.0,1.0
SKPP,ADGRE3,-0.0054012802,-0.1865589,0.9956904226765193,1.0
SKPP,TRAV22,-0.0063168406,0.14652564,0.9949599239018123,1.0
SKPP,TAF1D,-0.012871875,-0.20759363,0.9897300126654888,1.0
SKPP,C1orf54,-0.016451275,-0.39512777,0.986874374066076,1.0
SKPP,ASB9,-0.01740613,-0.38831174,0.9861126187394317,1.0
SKPP,CYB561,-0.019141734,-0.5192325,0.9847280386991164,1.0
SKPP,TIMM44,-0.020995095,-0.44994727,0.9832495685868816,1.0
SKPP,UTP15,-0.026180636,-0.42130187,0.9791132600500426,1.0
SKPP,LINC00499,-0.030289492,-0.34269652,0.9758361778053579,0.9976052623841619
SKPP,DBNDD1,-0.033108972,-0.550428,0.9735876868266703,0.9953586131569636
SKPP,TP53AIP1,-0.035139978,0.45701736,0.9719681226859159,0.9938586102690078
SKPP,SP6,-0.035139978,0.957014,0.9719681226859159,0.9938586102690078
SKPP,TRBV5-3,-0.035139978,0.83857805,0.9719681226859159,0.9938586102690078
